id,source_id,publisher_id,period_id,data,schema,score,summary,run_id,timestamp,report
5fa5c6f5ff194135870e3cfcb74bb95c,a25578d9-d629-4305-9f83-659768f9c164,department-for-work-and-pensions,2011-11-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/186379/dwp-payments-november2011.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
77026370a83a44b58b39322b0ab5caf5,1d75bb72-4d8c-47a9-b1d7-7c1dbe138fad,department-of-health,2012-10-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/213638/_C2_A325k-October-12-TO-PUBLISH-V2.csv,,8,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
cbf473f724064733bf5f082df0be7ed5,56bd60a5-06df-43ca-b03a-55cca7da4685,department-for-education,2010-08-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/188092/dfe_20spend_20_20august_202010.csv,,8,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
489cb0589a4f43c2a2e91ad5ebe6dd64,c3ed5e29-0368-4225-b6ac-888040920185,ministry-of-defence,2012-06-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/28894/june2012_gpc_spend.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
4fd9a526f1214ead97d438e89d4706af,d10fc938-ce62-4afd-b835-d23af6060cba,department-for-environment-food-and-rural-affairs,2011-01-01,http://data.defra.gov.uk/ops/procurement/kew-over-25K-1101.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
02862bcbdacc441fb72d40170d511f79,14d29be0-e37f-4716-8590-0b4d4668b9d9,ministry-of-defence,2011-11-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/28873/20111222TransparencyNov2011U.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
9c4f2b55af3a413e81622a9c29731227,9e1997f8-5059-4b09-bad7-87ed0d820cce,department-for-environment-food-and-rural-affairs,2011-04-01,http://data.defra.gov.uk/ops/procurement/ne-over-25k-1104.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
b37f3525a8a6400b8732c7c8e19a7e20,c7adab30-636d-4c74-af56-2acedbb98d17,uk-export-finance,2010-10-01,http://webarchive.nationalarchives.gov.uk/+/http://www.ecgd.gov.uk/assets/bispartners/ecgd/files/publications/operational-data/spend-data/spend-data-october-2010.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
cb87595b3c594de5806189e30d25a2c2,18c5e772-c42b-4de4-9944-21467ead10ea,ministry-of-justice,2012-04-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/172795/moj-aramis-april-12.csv.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
5f2097959a8a4b0b9ca2adba3dba88cd,f21a8e10-f9e7-4508-b253-c9faef24ab52,department-for-education,2015-01-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/469751/DfE_Spend_January_2015_with_EFA.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
21c0126839f943098902f5f2ced171ec,ce819072-9018-40a9-8756-b15bf2f1ea0c,foreign-and-commonwealth-office,2011-03-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/245660/spend-march-2011.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
6ea2ea8168284e9a93d36e1f2df99deb,ce547a3a-6de6-4e47-9009-9bfe31d5a6c7,cabinet-office,2010-05-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/85794/Spend-Transactions-with-descriptions-CO-05-May-2010-after-12th.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
9990d7e2619b4aa4b6a8b8f5085a2d7f,37266ceb-d8b5-437c-8d0e-8945a385edea,department-for-international-development,2010-10-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/204689/October-2010.csv,,9,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
b1af6761269d4672b0ec6f3a38b5da04,8dcc347f-e25d-417d-a7b9-5cbc8834b167,department-for-education,2012-09-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/193879/DfE_spend_06sep_2012.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
778f11d5ed5e491dade0a547c4c262e1,10a85b63-662e-469b-af20-96146024cf55,department-for-environment-food-and-rural-affairs,2010-06-01,http://data.defra.gov.uk/ops/procurement/cefas-over-25k-1006.csv,,9,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
2475842c0a55438997459003e7083c61,7c401843-0883-46db-84f5-3d185ff7b6a5,home-office,2012-03-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98182/march-2012.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
f8c8e44b23a84af1ab10327bd1cbb959,d5b83de6-70c7-49a5-abfe-e9f4a88a81a9,ministry-of-defence,2013-10-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/269696/GPC_transparencydata_October2013.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
bc7747089e564716be6350157c9d53af,f4cf3378-4073-4d88-8e93-706e499d8664,department-for-education,2010-07-01,http://media.education.gov.uk/assets/files/xls/n/national%20college%20spend%20%20july%202010.csv,,9,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
66e696727c684b6b8c7a5f84d345e550,0f8a9a5d-7d09-4e15-be02-704859732407,department-for-education,2012-03-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/193931/DfE_spend_12mar_2012.csv,,6,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
c0315a786e8a40bbbcf6f31de2648ed6,bd7281d2-9793-48af-bf89-1ac4ca6396b6,home-office,2013-05-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/226086/HO_Spend_25K_FY1314_AP2_CSV.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
e3e4739c26a44e72b9752912b827c846,d666b392-de89-4c16-be6a-d3252c97d818,cabinet-office,2012-01-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/85814/Transparency-data-Jan-2012.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
cf7e32f3deee4130a6a21581ffe27852,655acb01-0f9b-4128-8309-1b7abbdb3fae,department-for-environment-food-and-rural-affairs,2011-05-01,http://data.defra.gov.uk/ops/procurement/cefas-over-25k-1105.csv,,9,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
b8078fcf178841f09a448a127a6054eb,b7368d4b-938f-4e89-bffa-0cb0058221a4,department-for-culture-media-and-sport,2013-06-01,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/261923/DCMS_Spend_over_GBP25k_June_2013.csv,,9,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
5e540acc164f43849e3fbaf57082a731,4494c7eb-93da-4199-8c31-7b17e88a5265,department-for-environment-food-and-rural-affairs,2011-01-01,http://data.defra.gov.uk/ops/procurement/vmd-over-25k-1101.csv,,4,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
efcc6c0ea2ae4a9daf90cbdea71a5723,1a113326-f16b-4de5-a531-9590e983ccee,department-for-environment-food-and-rural-affairs,2012-04-01,http://data.defra.gov.uk/ops/procurement/1204/NE-Over-25k-1204.csv,,0,,0b7ae9d334dd4a039f8059119c2ae526,2016-07-08 07:25:28.828957+00:00,http://goodtables.okfnlabs.org
