X,Y,FID,PERIMETER,PUBLICBL_I,FACILITY,FACILITY_C,ADDRESS,CITY,ZIPCODE,CLASS,MUNICODE
-79.9077163685929,40.4364060689938,80,0,278,Frick Park Nature Center,,Frick Park,Pittsburgh,15221,Pittsburgh Public Works,100
-80.0000188914587,40.4375596775088,81,0,17,DHS @ United Way,DHS-UW,1 Smithfield St,Pittsburgh,15222,Allegheny County,
-79.9774075418543,40.4548967591882,82,0,457,Pittsuburgh Public Works Painting Building,,2526 Liberty Ave,Pittsburgh,15222,Pittsburgh Public Works,100
-79.9365702227925,40.4893166237642,83,0,5,Pittsburgh Public Works Warehouse,,6300  AVRR,Pittsburgh,15201,Pittsburgh Public Works,100
-79.9859849156345,40.4380832529104,84,0,18,DHS-CRO,DHS-CRO,1401 Forbes Ave,Pittsburgh,15222,Allegheny County,
-80.0109444282947,40.4641460698223,85,0,20,DHS-NRO,DHS-NRO,1972 Clayton Ave,Pittsburgh,15214,Allegheny County,
-79.9741839152222,40.4609274773958,86,0,604,Pittsuburgh Public Works Headquarters,,3001 Railroad St,Pittsburgh,15222,Pittsburgh Environmental,100
-80.0173712088776,40.4781277033739,87,0,375,Pittsburgh Public Works 1st Division,,300 Kilbuck Rd,Pittsburgh,15214,Pittsburgh Public Works,100
-79.9704683405936,40.4283563486525,88,0,22,DHS-SRO,DHS-SRO,2400 E Carson St,Pittsburgh,15203,Allegheny County,
-80.0003595680056,40.4404198375805,89,0,25,DHS-YWCA,DHS-Y,304 Wood St,Pittsburgh,15222,Allegheny County,
-80.0465341662408,40.4395108021927,90,0,588,Pittsburgh Public Works 5th Division,,1330 Hassler St,Pittsburgh,15220,Pittsburgh Public Works,100
-79.9959121578407,40.4140124585046,91,0,592,Pittsburgh Public Works 4th Division,,414 Bausman St,Pittsburgh,15210,Pittsburgh Public Works,100
-79.8865087912594,40.4454020356082,92,0,24,DHS-Wilkinsburg,DHS-WK,300 Wallace Ave,Pittsburgh,15221,Allegheny County,
-79.9963396735912,40.4397265425632,93,0,28,Frick Building,FrB,437 Grant St,Pittsburgh,15219,Allegheny County,
-79.9427348606297,40.4033793429111,94,0,608,Pittsburgh Public Works 3rd Division,,40 Malanchton St,Pittsburgh,15207,Pittsburgh Public Works,100
-79.905503492639,40.4561826363792,95,0,2,Pittsburgh Public Works 2nd Division,,6814 Hamilton Ave,Pittsburgh,15208,Pittsburgh Public Works,100
-79.8677678710747,40.3467198225412,96,0,32,Kane-McKeesport,K-Mc,100 Ninth Ave,McKeesport,15132,Allegheny County,
-80.0007159506623,40.464741163354,97,0,5,Pittsburgh Public Works Construction,,1909 Howard St,Pittsburgh,15212,Pittsburgh Public Works,100
-79.9480857068095,40.4378170749803,98,0,597,Pittsburgh Public Works 3rd Division,,400 Frew Street Ext,Pittsburgh,15221,Pittsburgh Public Works,100
-80.0149364524404,40.551599880116,99,0,33,Kane-Ross,K-R,110 McIntyre Rd,Pittsburgh,15237,Allegheny County,
-80.085614379887,40.3739076216024,100,0,34,Kane-Scott,K-S,300 Kane Blvd,Pittsburgh,15243,Allegheny County,
-79.9331042042986,40.5816550665617,101,0,36,Hampton Township Building,,3101 McCully Rd,Allison Park,15101,,914
-80.2123362103457,40.5812105185822,102,0,42,Leet Township Building,,198 Ambridge Ave,Fair Oaks,15003,,921
-79.8971101005103,40.452512149745,103,0,35,Lexington Tech Pk Offices,LEX,400 N Lexington Ave,Pittsburgh,15208,Allegheny County,
-80.2071381660608,40.5052102811867,104,0,44,Moon Township Building,,1000 Beaver Grade Rd,Moon,15108,,925
-80.0102375153702,40.5878717149046,105,0,38,Police/Fire Academy,ACAD,700 West Ridge Dr,Allison Park,15101,Allegheny County,
-79.9768842955712,40.3516399718916,106,0,2,Whitehall Borough Building,,100 Borough Park Dr,Pittsburgh,15236,,874
-79.8606513608709,40.2775399412253,107,0,44,PW - Dx 4,PW-4,460 Lovedale Rd,Elizabeth,15037,Allegheny County,
-79.9735569335717,40.4815717902463,108,0,91,Millvale Borough Building,,501 Lincoln Ave,Pittsburgh,15209,,838
-80.0231725524033,40.3331405897964,109,0,45,PW - Dx 5,PW-5,5091 Library Rd,Bethel Park,15102,Allegheny County,
-79.8386651122902,40.5230328278199,110,0,98,Oakmont Borough Building,,206 Fifth & Virginia Ave,Oakmont,15139,,845
-79.7865331831734,40.4918155614921,111,0,43,PW - Dx 3,PW-3,500 Railroad St,Pittsburgh,15235,Allegheny County,
-80.0940619557287,40.4261852662372,112,0,103,Rosslyn Farms Borough Building,,421 Kings Hwy,Carnegie,15106,,850
-79.9657054754472,40.4722434255413,113,0,46,PW - Dx 7,PW-7,40th and Willow Sts,Pittsburgh,15201,Allegheny County,
-79.7932123448084,40.3937258834386,114,0,114,Wall Borough Building,,412 Wall Ave,Wilmerding,15148,,861
-79.9959715525564,40.4379662914272,115,0,30,Allegheny County Jail Annex,JA,Fourth Ave & Ross St,Pittsburgh,15219,Allegheny County,
