FID,AREA,GRID_CODE,SQFT,ACRES,SQMI
14259,13448,4,13448,0.3087236,0.0004823806
14260,13448,6,13448,0.3087236,0.0004823806
14261,20172,4,20172,0.4630854,0.0007235709
14262,33620,4,33620,0.771809,0.001205952
14263,147928,14,147928,3.39596,0.005306188
14264,67240,6,67240,1.543618,0.002411903
14265,6724,8,6724,0.1543618,0.0002411903
14266,73964,3,73964,1.69798,0.002653094
14267,6724,3,6724,0.1543618,0.0002411903
14268,100860,3,100860,2.315427,0.003617855
14269,13448,4,13448,0.3087236,0.0004823806
14270,33620,14,33620,0.771809,0.001205952
14271,13448,4,13448,0.3087236,0.0004823806
14272,6724,4,6724,0.1543618,0.0002411903
14273,6724,4,6724,0.1543618,0.0002411903
14274,100860,6,100860,2.315427,0.003617855
14275,376544,6,376544,8.64426,0.01350666
14276,33620,4,33620,0.771809,0.001205952
14277,6724,10,6724,0.1543618,0.0002411903
14278,188272,14,188272,4.32213,0.006753328
14279,73964,4,73964,1.69798,0.002653094
14280,80688,6,80688,1.852342,0.002894284
14281,228616,6,228616,5.248301,0.00820047
14282,6724,4,6724,0.1543618,0.0002411903
14283,13448,4,13448,0.3087236,0.0004823806
14284,6724,6,6724,0.1543618,0.0002411903
14285,60516,3,60516,1.389256,0.002170712
14286,47068,4,47068,1.080533,0.001688333
14287,94136,6,94136,2.161065,0.003376664
14288,47068,6,47068,1.080533,0.001688333
14289,6724,4,6724,0.1543618,0.0002411903
14290,100860,2,100860,2.315427,0.003617855
14291,26896,11,26896,0.6174472,0.0009647612
14292,13448,3,13448,0.3087236,0.0004823806
14293,107584,5,107584,2.469789,0.003859045
14294,6724,4,6724,0.1543618,0.0002411903
14295,40344,4,40344,0.9261708,0.001447142
14296,289132,3,289132,6.637558,0.01037118
14297,33620,14,33620,0.771809,0.001205952
14298,208444,4,208444,4.785216,0.0074769
14299,33620,4,33620,0.771809,0.001205952
14300,47068,14,47068,1.080533,0.001688333
14301,40344,11,40344,0.9261708,0.001447142
14302,6724,4,6724,0.1543618,0.0002411903
14303,6724,6,6724,0.1543618,0.0002411903
14304,60516,4,60516,1.389256,0.002170712
14305,484128,4,484128,11.11405,0.0173657
14306,20172,6,20172,0.4630854,0.0007235709
14307,47068,7,47068,1.080533,0.001688333
14308,67240,4,67240,1.543618,0.002411903
14309,33620,4,33620,0.771809,0.001205952
14310,6724,2,6724,0.1543618,0.0002411903
14311,40344,8,40344,0.9261708,0.001447142
14312,6724,4,6724,0.1543618,0.0002411903
14313,13448,3,13448,0.3087236,0.0004823806
14314,60516,6,60516,1.389256,0.002170712
14315,6724,4,6724,0.1543618,0.0002411903
14316,13448,14,13448,0.3087236,0.0004823806
14317,13448,3,13448,0.3087236,0.0004823806
14318,13448,4,13448,0.3087236,0.0004823806
14319,47068,4,47068,1.080533,0.001688333
14320,13448,3,13448,0.3087236,0.0004823806
14321,13448,4,13448,0.3087236,0.0004823806
14322,13448,4,13448,0.3087236,0.0004823806
14323,40344,3,40344,0.9261708,0.001447142
14324,6724,4,6724,0.1543618,0.0002411903
14325,174824,6,174824,4.013407,0.006270948
14326,13448,3,13448,0.3087236,0.0004823806
14327,13448,11,13448,0.3087236,0.0004823806
14328,20172,4,20172,0.4630854,0.0007235709
14329,6724,6,6724,0.1543618,0.0002411903
14330,356372,4,356372,8.181175,0.01278309
14331,80688,6,80688,1.852342,0.002894284
14332,658952,7,658952,15.12746,0.02363666
14333,6724,5,6724,0.1543618,0.0002411903
14334,6724,4,6724,0.1543618,0.0002411903
14335,53792,3,53792,1.234894,0.001929522
14336,6724,4,6724,0.1543618,0.0002411903
14337,6724,3,6724,0.1543618,0.0002411903
14338,114308,4,114308,2.624151,0.004100236
14339,26896,4,26896,0.6174472,0.0009647612
14340,1788584,11,1788584,41.06024,0.06415662
14341,6724,6,6724,0.1543618,0.0002411903
14342,13448,3,13448,0.3087236,0.0004823806
14343,53792,3,53792,1.234894,0.001929522
14344,33620,3,33620,0.771809,0.001205952
14345,168100,3,168100,3.859045,0.006029758
14346,127756,6,127756,2.932874,0.004582616
14347,6724,3,6724,0.1543618,0.0002411903
14348,6724,4,6724,0.1543618,0.0002411903
14349,369820,5,369820,8.489899,0.01326547
14350,20172,6,20172,0.4630854,0.0007235709
14351,73964,3,73964,1.69798,0.002653094
14352,6724,4,6724,0.1543618,0.0002411903
14353,53792,3,53792,1.234894,0.001929522
14354,13448,1,13448,0.3087236,0.0004823806
14355,33620,3,33620,0.771809,0.001205952
14356,80688,6,80688,1.852342,0.002894284
14357,60516,3,60516,1.389256,0.002170712
14358,40344,5,40344,0.9261708,0.001447142
14359,13448,6,13448,0.3087236,0.0004823806
14360,53792,4,53792,1.234894,0.001929522
14361,6724,6,6724,0.1543618,0.0002411903
14362,47068,6,47068,1.080533,0.001688333
14363,20172,4,20172,0.4630854,0.0007235709
14364,67240,4,67240,1.543618,0.002411903
14365,1001876,5,1001876,22.99991,0.03593736
14366,47068,6,47068,1.080533,0.001688333
14367,524472,5,524472,12.04022,0.01881284
14368,665676,6,665676,15.28182,0.02387784
14369,20172,6,20172,0.4630854,0.0007235709
14370,6724,6,6724,0.1543618,0.0002411903
14371,26896,14,26896,0.6174472,0.0009647612
14372,26896,4,26896,0.6174472,0.0009647612
14373,168100,5,168100,3.859045,0.006029758
14374,13448,10,13448,0.3087236,0.0004823806
14375,13448,11,13448,0.3087236,0.0004823806
14376,6724,3,6724,0.1543618,0.0002411903
14377,6724,4,6724,0.1543618,0.0002411903
14378,215168,6,215168,4.939578,0.00771809
14379,40344,8,40344,0.9261708,0.001447142
14380,147928,5,147928,3.39596,0.005306188
14381,47068,14,47068,1.080533,0.001688333
14382,13448,5,13448,0.3087236,0.0004823806
14383,114308,4,114308,2.624151,0.004100236
14384,6724,6,6724,0.1543618,0.0002411903
14385,26896,3,26896,0.6174472,0.0009647612
14386,53792,6,53792,1.234894,0.001929522
14387,2010476,5,2010476,46.15418,0.07211591
14388,33620,4,33620,0.771809,0.001205952
14389,6724,10,6724,0.1543618,0.0002411903
14390,174824,4,174824,4.013407,0.006270948
14391,6724,5,6724,0.1543618,0.0002411903
14392,13448,11,13448,0.3087236,0.0004823806
14393,6724,5,6724,0.1543618,0.0002411903
14394,87412,6,87412,2.006703,0.003135473
14395,154652,5,154652,3.550321,0.005547376
14396,60516,5,60516,1.389256,0.002170712
14397,94136,6,94136,2.161065,0.003376664
14398,6724,6,6724,0.1543618,0.0002411903
14399,6724,14,6724,0.1543618,0.0002411903
14400,74159000,1,74159000,1702.46,2.66009
14401,26896,5,26896,0.6174472,0.0009647612
14402,490852,9,490852,11.26841,0.01760689
14403,26896,14,26896,0.6174472,0.0009647612
14404,13448,6,13448,0.3087236,0.0004823806
14405,26896,14,26896,0.6174472,0.0009647612
14406,47068,6,47068,1.080533,0.001688333
14407,457232,14,457232,10.4966,0.01640094
14408,26896,6,26896,0.6174472,0.0009647612
14409,33620,6,33620,0.771809,0.001205952
14410,26896,3,26896,0.6174472,0.0009647612
14411,33620,4,33620,0.771809,0.001205952
14412,6724,14,6724,0.1543618,0.0002411903
14413,47068,5,47068,1.080533,0.001688333
14414,40344,5,40344,0.9261708,0.001447142
14415,6724,3,6724,0.1543618,0.0002411903
14416,6724,4,6724,0.1543618,0.0002411903
14417,53792,4,53792,1.234894,0.001929522
14418,53792,5,53792,1.234894,0.001929522
14419,26896,3,26896,0.6174472,0.0009647612
14420,141204,7,141204,3.241598,0.005064997
14421,6724,6,6724,0.1543618,0.0002411903
14422,60516,5,60516,1.389256,0.002170712
14423,215168,8,215168,4.939578,0.00771809
14424,20172,4,20172,0.4630854,0.0007235709
14425,13448,3,13448,0.3087236,0.0004823806
14426,228616,6,228616,5.248301,0.00820047
14427,20172,5,20172,0.4630854,0.0007235709
14428,6724,6,6724,0.1543618,0.0002411903
14429,188272,14,188272,4.32213,0.006753328
14430,927912,5,927912,21.30193,0.03328427
14431,40344,3,40344,0.9261708,0.001447142
14432,87412,3,87412,2.006703,0.003135473
14433,6724,3,6724,0.1543618,0.0002411903
14434,33620,4,33620,0.771809,0.001205952
14435,6724,5,6724,0.1543618,0.0002411903
14436,13448,11,13448,0.3087236,0.0004823806
14437,6724,3,6724,0.1543618,0.0002411903
14438,228616,3,228616,5.248301,0.00820047
14439,53792,4,53792,1.234894,0.001929522
14440,53792,14,53792,1.234894,0.001929522
14441,40344,4,40344,0.9261708,0.001447142
14442,6724,4,6724,0.1543618,0.0002411903
14443,719468,7,719468,16.51671,0.02580736
14444,369820,8,369820,8.489899,0.01326547
14445,100860,3,100860,2.315427,0.003617855
14446,6724,10,6724,0.1543618,0.0002411903
14447,6724,5,6724,0.1543618,0.0002411903
14448,6724,5,6724,0.1543618,0.0002411903
14449,67240,10,67240,1.543618,0.002411903
14450,221892,4,221892,5.093939,0.007959279
14451,6724,5,6724,0.1543618,0.0002411903
14452,20172,3,20172,0.4630854,0.0007235709
14453,4659732,6,4659732,106.9727,0.1671448
14454,60516,1,60516,1.389256,0.002170712
14455,13448,6,13448,0.3087236,0.0004823806
14456,194996,6,194996,4.476492,0.006994519
14457,67240,3,67240,1.543618,0.002411903
14458,33620,3,33620,0.771809,0.001205952
14459,40344,6,40344,0.9261708,0.001447142
14460,6724,4,6724,0.1543618,0.0002411903
14461,141204,7,141204,3.241598,0.005064997
14462,87412,6,87412,2.006703,0.003135473
14463,6724,4,6724,0.1543618,0.0002411903
14464,134480,8,134480,3.087236,0.004823806
14465,60516,4,60516,1.389256,0.002170712
14466,13448,3,13448,0.3087236,0.0004823806
14467,6724,11,6724,0.1543618,0.0002411903
14468,13448,6,13448,0.3087236,0.0004823806
14469,13448,6,13448,0.3087236,0.0004823806
14470,1499452,8,1499452,34.42268,0.05378544
14471,20172,4,20172,0.4630854,0.0007235709
14472,484128,8,484128,11.11405,0.0173657
14473,13448,3,13448,0.3087236,0.0004823806
14474,679124,6,679124,15.59054,0.02436022
14475,437060,3,437060,10.03352,0.01567738
14476,20172,6,20172,0.4630854,0.0007235709
14477,396716,3,396716,9.107347,0.01423023
14478,6724,4,6724,0.1543618,0.0002411903
14479,6724,14,6724,0.1543618,0.0002411903
14480,6724,8,6724,0.1543618,0.0002411903
14481,389992,6,389992,8.952985,0.01398904
14482,174824,14,174824,4.013407,0.006270948
14483,53792,4,53792,1.234894,0.001929522
14484,161376,8,161376,3.704683,0.005788567
14485,13448,11,13448,0.3087236,0.0004823806
14486,4800936,3,4800936,110.2143,0.1722098
14487,141204,10,141204,3.241598,0.005064997
14488,47068,4,47068,1.080533,0.001688333
14489,47068,6,47068,1.080533,0.001688333
14490,6724,3,6724,0.1543618,0.0002411903
14491,6724,3,6724,0.1543618,0.0002411903
14492,6724,3,6724,0.1543618,0.0002411903
14493,20172,14,20172,0.4630854,0.0007235709
14494,20172,4,20172,0.4630854,0.0007235709
14495,6724,3,6724,0.1543618,0.0002411903
14496,47068,11,47068,1.080533,0.001688333
14497,6724,8,6724,0.1543618,0.0002411903
14498,20172,6,20172,0.4630854,0.0007235709
14499,275684,14,275684,6.328834,0.009888804
14500,6724,6,6724,0.1543618,0.0002411903
14501,6724,14,6724,0.1543618,0.0002411903
14502,6724,4,6724,0.1543618,0.0002411903
14503,329476,13,329476,7.563728,0.01181833
14504,13448,3,13448,0.3087236,0.0004823806
14505,174824,3,174824,4.013407,0.006270948
14506,47068,6,47068,1.080533,0.001688333
14507,94136,3,94136,2.161065,0.003376664
14508,215168,10,215168,4.939578,0.00771809
14509,53792,3,53792,1.234894,0.001929522
14510,6724,4,6724,0.1543618,0.0002411903
14511,6724,4,6724,0.1543618,0.0002411903
14512,30412700,12,30412700,698.178,1.0909
14513,33620,4,33620,0.771809,0.001205952
14514,94136,4,94136,2.161065,0.003376664
14515,26896,3,26896,0.6174472,0.0009647612
14516,33620,4,33620,0.771809,0.001205952
14517,13448,5,13448,0.3087236,0.0004823806
14518,2299608,6,2299608,52.79174,0.08248709
14519,6724,5,6724,0.1543618,0.0002411903
14520,47068,7,47068,1.080533,0.001688333
14521,141204,6,141204,3.241598,0.005064997
14522,13448,4,13448,0.3087236,0.0004823806
14523,847224,6,847224,19.44959,0.03038999
14524,302580,6,302580,6.946281,0.01085356
14525,6724,6,6724,0.1543618,0.0002411903
14526,67240,5,67240,1.543618,0.002411903
14527,13448,3,13448,0.3087236,0.0004823806
14528,6724,4,6724,0.1543618,0.0002411903
14529,6724,6,6724,0.1543618,0.0002411903
14530,47068,3,47068,1.080533,0.001688333
14531,309304,6,309304,7.100643,0.01109475
14532,6724,6,6724,0.1543618,0.0002411903
14533,6724,11,6724,0.1543618,0.0002411903
14534,87412,4,87412,2.006703,0.003135473
14535,20172,8,20172,0.4630854,0.0007235709
14536,40344,3,40344,0.9261708,0.001447142
14537,40344,14,40344,0.9261708,0.001447142
14538,13448,3,13448,0.3087236,0.0004823806
14539,100860,4,100860,2.315427,0.003617855
14540,80688,3,80688,1.852342,0.002894284
14541,6724,3,6724,0.1543618,0.0002411903
14542,147928,3,147928,3.39596,0.005306188
14543,141204,4,141204,3.241598,0.005064997
14544,60516,3,60516,1.389256,0.002170712
14545,6724,6,6724,0.1543618,0.0002411903
14546,1237216,2,1237216,28.40257,0.04437901
14547,13448,2,13448,0.3087236,0.0004823806
14548,121032,3,121032,2.778512,0.004341425
14549,20172,3,20172,0.4630854,0.0007235709
14550,6724,6,6724,0.1543618,0.0002411903
14551,1667552,11,1667552,38.28173,0.0598152
14552,6724,6,6724,0.1543618,0.0002411903
14553,47068,6,47068,1.080533,0.001688333
14554,6724,3,6724,0.1543618,0.0002411903
14555,1035496,8,1035496,23.77172,0.03714331
14556,154652,4,154652,3.550321,0.005547376
14557,275684,2,275684,6.328834,0.009888804
14558,6724,5,6724,0.1543618,0.0002411903
14559,6724,4,6724,0.1543618,0.0002411903
14560,47068,8,47068,1.080533,0.001688333
14561,6724,5,6724,0.1543618,0.0002411903
14562,13448,5,13448,0.3087236,0.0004823806
14563,1492728,3,1492728,34.26832,0.05354425
14564,6724,6,6724,0.1543618,0.0002411903
14565,6724,6,6724,0.1543618,0.0002411903
14566,6724,14,6724,0.1543618,0.0002411903
14567,26896,5,26896,0.6174472,0.0009647612
14568,107584,4,107584,2.469789,0.003859045
14569,6724,4,6724,0.1543618,0.0002411903
14570,403440,2,403440,9.261708,0.01447142
14571,867396,4,867396,19.91267,0.03111355
14572,47068,7,47068,1.080533,0.001688333
14573,26896,4,26896,0.6174472,0.0009647612
14574,282408,3,282408,6.483196,0.01012999
14575,174824,5,174824,4.013407,0.006270948
14576,457232,5,457232,10.4966,0.01640094
14577,13448,6,13448,0.3087236,0.0004823806
14578,26896,5,26896,0.6174472,0.0009647612
14579,60516,4,60516,1.389256,0.002170712
14580,47068,4,47068,1.080533,0.001688333
14581,26896,6,26896,0.6174472,0.0009647612
14582,6724,5,6724,0.1543618,0.0002411903
14583,6724,14,6724,0.1543618,0.0002411903
14584,13448,4,13448,0.3087236,0.0004823806
14585,80688,11,80688,1.852342,0.002894284
14586,6724,6,6724,0.1543618,0.0002411903
14587,53792,4,53792,1.234894,0.001929522
14588,40344,6,40344,0.9261708,0.001447142
14589,2387020,6,2387020,54.79844,0.08562256
14590,13448,5,13448,0.3087236,0.0004823806
14591,168100,6,168100,3.859045,0.006029758
14592,40344,6,40344,0.9261708,0.001447142
14593,13448,6,13448,0.3087236,0.0004823806
14594,1613760,6,1613760,37.04683,0.05788567
14595,87412,6,87412,2.006703,0.003135473
14596,40344,3,40344,0.9261708,0.001447142
14597,6724,6,6724,0.1543618,0.0002411903
14598,6724,6,6724,0.1543618,0.0002411903
14599,47068,5,47068,1.080533,0.001688333
14600,3126660,7,3126660,71.77824,0.1121535
14601,26896,14,26896,0.6174472,0.0009647612
14602,13448,4,13448,0.3087236,0.0004823806
14603,349648,5,349648,8.026814,0.0125419
14604,6724,5,6724,0.1543618,0.0002411903
14605,215168,5,215168,4.939578,0.00771809
14606,87412,3,87412,2.006703,0.003135473
14607,6724,14,6724,0.1543618,0.0002411903
14608,80688,10,80688,1.852342,0.002894284
14609,53792,2,53792,1.234894,0.001929522
14610,6724,6,6724,0.1543618,0.0002411903
14611,6724,4,6724,0.1543618,0.0002411903
14612,665676,5,665676,15.28182,0.02387784
14613,114308,5,114308,2.624151,0.004100236
14614,26896,6,26896,0.6174472,0.0009647612
14615,6724,5,6724,0.1543618,0.0002411903
14616,47068,1,47068,1.080533,0.001688333
14617,6724,11,6724,0.1543618,0.0002411903
14618,40344,6,40344,0.9261708,0.001447142
14619,13448,3,13448,0.3087236,0.0004823806
14620,107584,6,107584,2.469789,0.003859045
14621,6724,6,6724,0.1543618,0.0002411903
14622,13448,6,13448,0.3087236,0.0004823806
14623,26896,6,26896,0.6174472,0.0009647612
14624,13448,6,13448,0.3087236,0.0004823806
14625,531196,6,531196,12.19458,0.01905403
14626,67240,14,67240,1.543618,0.002411903
14627,47068,8,47068,1.080533,0.001688333
14628,13448,14,13448,0.3087236,0.0004823806
14629,33620,8,33620,0.771809,0.001205952
14630,13448,3,13448,0.3087236,0.0004823806
14631,383268,4,383268,8.798622,0.01374785
14632,20172,5,20172,0.4630854,0.0007235709
14633,26896,14,26896,0.6174472,0.0009647612
14634,6724,5,6724,0.1543618,0.0002411903
14635,147928,2,147928,3.39596,0.005306188
14636,13448,5,13448,0.3087236,0.0004823806
14637,6724,5,6724,0.1543618,0.0002411903
14638,470680,6,470680,10.80533,0.01688333
14639,6724,5,6724,0.1543618,0.0002411903
14640,295856,7,295856,6.791919,0.01061237
14641,121032,3,121032,2.778512,0.004341425
14642,33620,5,33620,0.771809,0.001205952
14643,26896,3,26896,0.6174472,0.0009647612
14644,6724,5,6724,0.1543618,0.0002411903
14645,60516,4,60516,1.389256,0.002170712
14646,26896,6,26896,0.6174472,0.0009647612
14647,618608,4,618608,14.20129,0.02218951
14648,1862548,5,1862548,42.75822,0.06680972
14649,558092,4,558092,12.81203,0.0200188
14650,100860,6,100860,2.315427,0.003617855
14651,33620,6,33620,0.771809,0.001205952
14652,6724,3,6724,0.1543618,0.0002411903
14653,13448,5,13448,0.3087236,0.0004823806
14654,33620,6,33620,0.771809,0.001205952
14655,289132,6,289132,6.637558,0.01037118
14656,94136,6,94136,2.161065,0.003376664
14657,73964,4,73964,1.69798,0.002653094
14658,26896,4,26896,0.6174472,0.0009647612
14659,73964,5,73964,1.69798,0.002653094
14660,2192020,5,2192020,50.3219,0.078628
14661,33620,5,33620,0.771809,0.001205952
14662,6724,4,6724,0.1543618,0.0002411903
14663,80688,6,80688,1.852342,0.002894284
14664,73964,11,73964,1.69798,0.002653094
14665,6724,3,6724,0.1543618,0.0002411903
14666,168100,10,168100,3.859045,0.006029758
14667,20172,6,20172,0.4630854,0.0007235709
14668,53792,5,53792,1.234894,0.001929522
14669,94136,6,94136,2.161065,0.003376664
14670,60516,5,60516,1.389256,0.002170712
14671,6724,6,6724,0.1543618,0.0002411903
14672,13448,4,13448,0.3087236,0.0004823806
14673,6724,4,6724,0.1543618,0.0002411903
14674,6724,3,6724,0.1543618,0.0002411903
14675,94136,5,94136,2.161065,0.003376664
14676,322752,3,322752,7.409367,0.01157714
14677,80688,5,80688,1.852342,0.002894284
14678,60516,4,60516,1.389256,0.002170712
14679,1633932,6,1633932,37.50992,0.05860925
14680,6724,4,6724,0.1543618,0.0002411903
14681,26896,6,26896,0.6174472,0.0009647612
14682,73964,3,73964,1.69798,0.002653094
14683,679124,6,679124,15.59054,0.02436022
14684,147928,6,147928,3.39596,0.005306188
14685,13448,5,13448,0.3087236,0.0004823806
14686,188272,6,188272,4.32213,0.006753328
14687,134480,6,134480,3.087236,0.004823806
14688,40344,6,40344,0.9261708,0.001447142
14689,6724,6,6724,0.1543618,0.0002411903
14690,6724,3,6724,0.1543618,0.0002411903
14691,107584,5,107584,2.469789,0.003859045
14692,1291008,6,1291008,29.63747,0.04630855
14693,6724,4,6724,0.1543618,0.0002411903
14694,147928,6,147928,3.39596,0.005306188
14695,13448,6,13448,0.3087236,0.0004823806
14696,60516,4,60516,1.389256,0.002170712
14697,40344,14,40344,0.9261708,0.001447142
14698,6724,3,6724,0.1543618,0.0002411903
14699,13448,4,13448,0.3087236,0.0004823806
14700,20172,6,20172,0.4630854,0.0007235709
14701,13448,14,13448,0.3087236,0.0004823806
14702,6724,6,6724,0.1543618,0.0002411903
14703,773260,8,773260,17.75161,0.02773689
14704,6724,6,6724,0.1543618,0.0002411903
14705,147928,4,147928,3.39596,0.005306188
14706,181548,11,181548,4.167768,0.006512138
14707,53792,3,53792,1.234894,0.001929522
14708,47068,14,47068,1.080533,0.001688333
14709,6724,6,6724,0.1543618,0.0002411903
14710,100860,11,100860,2.315427,0.003617855
14711,26896,4,26896,0.6174472,0.0009647612
14712,154652,6,154652,3.550321,0.005547376
14713,6724,4,6724,0.1543618,0.0002411903
14714,6724,6,6724,0.1543618,0.0002411903
14715,13448,5,13448,0.3087236,0.0004823806
14716,33620,5,33620,0.771809,0.001205952
14717,73964,4,73964,1.69798,0.002653094
14718,6724,10,6724,0.1543618,0.0002411903
14719,605160,4,605160,13.89256,0.02170713
14720,87412,5,87412,2.006703,0.003135473
14721,47068,3,47068,1.080533,0.001688333
14722,544644,14,544644,12.50331,0.01953642
14723,26896,5,26896,0.6174472,0.0009647612
14724,13448,4,13448,0.3087236,0.0004823806
14725,396716,8,396716,9.107347,0.01423023
14726,13448,14,13448,0.3087236,0.0004823806
14727,13448,3,13448,0.3087236,0.0004823806
14728,53792,6,53792,1.234894,0.001929522
14729,40344,6,40344,0.9261708,0.001447142
14730,67240,5,67240,1.543618,0.002411903
14731,6724,6,6724,0.1543618,0.0002411903
14732,6724,4,6724,0.1543618,0.0002411903
14733,134480,6,134480,3.087236,0.004823806
14734,40344,6,40344,0.9261708,0.001447142
14735,531196,7,531196,12.19458,0.01905403
14736,53792,5,53792,1.234894,0.001929522
14737,80688,2,80688,1.852342,0.002894284
14738,6724,5,6724,0.1543618,0.0002411903
14739,316028,6,316028,7.255004,0.01133594
14740,67240,6,67240,1.543618,0.002411903
14741,6724,6,6724,0.1543618,0.0002411903
14742,47068,6,47068,1.080533,0.001688333
14743,53792,5,53792,1.234894,0.001929522
14744,154652,5,154652,3.550321,0.005547376
14745,141204,6,141204,3.241598,0.005064997
14746,524472,6,524472,12.04022,0.01881284
14747,100860,4,100860,2.315427,0.003617855
14748,73964,6,73964,1.69798,0.002653094
14749,26896,6,26896,0.6174472,0.0009647612
14750,114308,8,114308,2.624151,0.004100236
14751,87412,6,87412,2.006703,0.003135473
14752,403440,6,403440,9.261708,0.01447142
14753,389992,6,389992,8.952985,0.01398904
14754,6724,4,6724,0.1543618,0.0002411903
14755,6724,6,6724,0.1543618,0.0002411903
14756,20172,5,20172,0.4630854,0.0007235709
14757,121032,4,121032,2.778512,0.004341425
14758,168100,6,168100,3.859045,0.006029758
14759,6724,6,6724,0.1543618,0.0002411903
14760,383268,4,383268,8.798622,0.01374785
14761,6724,8,6724,0.1543618,0.0002411903
14762,73964,5,73964,1.69798,0.002653094
14763,33620,6,33620,0.771809,0.001205952
14764,100860,6,100860,2.315427,0.003617855
14765,6724,4,6724,0.1543618,0.0002411903
14766,147928,8,147928,3.39596,0.005306188
14767,26896,11,26896,0.6174472,0.0009647612
14768,6724,6,6724,0.1543618,0.0002411903
14769,6724,3,6724,0.1543618,0.0002411903
14770,47068,14,47068,1.080533,0.001688333
14771,33620,14,33620,0.771809,0.001205952
14772,127756,6,127756,2.932874,0.004582616
14773,6724,4,6724,0.1543618,0.0002411903
14774,134480,4,134480,3.087236,0.004823806
14775,13448,11,13448,0.3087236,0.0004823806
14776,1896168,5,1896168,43.53003,0.06801567
14777,20172,3,20172,0.4630854,0.0007235709
14778,154652,2,154652,3.550321,0.005547376
14779,6724,3,6724,0.1543618,0.0002411903
14780,53792,6,53792,1.234894,0.001929522
14781,228616,7,228616,5.248301,0.00820047
14782,80688,3,80688,1.852342,0.002894284
14783,6724,6,6724,0.1543618,0.0002411903
14784,73964,6,73964,1.69798,0.002653094
14785,47068,6,47068,1.080533,0.001688333
14786,6724,6,6724,0.1543618,0.0002411903
14787,40344,11,40344,0.9261708,0.001447142
14788,1196872,3,1196872,27.4764,0.04293187
14789,94136,11,94136,2.161065,0.003376664
14790,20172,6,20172,0.4630854,0.0007235709
14791,6724,6,6724,0.1543618,0.0002411903
14792,6724,14,6724,0.1543618,0.0002411903
14793,13448,4,13448,0.3087236,0.0004823806
14794,13448,4,13448,0.3087236,0.0004823806
14795,40344,8,40344,0.9261708,0.001447142
14796,221892,5,221892,5.093939,0.007959279
14797,13448,6,13448,0.3087236,0.0004823806
14798,20172,4,20172,0.4630854,0.0007235709
14799,6724,3,6724,0.1543618,0.0002411903
14800,40344,5,40344,0.9261708,0.001447142
14801,6724,14,6724,0.1543618,0.0002411903
14802,13448,10,13448,0.3087236,0.0004823806
14803,26896,6,26896,0.6174472,0.0009647612
14804,20172,3,20172,0.4630854,0.0007235709
14805,2151680,4,2151680,49.39577,0.07718089
14806,40344,2,40344,0.9261708,0.001447142
14807,147928,8,147928,3.39596,0.005306188
14808,1949960,7,1949960,44.76492,0.06994519
14809,47068,5,47068,1.080533,0.001688333
14810,6724,6,6724,0.1543618,0.0002411903
14811,33620,6,33620,0.771809,0.001205952
14812,94136,8,94136,2.161065,0.003376664
14813,3247690,5,3247690,74.5567,0.116495
14814,100860,5,100860,2.315427,0.003617855
14815,6724,6,6724,0.1543618,0.0002411903
14816,154652,8,154652,3.550321,0.005547376
14817,40344,2,40344,0.9261708,0.001447142
14818,53792,14,53792,1.234894,0.001929522
14819,141204,5,141204,3.241598,0.005064997
14820,511024,3,511024,11.7315,0.01833047
14821,73964,5,73964,1.69798,0.002653094
14822,6724,4,6724,0.1543618,0.0002411903
14823,6724,6,6724,0.1543618,0.0002411903
14824,141204,5,141204,3.241598,0.005064997
14825,6724,14,6724,0.1543618,0.0002411903
14826,20172,8,20172,0.4630854,0.0007235709
14827,13448,4,13448,0.3087236,0.0004823806
14828,168100,5,168100,3.859045,0.006029758
14829,33620,3,33620,0.771809,0.001205952
14830,6724,6,6724,0.1543618,0.0002411903
14831,40344,2,40344,0.9261708,0.001447142
14832,60516,4,60516,1.389256,0.002170712
14833,1701172,3,1701172,39.05354,0.06102116
14834,679124,6,679124,15.59054,0.02436022
14835,6724,14,6724,0.1543618,0.0002411903
14836,4995932,6,4995932,114.6908,0.1792044
14837,114308,4,114308,2.624151,0.004100236
14838,107584,6,107584,2.469789,0.003859045
14839,107584,14,107584,2.469789,0.003859045
14840,289132,7,289132,6.637558,0.01037118
14841,13448,6,13448,0.3087236,0.0004823806
14842,1364972,9,1364972,31.33545,0.04896164
14843,6724,6,6724,0.1543618,0.0002411903
14844,26896,6,26896,0.6174472,0.0009647612
14845,67240,3,67240,1.543618,0.002411903
14846,127756,4,127756,2.932874,0.004582616
14847,40344,6,40344,0.9261708,0.001447142
14848,20172,3,20172,0.4630854,0.0007235709
14849,194996,10,194996,4.476492,0.006994519
14850,26896,6,26896,0.6174472,0.0009647612
14851,6724,6,6724,0.1543618,0.0002411903
14852,6724,2,6724,0.1543618,0.0002411903
14853,47068,4,47068,1.080533,0.001688333
14854,558092,3,558092,12.81203,0.0200188
14855,33620,4,33620,0.771809,0.001205952
14856,26896,7,26896,0.6174472,0.0009647612
14857,40344,6,40344,0.9261708,0.001447142
14858,60516,14,60516,1.389256,0.002170712
14859,107584,4,107584,2.469789,0.003859045
14860,47068,8,47068,1.080533,0.001688333
14861,13448,3,13448,0.3087236,0.0004823806
14862,6724,6,6724,0.1543618,0.0002411903
14863,94136,4,94136,2.161065,0.003376664
14864,6656760,6,6656760,152.8182,0.2387784
