FID,AREA,GRID_CODE,SQFT,ACRES,SQMI
18339,13448,4,13448,0.3087236,0.0004823806
18340,60516,5,60516,1.389256,0.002170712
18341,6724,6,6724,0.1543618,0.0002411903
18342,73964,3,73964,1.69798,0.002653094
18343,6724,6,6724,0.1543618,0.0002411903
18344,100860,10,100860,2.315427,0.003617855
18345,6724,11,6724,0.1543618,0.0002411903
18346,60516,3,60516,1.389256,0.002170712
18347,13448,4,13448,0.3087236,0.0004823806
18348,679124,6,679124,15.59054,0.02436022
18349,33620,6,33620,0.771809,0.001205952
18350,73964,6,73964,1.69798,0.002653094
18351,6724,6,6724,0.1543618,0.0002411903
18352,87412,6,87412,2.006703,0.003135473
18353,1586864,6,1586864,36.42939,0.05692092
18354,6724,3,6724,0.1543618,0.0002411903
18355,6724,10,6724,0.1543618,0.0002411903
18356,235340,3,235340,5.402663,0.008441661
18357,147928,4,147928,3.39596,0.005306188
18358,6724,6,6724,0.1543618,0.0002411903
18359,67240,3,67240,1.543618,0.002411903
18360,147928,6,147928,3.39596,0.005306188
18361,6724,14,6724,0.1543618,0.0002411903
18362,3778888,8,3778888,86.75134,0.135549
18363,1687724,2,1687724,38.74481,0.06053877
18364,13448,4,13448,0.3087236,0.0004823806
18365,73964,4,73964,1.69798,0.002653094
18366,6724,11,6724,0.1543618,0.0002411903
18367,47068,6,47068,1.080533,0.001688333
18368,174824,13,174824,4.013407,0.006270948
18369,20172,5,20172,0.4630854,0.0007235709
18370,1015324,8,1015324,23.30863,0.03641973
18371,6724,6,6724,0.1543618,0.0002411903
18372,6724,5,6724,0.1543618,0.0002411903
18373,26896,4,26896,0.6174472,0.0009647612
18374,73964,5,73964,1.69798,0.002653094
18375,6724,6,6724,0.1543618,0.0002411903
18376,100860,3,100860,2.315427,0.003617855
18377,26896,6,26896,0.6174472,0.0009647612
18378,87412,11,87412,2.006703,0.003135473
18379,47068,4,47068,1.080533,0.001688333
18380,6724,4,6724,0.1543618,0.0002411903
18381,13448,5,13448,0.3087236,0.0004823806
18382,6724,4,6724,0.1543618,0.0002411903
18383,20172,13,20172,0.4630854,0.0007235709
18384,147928,4,147928,3.39596,0.005306188
18385,6724,3,6724,0.1543618,0.0002411903
18386,6724,6,6724,0.1543618,0.0002411903
18387,26896,14,26896,0.6174472,0.0009647612
18388,181548,2,181548,4.167768,0.006512138
18389,6724,6,6724,0.1543618,0.0002411903
18390,13448,4,13448,0.3087236,0.0004823806
18391,6724,6,6724,0.1543618,0.0002411903
18392,33620,4,33620,0.771809,0.001205952
18393,645504,6,645504,14.81873,0.02315427
18394,26896,3,26896,0.6174472,0.0009647612
18395,20172,2,20172,0.4630854,0.0007235709
18396,6724,4,6724,0.1543618,0.0002411903
18397,6724,6,6724,0.1543618,0.0002411903
18398,6724,6,6724,0.1543618,0.0002411903
18399,47068,14,47068,1.080533,0.001688333
18400,6724,6,6724,0.1543618,0.0002411903
18401,423612,6,423612,9.724793,0.01519499
18402,73964,6,73964,1.69798,0.002653094
18403,6724,6,6724,0.1543618,0.0002411903
18404,40344,6,40344,0.9261708,0.001447142
18405,410164,4,410164,9.41607,0.01471261
18406,154652,2,154652,3.550321,0.005547376
18407,26896,3,26896,0.6174472,0.0009647612
18408,67240,3,67240,1.543618,0.002411903
18409,242064,3,242064,5.557025,0.008682852
18410,26896,6,26896,0.6174472,0.0009647612
18411,201720,7,201720,4.630854,0.00723571
18412,6724,2,6724,0.1543618,0.0002411903
18413,6724,3,6724,0.1543618,0.0002411903
18414,121032,6,121032,2.778512,0.004341425
18415,107584,6,107584,2.469789,0.003859045
18416,40344,7,40344,0.9261708,0.001447142
18417,840500,8,840500,19.29523,0.0301488
18418,6724,4,6724,0.1543618,0.0002411903
18419,6724,4,6724,0.1543618,0.0002411903
18420,248788,6,248788,5.711387,0.008924042
18421,67240,11,67240,1.543618,0.002411903
18422,194996,5,194996,4.476492,0.006994519
18423,6724,6,6724,0.1543618,0.0002411903
18424,87412,14,87412,2.006703,0.003135473
18425,121032,8,121032,2.778512,0.004341425
18426,6724,14,6724,0.1543618,0.0002411903
18427,26896,4,26896,0.6174472,0.0009647612
18428,235340,6,235340,5.402663,0.008441661
18429,6724,10,6724,0.1543618,0.0002411903
18430,73964,10,73964,1.69798,0.002653094
18431,154652,4,154652,3.550321,0.005547376
18432,40344,6,40344,0.9261708,0.001447142
18433,584988,5,584988,13.42948,0.02098356
18434,26896,11,26896,0.6174472,0.0009647612
18435,80688,4,80688,1.852342,0.002894284
18436,6724,6,6724,0.1543618,0.0002411903
18437,6724,6,6724,0.1543618,0.0002411903
18438,127756,7,127756,2.932874,0.004582616
18439,33620,4,33620,0.771809,0.001205952
18440,6724,3,6724,0.1543618,0.0002411903
18441,13448,14,13448,0.3087236,0.0004823806
18442,80688,4,80688,1.852342,0.002894284
18443,13448,2,13448,0.3087236,0.0004823806
18444,369820,7,369820,8.489899,0.01326547
18445,87412,4,87412,2.006703,0.003135473
18446,33620,14,33620,0.771809,0.001205952
18447,33620,10,33620,0.771809,0.001205952
18448,67240,6,67240,1.543618,0.002411903
18449,228616,4,228616,5.248301,0.00820047
18450,188272,7,188272,4.32213,0.006753328
18451,6724,4,6724,0.1543618,0.0002411903
18452,396716,7,396716,9.107347,0.01423023
18453,389992,6,389992,8.952985,0.01398904
18454,67240,14,67240,1.543618,0.002411903
18455,13448,6,13448,0.3087236,0.0004823806
18456,53792,11,53792,1.234894,0.001929522
18457,100860,11,100860,2.315427,0.003617855
18458,33620,6,33620,0.771809,0.001205952
18459,6724,4,6724,0.1543618,0.0002411903
18460,40344,4,40344,0.9261708,0.001447142
18461,33620,2,33620,0.771809,0.001205952
18462,60516,4,60516,1.389256,0.002170712
18463,80688,6,80688,1.852342,0.002894284
18464,134480,4,134480,3.087236,0.004823806
18465,121032,3,121032,2.778512,0.004341425
18466,255512,7,255512,5.865748,0.009165231
18467,6724,6,6724,0.1543618,0.0002411903
18468,463956,7,463956,10.65096,0.01664213
18469,6724,6,6724,0.1543618,0.0002411903
18470,6724,7,6724,0.1543618,0.0002411903
18471,13448,3,13448,0.3087236,0.0004823806
18472,13448,6,13448,0.3087236,0.0004823806
18473,13448,6,13448,0.3087236,0.0004823806
18474,194996,5,194996,4.476492,0.006994519
18475,60516,7,60516,1.389256,0.002170712
18476,80688,6,80688,1.852342,0.002894284
18477,33620,14,33620,0.771809,0.001205952
18478,80688,14,80688,1.852342,0.002894284
18479,13448,6,13448,0.3087236,0.0004823806
18480,6724,3,6724,0.1543618,0.0002411903
18481,67240,5,67240,1.543618,0.002411903
18482,6724,14,6724,0.1543618,0.0002411903
18483,215168,5,215168,4.939578,0.00771809
18484,6724,4,6724,0.1543618,0.0002411903
18485,6724,14,6724,0.1543618,0.0002411903
18486,20172,4,20172,0.4630854,0.0007235709
18487,443784,8,443784,10.18788,0.01591856
18488,584988,6,584988,13.42948,0.02098356
18489,13448,14,13448,0.3087236,0.0004823806
18490,389992,4,389992,8.952985,0.01398904
18491,40344,14,40344,0.9261708,0.001447142
18492,430336,6,430336,9.879155,0.01543618
18493,13448,4,13448,0.3087236,0.0004823806
18494,40344,5,40344,0.9261708,0.001447142
18495,6724,2,6724,0.1543618,0.0002411903
18496,13448,6,13448,0.3087236,0.0004823806
18497,6724,6,6724,0.1543618,0.0002411903
18498,26896,6,26896,0.6174472,0.0009647612
18499,33620,6,33620,0.771809,0.001205952
18500,389992,4,389992,8.952985,0.01398904
18501,73964,14,73964,1.69798,0.002653094
18502,1169976,3,1169976,26.85895,0.04196711
18503,228616,6,228616,5.248301,0.00820047
18504,6724,6,6724,0.1543618,0.0002411903
18505,60516,11,60516,1.389256,0.002170712
18506,13448,6,13448,0.3087236,0.0004823806
18507,26896,5,26896,0.6174472,0.0009647612
18508,6724,3,6724,0.1543618,0.0002411903
18509,33620,4,33620,0.771809,0.001205952
18510,20172,11,20172,0.4630854,0.0007235709
18511,60516,4,60516,1.389256,0.002170712
18512,6724,3,6724,0.1543618,0.0002411903
18513,719468,6,719468,16.51671,0.02580736
18514,6724,6,6724,0.1543618,0.0002411903
18515,94136,14,94136,2.161065,0.003376664
18516,6724,6,6724,0.1543618,0.0002411903
18517,6724,5,6724,0.1543618,0.0002411903
18518,356372,3,356372,8.181175,0.01278309
18519,67240,8,67240,1.543618,0.002411903
18520,141204,6,141204,3.241598,0.005064997
18521,6724,3,6724,0.1543618,0.0002411903
18522,20172,3,20172,0.4630854,0.0007235709
18523,26896,3,26896,0.6174472,0.0009647612
18524,40344,6,40344,0.9261708,0.001447142
18525,6724,3,6724,0.1543618,0.0002411903
18526,13448,6,13448,0.3087236,0.0004823806
18527,289132,7,289132,6.637558,0.01037118
18528,26896,10,26896,0.6174472,0.0009647612
18529,6724,3,6724,0.1543618,0.0002411903
18530,6724,14,6724,0.1543618,0.0002411903
18531,33620,6,33620,0.771809,0.001205952
18532,40344,6,40344,0.9261708,0.001447142
18533,934636,4,934636,21.45629,0.03352545
18534,685848,3,685848,15.7449,0.02460141
18535,6724,6,6724,0.1543618,0.0002411903
18536,40344,3,40344,0.9261708,0.001447142
18537,20172,6,20172,0.4630854,0.0007235709
18538,141204,6,141204,3.241598,0.005064997
18539,6724,5,6724,0.1543618,0.0002411903
18540,40344,6,40344,0.9261708,0.001447142
18541,53792,14,53792,1.234894,0.001929522
18542,47068,3,47068,1.080533,0.001688333
18543,67240,14,67240,1.543618,0.002411903
18544,6724,4,6724,0.1543618,0.0002411903
18545,80688,3,80688,1.852342,0.002894284
18546,13448,6,13448,0.3087236,0.0004823806
18547,6724,6,6724,0.1543618,0.0002411903
18548,6724,6,6724,0.1543618,0.0002411903
18549,13448,5,13448,0.3087236,0.0004823806
18550,6724,14,6724,0.1543618,0.0002411903
18551,6724,5,6724,0.1543618,0.0002411903
18552,26896,3,26896,0.6174472,0.0009647612
18553,53792,4,53792,1.234894,0.001929522
18554,6724,6,6724,0.1543618,0.0002411903
18555,134480,4,134480,3.087236,0.004823806
18556,13448,5,13448,0.3087236,0.0004823806
18557,60516,11,60516,1.389256,0.002170712
18558,6724,5,6724,0.1543618,0.0002411903
18559,13448,6,13448,0.3087236,0.0004823806
18560,13448,5,13448,0.3087236,0.0004823806
18561,6724,7,6724,0.1543618,0.0002411903
18562,6724,10,6724,0.1543618,0.0002411903
18563,114308,14,114308,2.624151,0.004100236
18564,87412,2,87412,2.006703,0.003135473
18565,134480,4,134480,3.087236,0.004823806
18566,1855824,3,1855824,42.60386,0.06656853
18567,33620,6,33620,0.771809,0.001205952
18568,47068,14,47068,1.080533,0.001688333
18569,6724,3,6724,0.1543618,0.0002411903
18570,26896,11,26896,0.6174472,0.0009647612
18571,161376,7,161376,3.704683,0.005788567
18572,80688,6,80688,1.852342,0.002894284
18573,20172,5,20172,0.4630854,0.0007235709
18574,6724,4,6724,0.1543618,0.0002411903
18575,114308,5,114308,2.624151,0.004100236
18576,26896,5,26896,0.6174472,0.0009647612
18577,3072868,6,3072868,70.54334,0.110224
18578,73964,5,73964,1.69798,0.002653094
18579,33620,10,33620,0.771809,0.001205952
18580,26896,3,26896,0.6174472,0.0009647612
18581,13448,3,13448,0.3087236,0.0004823806
18582,67240,6,67240,1.543618,0.002411903
18583,490852,4,490852,11.26841,0.01760689
18584,33620,5,33620,0.771809,0.001205952
18585,40344,4,40344,0.9261708,0.001447142
18586,6724,6,6724,0.1543618,0.0002411903
18587,6724,5,6724,0.1543618,0.0002411903
18588,40344,14,40344,0.9261708,0.001447142
18589,6724,4,6724,0.1543618,0.0002411903
18590,6724,3,6724,0.1543618,0.0002411903
18591,20172,14,20172,0.4630854,0.0007235709
18592,53792,3,53792,1.234894,0.001929522
18593,33620,3,33620,0.771809,0.001205952
18594,484128,4,484128,11.11405,0.0173657
18595,26896,4,26896,0.6174472,0.0009647612
18596,26896,6,26896,0.6174472,0.0009647612
18597,87412,6,87412,2.006703,0.003135473
18598,6724,6,6724,0.1543618,0.0002411903
18599,6724,6,6724,0.1543618,0.0002411903
18600,47068,4,47068,1.080533,0.001688333
18601,67240,2,67240,1.543618,0.002411903
18602,6724,6,6724,0.1543618,0.0002411903
18603,174824,4,174824,4.013407,0.006270948
18604,13817800,6,13817800,317.214,0.495646
18605,6724,6,6724,0.1543618,0.0002411903
18606,6724,11,6724,0.1543618,0.0002411903
18607,60516,4,60516,1.389256,0.002170712
18608,13448,5,13448,0.3087236,0.0004823806
18609,154652,2,154652,3.550321,0.005547376
18610,94136,5,94136,2.161065,0.003376664
18611,13448,6,13448,0.3087236,0.0004823806
18612,6724,4,6724,0.1543618,0.0002411903
18613,67240,6,67240,1.543618,0.002411903
18614,1687724,3,1687724,38.74481,0.06053877
18615,53792,14,53792,1.234894,0.001929522
18616,161376,5,161376,3.704683,0.005788567
18617,6724,2,6724,0.1543618,0.0002411903
18618,6724,4,6724,0.1543618,0.0002411903
18619,652228,7,652228,14.97309,0.02339545
18620,16426700,6,16426700,377.106,0.589228
18621,80688,6,80688,1.852342,0.002894284
18622,5964188,5,5964188,136.9189,0.2139358
18623,67240,7,67240,1.543618,0.002411903
18624,100860,8,100860,2.315427,0.003617855
18625,107584,14,107584,2.469789,0.003859045
18626,26896,6,26896,0.6174472,0.0009647612
18627,40344,4,40344,0.9261708,0.001447142
18628,13448,10,13448,0.3087236,0.0004823806
18629,100860,4,100860,2.315427,0.003617855
18630,40344,4,40344,0.9261708,0.001447142
18631,6724,5,6724,0.1543618,0.0002411903
18632,437060,8,437060,10.03352,0.01567738
18633,598436,8,598436,13.7382,0.02146594
18634,221892,2,221892,5.093939,0.007959279
18635,87412,4,87412,2.006703,0.003135473
18636,60516,4,60516,1.389256,0.002170712
18637,174824,6,174824,4.013407,0.006270948
18638,665676,4,665676,15.28182,0.02387784
18639,13448,5,13448,0.3087236,0.0004823806
18640,114308,6,114308,2.624151,0.004100236
18641,67240,4,67240,1.543618,0.002411903
18642,60516,5,60516,1.389256,0.002170712
18643,6724,6,6724,0.1543618,0.0002411903
18644,33620,3,33620,0.771809,0.001205952
18645,282408,8,282408,6.483196,0.01012999
18646,625332,8,625332,14.35565,0.0224307
18647,161376,3,161376,3.704683,0.005788567
18648,531196,6,531196,12.19458,0.01905403
18649,6724,6,6724,0.1543618,0.0002411903
18650,53792,4,53792,1.234894,0.001929522
18651,33620,3,33620,0.771809,0.001205952
18652,154652,14,154652,3.550321,0.005547376
18653,147928,7,147928,3.39596,0.005306188
18654,13448,14,13448,0.3087236,0.0004823806
18655,13448,3,13448,0.3087236,0.0004823806
18656,6724,4,6724,0.1543618,0.0002411903
18657,26896,14,26896,0.6174472,0.0009647612
18658,53792,2,53792,1.234894,0.001929522
18659,26896,3,26896,0.6174472,0.0009647612
18660,887568,2,887568,20.37576,0.03183712
18661,13448,3,13448,0.3087236,0.0004823806
18662,6724,4,6724,0.1543618,0.0002411903
18663,114308,11,114308,2.624151,0.004100236
18664,6724,4,6724,0.1543618,0.0002411903
18665,73964,2,73964,1.69798,0.002653094
18666,60516,2,60516,1.389256,0.002170712
18667,33620,5,33620,0.771809,0.001205952
18668,161376,4,161376,3.704683,0.005788567
18669,100860,11,100860,2.315427,0.003617855
18670,13448,3,13448,0.3087236,0.0004823806
18671,6724,6,6724,0.1543618,0.0002411903
18672,20172,4,20172,0.4630854,0.0007235709
18673,87412,2,87412,2.006703,0.003135473
18674,20172,4,20172,0.4630854,0.0007235709
18675,6724,6,6724,0.1543618,0.0002411903
18676,2676152,11,2676152,61.436,0.09599375
18677,94136,14,94136,2.161065,0.003376664
18678,6724,4,6724,0.1543618,0.0002411903
18679,201720,3,201720,4.630854,0.00723571
18680,1432210,6,1432210,32.8791,0.0513735
18681,33620,11,33620,0.771809,0.001205952
18682,201720,5,201720,4.630854,0.00723571
18683,20172,6,20172,0.4630854,0.0007235709
18684,134480,5,134480,3.087236,0.004823806
18685,6724,4,6724,0.1543618,0.0002411903
18686,484128,11,484128,11.11405,0.0173657
18687,26896,4,26896,0.6174472,0.0009647612
18688,2803908,6,2803908,64.36887,0.1005764
18689,67240,6,67240,1.543618,0.002411903
18690,188272,4,188272,4.32213,0.006753328
18691,67240,6,67240,1.543618,0.002411903
18692,26896,6,26896,0.6174472,0.0009647612
18693,94136,10,94136,2.161065,0.003376664
18694,47068,6,47068,1.080533,0.001688333
18695,40344,4,40344,0.9261708,0.001447142
18696,6724,6,6724,0.1543618,0.0002411903
18697,248788,7,248788,5.711387,0.008924042
18698,114308,7,114308,2.624151,0.004100236
18699,100860,10,100860,2.315427,0.003617855
18700,188272,1,188272,4.32213,0.006753328
18701,2380296,3,2380296,54.64408,0.08538137
18702,6724,6,6724,0.1543618,0.0002411903
18703,13448,4,13448,0.3087236,0.0004823806
18704,9144640,7,9144640,209.9321,0.3280189
18705,6724,6,6724,0.1543618,0.0002411903
18706,524472,7,524472,12.04022,0.01881284
18707,6724,11,6724,0.1543618,0.0002411903
18708,302580,4,302580,6.946281,0.01085356
18709,1109460,3,1109460,25.4697,0.0397964
18710,127756,3,127756,2.932874,0.004582616
18711,174824,14,174824,4.013407,0.006270948
18712,20172,3,20172,0.4630854,0.0007235709
18713,60516,3,60516,1.389256,0.002170712
18714,2198748,6,2198748,50.47631,0.07886923
18715,6724,6,6724,0.1543618,0.0002411903
18716,107584,7,107584,2.469789,0.003859045
18717,33620,3,33620,0.771809,0.001205952
18718,94136,5,94136,2.161065,0.003376664
18719,80688,8,80688,1.852342,0.002894284
18720,20172,6,20172,0.4630854,0.0007235709
18721,6724,14,6724,0.1543618,0.0002411903
18722,6724,10,6724,0.1543618,0.0002411903
18723,114308,6,114308,2.624151,0.004100236
18724,26896,3,26896,0.6174472,0.0009647612
18725,6724,6,6724,0.1543618,0.0002411903
18726,6724,4,6724,0.1543618,0.0002411903
18727,6724,3,6724,0.1543618,0.0002411903
18728,40344,3,40344,0.9261708,0.001447142
18729,6724,6,6724,0.1543618,0.0002411903
18730,53792,6,53792,1.234894,0.001929522
18731,161376,7,161376,3.704683,0.005788567
18732,73964,4,73964,1.69798,0.002653094
18733,450508,5,450508,10.34224,0.01615975
18734,181548,7,181548,4.167768,0.006512138
18735,6724,6,6724,0.1543618,0.0002411903
18736,6724,2,6724,0.1543618,0.0002411903
18737,161376,6,161376,3.704683,0.005788567
18738,26896,4,26896,0.6174472,0.0009647612
18739,168100,3,168100,3.859045,0.006029758
18740,26896,7,26896,0.6174472,0.0009647612
18741,6724,4,6724,0.1543618,0.0002411903
18742,26896,3,26896,0.6174472,0.0009647612
18743,20172,5,20172,0.4630854,0.0007235709
18744,141204,6,141204,3.241598,0.005064997
18745,40344,3,40344,0.9261708,0.001447142
18746,6724,14,6724,0.1543618,0.0002411903
18747,100860,6,100860,2.315427,0.003617855
18748,20172,6,20172,0.4630854,0.0007235709
18749,13448,14,13448,0.3087236,0.0004823806
18750,121032,14,121032,2.778512,0.004341425
18751,6724,8,6724,0.1543618,0.0002411903
18752,13448,3,13448,0.3087236,0.0004823806
18753,20172,10,20172,0.4630854,0.0007235709
18754,1970132,5,1970132,45.22801,0.07066876
18755,6724,2,6724,0.1543618,0.0002411903
18756,33620,3,33620,0.771809,0.001205952
18757,134480,7,134480,3.087236,0.004823806
18758,6724,4,6724,0.1543618,0.0002411903
18759,53792,4,53792,1.234894,0.001929522
18760,20172,3,20172,0.4630854,0.0007235709
18761,33620,14,33620,0.771809,0.001205952
18762,60516,5,60516,1.389256,0.002170712
18763,13448,3,13448,0.3087236,0.0004823806
18764,221892,14,221892,5.093939,0.007959279
18765,33620,11,33620,0.771809,0.001205952
18766,80688,3,80688,1.852342,0.002894284
18767,26896,6,26896,0.6174472,0.0009647612
18768,121032,6,121032,2.778512,0.004341425
18769,33620,4,33620,0.771809,0.001205952
18770,221892,7,221892,5.093939,0.007959279
18771,121032,6,121032,2.778512,0.004341425
18772,87412,14,87412,2.006703,0.003135473
18773,6724,6,6724,0.1543618,0.0002411903
18774,94136,6,94136,2.161065,0.003376664
18775,147928,14,147928,3.39596,0.005306188
18776,127756,4,127756,2.932874,0.004582616
18777,67240,6,67240,1.543618,0.002411903
18778,26896,3,26896,0.6174472,0.0009647612
18779,47068,14,47068,1.080533,0.001688333
18780,6724,3,6724,0.1543618,0.0002411903
18781,67240,14,67240,1.543618,0.002411903
18782,295856,7,295856,6.791919,0.01061237
18783,100860,13,100860,2.315427,0.003617855
18784,13448,6,13448,0.3087236,0.0004823806
18785,33620,4,33620,0.771809,0.001205952
18786,20172,6,20172,0.4630854,0.0007235709
18787,114308,6,114308,2.624151,0.004100236
18788,87412,6,87412,2.006703,0.003135473
18789,6724,10,6724,0.1543618,0.0002411903
18790,13448,3,13448,0.3087236,0.0004823806
18791,47068,4,47068,1.080533,0.001688333
18792,13448,6,13448,0.3087236,0.0004823806
18793,194996,4,194996,4.476492,0.006994519
18794,6724,4,6724,0.1543618,0.0002411903
18795,33620,14,33620,0.771809,0.001205952
18796,127756,5,127756,2.932874,0.004582616
18797,60516,14,60516,1.389256,0.002170712
18798,174824,5,174824,4.013407,0.006270948
18799,87412,14,87412,2.006703,0.003135473
18800,13448,4,13448,0.3087236,0.0004823806
18801,60516,6,60516,1.389256,0.002170712
18802,147928,4,147928,3.39596,0.005306188
18803,67240,10,67240,1.543618,0.002411903
18804,6724,3,6724,0.1543618,0.0002411903
18805,127756,4,127756,2.932874,0.004582616
18806,94136,6,94136,2.161065,0.003376664
18807,114308,3,114308,2.624151,0.004100236
18808,6724,6,6724,0.1543618,0.0002411903
18809,13300070,12,13300070,305.3276,0.4770744
18810,154652,14,154652,3.550321,0.005547376
18811,26896,3,26896,0.6174472,0.0009647612
18812,6724,6,6724,0.1543618,0.0002411903
18813,94136,4,94136,2.161065,0.003376664
18814,1728068,11,1728068,39.67098,0.06198591
18815,13448,3,13448,0.3087236,0.0004823806
18816,6724,6,6724,0.1543618,0.0002411903
18817,6724,10,6724,0.1543618,0.0002411903
18818,33620,6,33620,0.771809,0.001205952
18819,457232,6,457232,10.4966,0.01640094
18820,107584,4,107584,2.469789,0.003859045
18821,6724,6,6724,0.1543618,0.0002411903
18822,6724,6,6724,0.1543618,0.0002411903
18823,6724,3,6724,0.1543618,0.0002411903
18824,20172,3,20172,0.4630854,0.0007235709
18825,289132,5,289132,6.637558,0.01037118
18826,20172,10,20172,0.4630854,0.0007235709
18827,221892,5,221892,5.093939,0.007959279
18828,228616,2,228616,5.248301,0.00820047
18829,6724,6,6724,0.1543618,0.0002411903
18830,47068,10,47068,1.080533,0.001688333
18831,13448,10,13448,0.3087236,0.0004823806
18832,26896,10,26896,0.6174472,0.0009647612
18833,457232,3,457232,10.4966,0.01640094
18834,6724,6,6724,0.1543618,0.0002411903
18835,40344,11,40344,0.9261708,0.001447142
18836,611884,5,611884,14.04692,0.02194831
18837,309304,6,309304,7.100643,0.01109475
18838,6724,6,6724,0.1543618,0.0002411903
18839,53792,6,53792,1.234894,0.001929522
18840,47068,2,47068,1.080533,0.001688333
18841,26896,6,26896,0.6174472,0.0009647612
18842,26896,6,26896,0.6174472,0.0009647612
18843,141204,1,141204,3.241598,0.005064997
18844,6724,6,6724,0.1543618,0.0002411903
18845,6724,3,6724,0.1543618,0.0002411903
18846,67240,4,67240,1.543618,0.002411903
18847,26896,5,26896,0.6174472,0.0009647612
18848,13448,6,13448,0.3087236,0.0004823806
18849,6724,4,6724,0.1543618,0.0002411903
18850,6724,4,6724,0.1543618,0.0002411903
18851,235340,3,235340,5.402663,0.008441661
18852,80688,2,80688,1.852342,0.002894284
18853,40344,7,40344,0.9261708,0.001447142
18854,33620,6,33620,0.771809,0.001205952
18855,29074580,3,29074580,667.4605,1.042907
18856,6724,14,6724,0.1543618,0.0002411903
18857,188272,3,188272,4.32213,0.006753328
18858,94136,7,94136,2.161065,0.003376664
18859,87412,14,87412,2.006703,0.003135473
18860,26896,6,26896,0.6174472,0.0009647612
18861,20172,4,20172,0.4630854,0.0007235709
18862,349648,6,349648,8.026814,0.0125419
18863,6724,7,6724,0.1543618,0.0002411903
18864,40344,6,40344,0.9261708,0.001447142
18865,26896,10,26896,0.6174472,0.0009647612
18866,53792,11,53792,1.234894,0.001929522
18867,26896,3,26896,0.6174472,0.0009647612
18868,20172,6,20172,0.4630854,0.0007235709
18869,255512,8,255512,5.865748,0.009165231
18870,242064,4,242064,5.557025,0.008682852
18871,13448,6,13448,0.3087236,0.0004823806
18872,20172,4,20172,0.4630854,0.0007235709
18873,40344,14,40344,0.9261708,0.001447142
18874,60516,3,60516,1.389256,0.002170712
18875,47068,4,47068,1.080533,0.001688333
18876,20172,6,20172,0.4630854,0.0007235709
18877,6724,3,6724,0.1543618,0.0002411903
18878,114308,4,114308,2.624151,0.004100236
18879,6724,11,6724,0.1543618,0.0002411903
18880,26896,4,26896,0.6174472,0.0009647612
18881,208444,7,208444,4.785216,0.0074769
18882,174824,3,174824,4.013407,0.006270948
18883,6724,14,6724,0.1543618,0.0002411903
18884,6724,4,6724,0.1543618,0.0002411903
18885,13448,14,13448,0.3087236,0.0004823806
18886,53792,4,53792,1.234894,0.001929522
18887,6724,3,6724,0.1543618,0.0002411903
18888,1828928,6,1828928,41.98641,0.06560376
18889,26896,14,26896,0.6174472,0.0009647612
18890,20172,6,20172,0.4630854,0.0007235709
18891,114308,14,114308,2.624151,0.004100236
18892,6724,5,6724,0.1543618,0.0002411903
18893,53792,5,53792,1.234894,0.001929522
18894,416888,4,416888,9.570432,0.0149538
18895,80688,6,80688,1.852342,0.002894284
18896,26896,4,26896,0.6174472,0.0009647612
18897,6724,5,6724,0.1543618,0.0002411903
18898,33620,13,33620,0.771809,0.001205952
18899,13448,6,13448,0.3087236,0.0004823806
18900,26896,5,26896,0.6174472,0.0009647612
18901,40344,6,40344,0.9261708,0.001447142
18902,26896,4,26896,0.6174472,0.0009647612
18903,26896,3,26896,0.6174472,0.0009647612
18904,6724,4,6724,0.1543618,0.0002411903
18905,20172,3,20172,0.4630854,0.0007235709
18906,107584,6,107584,2.469789,0.003859045
18907,53792,14,53792,1.234894,0.001929522
18908,26896,4,26896,0.6174472,0.0009647612
18909,134480,5,134480,3.087236,0.004823806
18910,87412,5,87412,2.006703,0.003135473
18911,26896,4,26896,0.6174472,0.0009647612
18912,833776,6,833776,19.14086,0.02990759
18913,40344,4,40344,0.9261708,0.001447142
18914,26896,4,26896,0.6174472,0.0009647612
18915,6724,3,6724,0.1543618,0.0002411903
18916,26896,6,26896,0.6174472,0.0009647612
18917,13448,4,13448,0.3087236,0.0004823806
18918,26896,6,26896,0.6174472,0.0009647612
18919,1438936,6,1438936,33.03342,0.05161472
18920,13448,4,13448,0.3087236,0.0004823806
18921,67240,4,67240,1.543618,0.002411903
18922,194996,3,194996,4.476492,0.006994519
18923,40344,4,40344,0.9261708,0.001447142
18924,47068,5,47068,1.080533,0.001688333
18925,282408,6,282408,6.483196,0.01012999
18926,33620,4,33620,0.771809,0.001205952
18927,20172,5,20172,0.4630854,0.0007235709
18928,100860,3,100860,2.315427,0.003617855
18929,40344,4,40344,0.9261708,0.001447142
18930,13448,4,13448,0.3087236,0.0004823806
18931,47068,14,47068,1.080533,0.001688333
18932,114308,5,114308,2.624151,0.004100236
18933,6724,4,6724,0.1543618,0.0002411903
18934,6724,6,6724,0.1543618,0.0002411903
18935,100860,6,100860,2.315427,0.003617855
18936,13448,3,13448,0.3087236,0.0004823806
18937,26896,11,26896,0.6174472,0.0009647612
18938,47068,4,47068,1.080533,0.001688333
18939,87412,3,87412,2.006703,0.003135473
18940,517748,5,517748,11.88586,0.01857166
18941,53792,10,53792,1.234894,0.001929522
18942,6724,6,6724,0.1543618,0.0002411903
18943,13448,10,13448,0.3087236,0.0004823806
18944,1277560,3,1277560,29.32874,0.04582616
18945,134480,6,134480,3.087236,0.004823806
