FID,FEATURECOD,UPDATE_YEA,SHAPE_len
3696,520,2004,350.906677777
3697,430,2004,560.665244116
3698,520,2004,731.567487046
3699,540,2004,44.7771366804
3700,520,2004,116.343666221
3701,540,2004,22.3081499536
3702,520,2004,947.118533432
3703,520,2004,53.4146271849
3704,520,2004,385.219252458
3705,540,2004,55.1739055537
3706,520,2004,1361.93983731
3707,520,2004,410.874357174
3708,520,2004,1011.19046182
3709,520,2004,380.505262845
3710,520,2004,152.175218012
3711,520,2004,444.813320836
3712,520,2004,428.100507899
3713,520,2004,96.7010985681
3714,520,2004,888.397849973
3715,520,2004,751.066390647
3716,520,2004,295.778213013
3717,540,2004,37.4002291343
3718,430,2004,1240.07990097
3719,520,2004,584.498060733
3720,520,2004,406.002154723
3721,540,2004,69.7508689353
3722,520,2004,453.342786881
3723,520,2004,1055.48415181
3724,540,2004,44.2236113359
3725,520,2004,78.2271750185
3726,520,2004,2064.68375214
3727,540,2004,53.266862736
3728,540,2004,115.107955898
3729,540,2004,35.0840234902
3730,540,2004,434.259154034
3731,540,2004,20.6284584019
3732,540,2004,188.408151063
3733,520,2004,1501.90207605
3734,430,2004,1126.80324598
3735,520,2004,1388.38924982
3736,520,2004,725.058654438
3737,540,2004,18.3621723926
3738,520,2004,277.970844375
3739,520,2004,386.896282344
3740,520,2004,94.5015864879
3741,520,2004,930.082681021
3742,520,2004,429.500422045
3743,520,2004,432.624627806
3744,520,2004,1433.20931473
3745,520,2004,189.385269184
3746,520,2004,2169.35565156
3747,520,2004,702.105683067
3748,520,2004,797.167367886
3749,520,2004,10.6449432197
3750,520,2004,299.357050878
3751,540,2004,52.2500540323
3752,540,2004,22.881844769
3753,520,2004,509.16598408
3754,520,2004,479.036687153
3755,520,2004,177.884236001
3756,520,2004,433.048138013
3757,520,2004,369.086601264
3758,540,2004,122.844133838
3759,520,2004,41.1021089265
3760,430,2004,584.921434084
3761,540,2004,168.252622015
3762,520,2004,180.454871071
3763,540,2004,81.9585045891
3764,520,2004,378.8293032
3765,520,2004,141.960957028
3766,540,2004,55.1638865772
3767,520,2004,288.224239431
3768,540,2004,17.1499154196
3769,540,2004,63.24158402
3770,520,2004,1666.72619139
3771,520,2004,594.607970043
3772,540,2004,67.6231310491
3773,540,2004,162.069686703
3774,520,2004,674.886519657
3775,520,2004,596.606040509
3776,520,2004,2727.22962288
3777,520,2004,56.2711246362
3778,540,2004,995.112788366
3779,520,2004,265.166686747
3780,540,2004,33.6340641324
3781,520,2004,1092.78469463
3782,540,2004,82.6090818858
3783,540,2004,120.317331281
3784,430,2004,731.073830271
3785,520,2004,254.398606662
3786,520,2004,760.848925535
3787,520,2004,928.337656326
3788,520,2004,457.588370828
3789,520,2004,111.481999901
3790,540,2004,310.007784105
3791,520,2004,865.470033883
3792,430,2004,1387.19394049
3793,540,2004,133.67565301
3794,520,2004,1106.93637506
3795,520,2004,240.751627087
3796,540,2004,48.5715612944
3797,520,2004,495.23792893
3798,520,2004,15.9904127203
3799,430,2004,967.492382156
3800,430,2004,624.448805011
3801,540,2004,44.9571456034
3802,510,2004,2341.13444103
3803,520,2004,119.640159275
3804,520,2004,1236.90751501
3805,520,2004,23.4735145189
3806,540,2004,105.114132968
3807,520,2004,279.361896163
3808,540,2004,71.8880896533
3809,540,2004,417.40183421
3810,540,2004,50.2666532808
3811,540,2004,13.0929197098
3812,520,2004,166.439580592
3813,520,2004,461.044621746
3814,520,2004,228.999817007
3815,540,2004,25.101450543
3816,520,2004,1520.16959383
3817,520,2004,757.447343349
3818,520,2004,203.091345707
3819,540,2004,77.3067900142
3820,520,2004,766.976297354
3821,520,2004,1100.75775045
3822,520,2004,964.958348279
3823,520,2004,556.237513652
3824,540,2004,30.7956671966
3825,520,2004,372.582865307
3826,520,2004,3965.96484429
3827,520,2004,2786.64470521
3828,520,2004,747.649477762
3829,520,2004,79.1239902138
3830,520,2004,154.48651656
3831,520,2004,172.61235246
3832,540,2004,68.3837735631
3833,520,2004,3080.519944
3834,520,2004,48.6313692691
3835,520,2004,36.4035345945
3836,520,2004,331.136061789
3837,540,2004,39.7400996568
3838,540,2004,118.763827757
3839,520,2004,2107.82262344
3840,520,2004,373.461236032
3841,540,2004,43.7234693352
3842,520,2004,235.629510052
3843,520,2004,1055.70347336
3844,520,2004,774.001064651
3845,520,2004,566.737952849
3846,520,2004,566.665547012
3847,540,2004,52.5555664283
3848,520,2004,737.191935346
3849,520,2004,217.824983565
3850,520,2004,3452.25467306
3851,520,2004,79.938480756
3852,520,2004,788.374869282
3853,520,2004,704.918740604
3854,520,2004,1737.68695623
3855,520,2004,554.995404314
3856,520,2004,708.817555768
3857,520,2004,169.808961517
3858,540,2004,70.0644364873
3859,540,2004,68.0130364467
3860,540,2004,25.6050472416
3861,520,2004,36.2697189819
3862,540,2004,51.0565419234
3863,520,2004,247.195742443
3864,520,2004,515.582129693
3865,520,2004,1236.35920924
3866,520,2004,478.6821838
3867,540,2004,18.6409944305
3868,520,2004,45.9991516733
3869,520,2004,272.82268712
3870,540,2004,210.69847591
3871,520,2004,79.1371342171
3872,540,2004,82.0464648631
3873,540,2004,44.9579362866
3874,540,2004,134.782392245
3875,520,2004,45.5278503022
3876,520,2004,225.624532695
3877,520,2004,370.970050965
3878,520,2004,1681.70169675
3879,540,2004,40.9225535821
3880,520,2004,2487.43251489
3881,540,2004,52.8181509388
3882,520,2004,194.750833409
3883,520,2004,303.803426637
3884,520,2004,1513.87596881
3885,520,2004,102.836479619
3886,540,2004,92.6646778407
3887,520,2004,1321.05126081
3888,520,2004,310.397014483
3889,520,2004,749.956954028
3890,520,2004,29.1793174146
3891,520,2004,852.830018982
3892,540,2004,61.9711643094
3893,520,2004,156.324772744
3894,520,2004,51.159981831
3895,520,2004,29.4587813204
3896,520,2004,358.904326666
3897,520,2004,721.654190089
3898,520,2004,234.800284572
3899,520,2004,248.092637876
3900,540,2004,58.2243886028
3901,520,2004,74.5742822821
3902,540,2004,57.3642063227
3903,520,2004,887.638616529
3904,520,2004,1220.30256707
3905,520,2004,1443.42376035
3906,520,2004,348.448638373
3907,520,2004,1117.07720139
3908,540,2004,104.344133082
3909,520,2004,246.543285577
3910,520,2004,198.410035927
3911,540,2004,41.5792537142
3912,520,2004,768.032971392
3913,520,2004,1251.21868416
3914,520,2004,183.819613747
3915,430,2004,737.620357317
3916,430,2004,233.298824394
3917,520,2004,722.491704209
3918,540,2004,85.8754556653
3919,520,2004,253.68059435
3920,520,2004,378.291645347
3921,520,2004,834.075749204
3922,520,2004,241.618099583
3923,520,2004,1651.45679163
3924,430,2004,185.280012817
3925,520,2004,921.306770197
3926,520,2004,85.4385903601
3927,520,2004,2028.42887838
3928,520,2004,100.631958323
3929,540,2004,299.795019166
3930,520,2004,97.7519530326
3931,520,2004,448.258457025
3932,520,2004,2336.55308537
3933,540,2004,208.690766204
3934,520,2004,1678.79685285
3935,520,2004,1137.20453224
3936,520,2004,99.7981905642
3937,540,2004,22.4774265723
3938,540,2004,19.1454089276
3939,520,2004,78.2321796308
3940,520,2004,419.65520704
3941,540,2004,95.915142383
3942,520,2004,1729.656631
3943,520,2004,725.303009658
3944,540,2004,56.4518505196
3945,520,2004,614.356464078
3946,520,2004,224.976059958
3947,540,2004,22.7313946735
3948,540,2004,29.6694133109
3949,520,2004,2126.08382426
3950,520,2004,294.38984915
3951,540,2004,57.1870990107
3952,540,2004,57.0698870842
3953,520,2004,274.14678364
3954,520,2004,401.130045971
3955,520,2004,219.591918884
3956,520,2004,226.089827576
3957,430,2004,262.030459047
3958,430,2004,281.362561673
3959,520,2004,247.36687986
3960,520,2004,256.44305105
3961,520,2004,1157.80860721
3962,520,2004,714.187306104
