FID,FEATURECOD,UPDATE_YEA,SHAPE_len
7914,520,2004,959.134442062
7915,540,2004,130.742802679
7916,540,2004,63.0884874125
7917,520,2004,2154.66160559
7918,520,2004,52.8774874368
7919,540,2004,226.86800361
7920,430,2004,469.394261002
7921,520,2004,1725.71785192
7922,520,2004,2600.04932179
7923,520,2004,2649.36502708
7924,520,2004,269.932978018
7925,520,2004,1042.20469686
7926,520,2004,11.5785950172
7927,520,2004,603.891370079
7928,520,2004,274.198986841
7929,540,2004,113.789116406
7930,540,2004,260.243464296
7931,520,2004,1431.3391617
7932,520,2004,135.305320011
7933,520,2004,615.203325111
7934,520,2004,1566.39405187
7935,540,2004,317.013627575
7936,520,2004,970.801435081
7937,520,2004,815.747880865
7938,430,2004,597.737854455
7939,540,2004,51.2751476291
7940,520,2004,202.700050362
7941,520,2004,1274.60537977
7942,520,2004,414.922901744
7943,520,2004,324.57530997
7944,540,2004,30.3277779076
7945,520,2004,244.99404736
7946,520,2004,1057.32032404
7947,520,2004,446.784217515
7948,520,2004,508.049991045
7949,520,2004,4278.96301882
7950,520,2004,670.97003172
7951,520,2004,76.4642407217
7952,520,2004,235.158459147
7953,520,2004,563.606329246
7954,520,2004,1142.14730742
7955,520,2004,191.578243041
7956,520,2004,123.645637342
7957,520,2004,1461.95474582
7958,540,2004,352.511695586
7959,520,2004,63.6117520521
7960,540,2004,85.6789920225
7961,520,2004,149.627873106
7962,540,2004,154.77437336
7963,520,2004,292.163861848
7964,540,2004,290.201823215
7965,520,2004,463.722511483
7966,540,2004,41.0269748646
7967,520,2004,697.263466789
7968,520,2004,220.875007614
7969,540,2004,76.8162272434
7970,520,2004,230.920829587
7971,520,2004,1094.1140051
7972,520,2004,201.418400709
7973,520,2004,35.7365103708
7974,520,2004,90.5126608831
7975,520,2004,376.915113401
7976,430,2004,70.5880120927
7977,430,2004,1114.55681744
7978,520,2004,461.583597045
7979,520,2004,78.7857102515
7980,540,2004,61.7915795978
7981,520,2004,553.659950913
7982,540,2004,29.5855660981
7983,520,2004,216.844193236
7984,430,2004,74.5545694957
7985,520,2004,84.1406684009
7986,520,2004,19.2903980897
7987,540,2004,21.9405344396
7988,520,2004,94.3839365448
7989,520,2004,605.733750019
7990,520,2004,266.218779093
7991,520,2004,1663.71096235
7992,520,2004,518.295717766
7993,520,2004,311.368205161
7994,520,2004,884.148427739
7995,520,2004,74.5584038169
7996,540,2004,67.4204381377
7997,540,2004,88.3500853135
7998,520,2004,183.671971829
7999,520,2004,413.811302529
8000,520,2004,1759.59239371
8001,520,2004,644.966142362
4001,520,2004,726.435772283
4002,520,2004,750.083245251
4003,520,2004,710.891757485
4004,540,2004,10.619245796
4005,520,2004,437.482076226
4006,520,2004,10.0079628227
4007,520,2004,332.738622061
4008,520,2004,7.72086722535
4009,540,2004,5.12481781907
4010,430,2004,386.239957819
4011,520,2004,487.636277779
4012,430,2004,1209.9087576
4013,520,2004,807.826642008
4014,520,2004,1195.78327261
4015,520,2004,342.997044001
4016,540,2004,229.99813242
4017,520,2004,450.022370366
4018,520,2004,8.9128795499
4019,510,2004,3671.49290471
4020,520,2004,56.2584212831
4021,520,2004,519.012321346
4022,520,2004,705.203143626
4023,520,2004,187.125838753
4024,520,2004,619.991037859
4025,540,2004,30.5062729891
4026,520,2004,325.441514014
4027,540,2004,146.655931233
4028,540,2004,32.7820572247
4029,540,2004,43.1207425329
4030,540,2004,138.533870149
4031,520,2004,781.676104128
4032,520,2004,282.10164594
4033,520,2004,535.503386866
4034,520,2004,1080.63988371
4035,520,2004,234.786674212
4036,520,2004,613.838782488
4037,520,2004,1391.10983498
4038,520,2004,234.219416311
4039,540,2004,16.4156121642
4040,520,2004,337.957265609
4041,540,2004,39.5729263188
4042,520,2004,271.137513124
4043,520,2004,273.667791673
4044,520,2004,226.420110705
4045,540,2004,199.583792655
4046,520,2004,1068.93163616
4047,540,2004,63.5975983478
4048,520,2004,162.532173357
4049,540,2004,60.4551253992
4050,520,2004,298.75880699
4051,520,2004,1310.09512616
4052,520,2004,74.6332917653
4053,520,2004,128.551332943
4054,510,2004,3466.55582011
4055,520,2004,502.277606967
4056,540,2004,33.309887767
4057,540,2004,239.532685317
4058,520,2004,451.008374424
4059,520,2004,501.185782334
4060,520,2004,382.808852494
4061,520,2004,313.802067132
4062,540,2004,20.5296464436
4063,520,2004,402.554138061
4064,520,2004,1548.88324915
4065,540,2004,1245.79431784
4066,540,2004,69.6482427989
4067,520,2004,476.367867656
4068,520,2004,2467.59099173
4069,540,2004,35.4173527342
4070,520,2004,109.84544131
4071,520,2004,683.112493238
4072,520,2004,142.84428766
4073,520,2004,1744.34170945
4074,520,2004,160.563086678
4075,520,2004,754.768340795
4076,520,2004,54.3796672903
4077,540,2004,4.5920919544
4078,520,2004,746.853674453
4079,540,2004,75.6361795171
4080,520,2004,271.037537602
4081,540,2004,26.0036868438
4082,540,2004,27.5383428156
4083,520,2004,2774.96888586
4084,520,2004,411.138734415
4085,520,2004,320.453524315
4086,520,2004,260.527237348
4087,520,2004,1160.61112036
4088,520,2004,1069.7494177
4089,540,2004,14.1436097168
4090,520,2004,1046.22839289
4091,520,2004,746.383609718
4092,520,2004,282.404573509
4093,520,2004,1318.52643591
4094,540,2004,41.4623683216
4095,510,2004,4857.19717577
4096,520,2004,1091.44527284
4097,520,2004,141.957915557
4098,520,2004,471.066394483
4099,520,2004,459.558855168
4100,520,2004,448.307563446
4101,520,2004,3155.80385186
4102,520,2004,654.709911978
4103,520,2004,504.646758369
4104,520,2004,808.930284902
4105,520,2004,453.470495104
4106,540,2004,171.356344241
4107,520,2004,613.368574521
4108,540,2004,6.90562216409
4109,520,2004,2341.99000785
4110,520,2004,540.89549637
4111,510,2004,13662.7898044
4112,520,2004,501.792984795
4113,520,2004,545.580602521
4114,520,2004,961.194576438
4115,540,2004,92.0485261828
4116,540,2004,58.798330015
4117,520,2004,1944.75033907
4118,540,2004,134.589622716
4119,520,2004,1183.95166096
4120,540,2004,170.71314455
4121,540,2004,49.866511142
4122,520,2004,101.767262838
4123,520,2004,625.420942021
4124,520,2004,2174.02000296
4125,520,2004,1876.80756585
4126,520,2004,266.595859701
4127,520,2004,420.472919552
4128,540,2004,51.7917456655
4129,520,2004,1331.5734732
4130,520,2004,639.053038838
4131,520,2004,51.4924918222
4132,540,2004,105.850774199
4133,540,2004,36.9680123955
4134,520,2004,2172.34025172
4135,520,2004,1038.25836857
4136,520,2004,184.722001436
4137,520,2004,1325.63380116
4138,520,2004,305.50040051
4139,510,2004,2431.30470117
4140,540,2004,35.6880677212
4141,510,2004,68.2644274807
4142,520,2004,270.203677346
4143,520,2004,369.892951142
4144,520,2004,2216.50535062
4145,520,2004,285.349666885
4146,520,2004,844.321425199
4147,520,2004,1729.21216339
4148,520,2004,3038.36210543
4149,520,2004,415.17872727
4150,540,2004,22.0766796188
4151,540,2004,146.417675244
4152,540,2004,149.137421172
4153,520,2004,248.089813018
4154,540,2004,50.9149807374
4155,520,2004,972.002216634
4156,520,2004,622.609445621
4157,520,2004,269.904643404
4158,520,2004,354.111171682
4159,520,2004,636.631663599
4160,540,2004,16.6997066191
4161,520,2004,4376.95418052
4162,540,2004,222.428041816
4163,520,2004,507.241406259
4164,540,2004,22.4460722532
4165,520,2004,1044.22381546
4166,520,2004,985.21139052
4167,520,2004,881.72347736
4168,540,2004,149.092924973
4169,520,2004,317.307901122
4170,540,2004,42.2402979621
4171,540,2004,54.0487870591
4172,520,2004,1002.52820662
4173,510,2004,221.541081125
4174,520,2004,566.606568564
4175,520,2004,1916.00783243
4176,520,2004,441.438111075
4177,540,2004,15.5265659524
4178,520,2004,895.995055178
4179,540,2004,41.9986581898
4180,520,2004,386.98603517
4181,540,2004,38.883761185
4182,520,2004,161.055908306
4183,520,2004,1844.17456794
4184,520,2004,2912.35579981
4185,540,2004,75.7453092152
4186,520,2004,725.651175333
4187,520,2004,1384.87648542
4188,520,2004,265.572014542
4189,520,2004,2030.21768128
4190,520,2004,437.353329701
4191,520,2004,1366.17970752
4192,520,2004,845.774333582
4193,540,2004,475.438987488
4194,520,2004,579.158776884
4195,520,2004,330.10749684
4196,520,2004,1354.22892628
4197,520,2004,328.695245206
4198,520,2004,214.764138148
4199,520,2004,866.75956307
4200,520,2004,275.122610519
4201,520,2004,1795.210082
4202,540,2004,547.615948453
4203,520,2004,798.289749472
4204,520,2004,455.166041945
4205,520,2004,576.183389905
4206,520,2004,747.654520806
4207,520,2004,1002.00792869
4208,540,2004,76.6490280431
4209,540,2004,257.072639316
4210,430,2004,423.97161662
4211,540,2004,10.0565425661
4212,540,2004,594.752495658
4213,520,2004,951.304131353
4214,510,2004,4088.42995273
4215,520,2004,524.861307795
4216,520,2004,853.137519748
4217,540,2004,197.636110173
4218,520,2004,1980.58456509
4219,540,2004,30.4466801042
4220,510,2004,50.6792707524
4221,520,2004,220.554993431
4222,520,2004,768.568566092
4223,520,2004,1170.22343695
4224,520,2004,71.6982745448
4225,520,2004,868.993694964
4226,520,2004,1907.13932678
4227,540,2004,13.380398422
4228,520,2004,357.425876064
4229,520,2004,483.338476378
4230,520,2004,70.2680866645
4231,520,2004,29.4180113157
4232,520,2004,243.866858309
4233,520,2004,338.971941577
4234,520,2004,71.8748235957
4235,520,2004,176.771835666
4236,540,2004,99.2299561957
4237,540,2004,10.805894666
4238,520,2004,1365.33387529
4239,510,2004,105.438539089
4240,540,2004,47.0948914778
4241,520,2004,65.2215805647
4242,520,2004,127.180890965
4243,520,2004,2434.25244907
4244,540,2004,41.3311784873
4245,520,2004,775.317620521
4246,540,2004,19.2473771064
4247,540,2004,68.006139563
4248,540,2004,40.1144721098
4249,520,2004,394.153972065
4250,520,2004,1293.31252479
4251,540,2004,123.403891035
4252,520,2004,54.6965019391
4253,520,2004,790.223889222
4254,520,2004,850.485794124
4255,520,2004,229.586837755
4256,520,2004,1177.77000141
4257,540,2004,160.078023577
4258,520,2004,55.4511289536
4259,520,2004,755.709270326
4260,520,2004,606.564595648
4261,520,2004,459.384435438
4262,510,2004,394.582098576
4263,540,2004,75.8538648284
4264,540,2004,13.7461525807
4265,520,2004,376.375987619
4266,520,2004,66.0070173873
4267,520,2004,292.994048564
4268,520,2004,1172.77475464
4269,540,2004,258.999832934
4270,540,2004,144.427421319
4271,520,2004,2256.82761385
4272,540,2004,232.725649625
4273,540,2004,445.485080293
4274,520,2004,1010.20951929
4275,430,2004,331.597179867
4276,520,2004,403.997089136
4277,520,2004,519.830601423
4278,520,2004,231.335280845
4279,520,2004,2433.95670941
4280,540,2004,49.7724290224
4281,540,2004,42.1094924968
4282,540,2004,39.8499991559
4283,520,2004,249.628301853
4284,520,2004,1199.65532607
4285,540,2004,160.021237843
4286,540,2004,19.5400919778
4287,520,2004,573.990896148
4288,520,2004,938.419160876
4289,520,2004,1553.78934161
4290,510,2004,116.734294594
4291,430,2004,246.934640802
4292,520,2004,587.916291252
4293,520,2004,290.969849727
4294,520,2004,1269.84628885
4295,510,2004,7043.44193894
4296,520,2004,461.468404479
4297,520,2004,11.8844986769
4298,520,2004,184.999894045
4299,520,2004,131.406000939
4300,520,2004,582.118403132
4301,540,2004,114.758616609
4302,540,2004,71.8874094486
4303,520,2004,2783.88942699
4304,540,2004,403.465714943
4305,510,2004,213.368592254
4306,520,2004,181.449505315
4307,520,2004,620.180946591
4308,540,2004,77.4987538083
4309,520,2004,137.688077151
4310,520,2004,341.764287144
4311,520,2004,1492.9224954
4312,540,2004,33.7582831103
4313,540,2004,81.74594107
4314,520,2004,182.711550062
4315,520,2004,559.59189055
4316,520,2004,2488.49700273
4317,540,2004,13.3204119835
4318,520,2004,612.133422213
4319,520,2004,12.4464019537
4320,520,2004,868.700554973
4321,540,2004,441.407955518
4322,520,2004,1322.26366636
4323,520,2004,1278.13858256
4324,520,2004,83.5318400651
4325,520,2004,1323.30877998
4326,540,2004,18.7115323454
4327,520,2004,528.580035166
4328,520,2004,105.747606467
4329,520,2004,332.364724332
4330,520,2004,1250.12126751
4331,540,2004,28.7955573003
4332,540,2004,22.7555190426
4333,520,2004,2694.90867056
4334,520,2004,2930.29228335
4335,430,2004,349.916676522
4336,520,2004,444.982297835
4337,540,2004,42.9225965866
4338,520,2004,66.0276970971
4339,540,2004,42.044504314
4340,520,2004,543.295720274
4341,520,2004,404.304680856
4342,540,2004,78.9855976961
4343,510,2004,5768.28208535
4344,540,2004,74.2618083938
4345,540,2004,53.7151930587
4346,520,2004,502.992550413
4347,520,2004,341.195776493
4348,520,2004,359.397860097
4349,540,2004,18.5365851237
4350,520,2004,1851.32746491
4351,540,2004,98.4977554366
4352,520,2004,314.320320953
4353,520,2004,339.163198144
4354,520,2004,467.364765276
4355,520,2004,1253.98681423
4356,520,2004,803.435933029
4357,520,2004,566.251164073
4358,430,2004,551.194942857
4359,520,2004,320.583828355
4360,520,2004,522.780901567
4361,430,2004,317.188575888
4362,520,2004,4.6092955851
4363,540,2004,55.7766200179
4364,520,2004,1081.63201613
4365,520,2004,2071.57788129
4366,510,2004,30.1184798722
4367,520,2004,115.225042426
4368,540,2004,511.004111983
4369,540,2004,43.9930437181
4370,520,2004,354.850054599
4371,520,2004,174.025346494
4372,520,2004,59.5719536547
4373,540,2004,118.147719983
4374,540,2004,73.8544527706
4375,540,2004,257.700523965
4376,540,2004,58.5494992569
4377,420,2004,1365.62863555
4378,520,2004,1905.69568483
4379,540,2004,58.1318509346
4380,520,2004,18.7096968322
4381,540,2004,105.220248063
4382,540,2004,119.880308726
4383,520,2004,1235.31006612
4384,540,2004,73.9162468871
4385,520,2004,41.1347657149
4386,520,2004,725.444693933
4387,540,2004,57.0829467992
4388,520,2004,1778.23614901
4389,520,2004,817.123304049
4390,540,2004,45.9662736456
4391,510,2004,463.311075805
4392,540,2004,123.462258555
4393,540,2004,64.3349373928
4394,520,2004,559.36011832
4395,540,2004,193.557772401
4396,520,2004,17.5703526733
4397,520,2004,957.752623654
4398,520,2004,624.616998161
4399,520,2004,1347.70752005
4400,520,2004,1040.57562776
4401,540,2004,29.4525593157
4402,520,2004,494.874275601
4403,520,2004,88.5117896593
4404,520,2004,293.324299165
4405,540,2004,77.5154514548
4406,520,2004,850.620115245
4407,520,2004,915.686274746
4408,520,2004,791.384411285
4409,540,2004,381.091273222
4410,520,2004,222.72782649
4411,520,2004,1509.11687614
4412,540,2004,281.600301398
4413,540,2004,43.3046315059
4414,520,2004,125.468311773
4415,520,2004,625.623450366
4416,540,2004,338.823700923
4417,520,2004,371.60438248
4418,520,2004,46.7498843702
4419,520,2004,1730.55872505
4420,520,2004,13.4648258838
4421,510,2004,901.191690653
4422,520,2004,1123.40461359
4423,540,2004,43.5858549112
4424,520,2004,127.307394536
4425,540,2004,69.0051926262
4426,520,2004,871.902775596
4427,520,2004,505.595672075
4428,520,2004,2296.31269943
4429,540,2004,48.4575172366
4430,540,2004,21.2148098893
4431,540,2004,33.8191152062
4432,520,2004,676.848641227
4433,520,2004,297.339820754
4434,520,2004,210.172446086
4435,520,2004,144.651645032
4436,540,2004,212.423448808
4437,420,2004,1098.46557278
4438,520,2004,198.268261772
4439,520,2004,321.086962011
4440,540,2004,257.514502534
4441,520,2004,1581.49921855
4442,520,2004,1335.99060017
4443,540,2004,38.2567961445
4444,520,2004,1517.07387715
4445,520,2004,36.5974833614
4446,520,2004,175.770627515
4447,540,2004,134.923408365
4448,520,2004,1163.61706119
4449,520,2004,1813.33225933
4450,520,2004,1015.45002297
4451,430,2004,767.028546783
4452,520,2004,332.144943578
4453,520,2004,1108.05357577
4454,520,2004,696.676066401
4455,540,2004,380.620592344
4456,520,2004,6004.36280825
4457,520,2004,682.534614335
4458,520,2004,34.4531017386
4459,520,2004,236.096396418
4460,520,2004,115.830839111
4461,520,2004,58.739533716
4462,520,2004,1909.51712052
4463,520,2004,1291.07264604
4464,540,2004,95.177524892
4465,520,2004,125.316404416
4466,430,2004,2128.35643133
4467,520,2004,369.842952304
4468,520,2004,452.706100967
4469,540,2004,31.1148667315
4470,540,2004,88.5488484869
4471,540,2004,77.2526226205
4472,430,2004,630.008689115
4473,520,2004,272.293669704
4474,520,2004,172.773281347
4475,520,2004,715.757745126
4476,520,2004,47.6122405291
4477,520,2004,29.7033750206
4478,520,2004,352.233368304
4479,430,2004,689.920089312
4480,520,2004,1411.65606799
4481,520,2004,203.519477463
4482,520,2004,711.395927495
4483,540,2004,46.6028534414
4484,520,2004,1514.16302557
4485,520,2004,172.792777997
4486,540,2004,365.886833075
4487,520,2004,1076.95169768
4488,520,2004,843.782265526
4489,520,2004,573.621946243
4490,520,2004,308.431601817
4491,520,2004,296.463066729
4492,540,2004,102.352367759
4493,520,2004,999.630051908
4494,520,2004,219.407700968
4495,520,2004,531.756340496
4496,520,2004,9.51213372679
4497,520,2004,135.53342911
4498,520,2004,1399.99422221
4499,520,2004,35.997483499
4500,520,2004,450.866834347
4501,540,2004,249.29777309
4502,540,2004,512.437593281
4503,520,2004,2490.14731142
4504,520,2004,356.467990768
4505,520,2004,1092.3090208
4506,520,2004,445.998153197
4507,520,2004,830.824752406
4508,520,2004,837.462013308
4509,510,2004,9303.93620563
4510,520,2004,1477.69835895
4511,520,2004,669.534592236
4512,520,2004,182.019678706
4513,540,2004,71.6557493017
4514,520,2004,130.840063338
4515,520,2004,1055.56452462
4516,520,2004,200.96984904
4517,520,2004,383.747785496
4518,540,2004,59.087969027
4519,520,2004,32.6619230573
4520,540,2004,109.319504547
4521,540,2004,50.9723005997
4522,520,2004,115.708314484
4523,540,2004,41.0237483102
4524,540,2004,47.2289329223
4525,540,2004,69.8945446048
4526,520,2004,647.971489963
4527,520,2004,424.091652046
4528,520,2004,115.442223064
4529,520,2004,793.656233305
4530,520,2004,55.5520023002
4531,520,2004,994.943921354
4532,540,2004,82.4059303165
4533,520,2004,1170.35046109
4534,520,2004,756.981424787
4535,540,2004,30.5601456293
4536,540,2004,47.7451423234
4537,520,2004,224.698074989
4538,540,2004,51.7171651821
4539,540,2004,84.0754964014
4540,540,2004,373.118319346
4541,520,2004,1971.05526107
4542,520,2004,906.604838243
4543,540,2004,33.844974906
4544,520,2004,2293.06599666
4545,520,2004,884.169714325
4546,520,2004,1042.5226756
4547,540,2004,452.359534194
4548,520,2004,525.806193824
4549,520,2004,45.8910821693
4550,430,2004,495.673076499
4551,540,2004,67.1811822102
4552,540,2004,13.4831700782
4553,520,2004,2041.68929718
4554,520,2004,562.100746416
4555,520,2004,1041.72508245
4556,540,2004,43.5196711471
4557,520,2004,161.816319246
4558,520,2004,43.3369097179
4559,520,2004,845.806056951
4560,520,2004,64.3383308125
4561,520,2004,933.351414377
4562,540,2004,23.675361822
4563,520,2004,102.230043523
4564,540,2004,180.902917304
4565,520,2004,1280.63698295
4566,520,2004,387.028576591
4567,520,2004,1748.85720496
4568,520,2004,934.519680615
4569,540,2004,17.2646351165
4570,520,2004,806.944567152
4571,520,2004,1272.0654279
4572,540,2004,31.5919593644
4573,520,2004,1337.90468963
4574,520,2004,513.245093153
4575,520,2004,1377.93355097
4576,430,2004,326.581300961
4577,520,2004,668.173534278
4578,520,2004,1176.56607395
4579,520,2004,559.613897949
4580,540,2004,71.8766272568
4581,540,2004,78.724540917
4582,430,2004,1165.76492992
4583,520,2004,479.610858827
4584,520,2004,191.957519268
4585,430,2004,506.545953942
4586,430,2004,465.230407817
4587,520,2004,215.486510051
4588,520,2004,2467.13593795
4589,520,2004,463.389686241
4590,520,2004,406.703454732
4591,540,2004,825.913096873
4592,520,2004,872.533243964
4593,520,2004,1283.31207179
4594,520,2004,302.897334366
4595,520,2004,449.117800075
4596,520,2004,2078.44708979
4597,540,2004,58.5109273333
4598,540,2004,296.694367727
4599,540,2004,142.749548079
4600,520,2004,537.838814548
4601,520,2004,2536.0810161
4602,540,2004,93.0176897262
4603,540,2004,192.643049515
4604,520,2004,106.352715353
4605,520,2004,917.360118618
4606,520,2004,822.663186162
4607,520,2004,1406.12851918
4608,520,2004,29.3273222284
4609,520,2004,84.8419798949
4610,520,2004,148.573134519
4611,520,2004,2273.46392424
4612,520,2004,150.566590326
4613,520,2004,499.018162014
4614,520,2004,509.894583681
4615,540,2004,160.731822949
4616,520,2004,514.542902145
4617,540,2004,48.5922027126
4618,540,2004,43.7965603486
4619,520,2004,266.490072795
4620,510,2004,11719.0426043
4621,540,2004,36.9066100094
4622,520,2004,1501.55918219
4623,540,2004,255.16931952
4624,520,2004,442.25250221
4625,520,2004,58.6120411139
4626,520,2004,484.442579405
4627,520,2004,218.613999425
4628,520,2004,688.666997296
4629,520,2004,84.211036243
4630,540,2004,50.0465761039
4631,540,2004,274.590006123
4632,520,2004,123.470142812
4633,520,2004,1095.78931897
4634,520,2004,2386.85313887
4635,540,2004,262.989921492
4636,430,2004,230.291832405
4637,540,2004,33.0534122262
4638,540,2004,96.8318569816
4639,520,2004,788.889295944
4640,540,2004,15.5849051563
4641,520,2004,874.983678802
4642,520,2004,2356.32209721
4643,520,2004,388.135767621
4644,520,2004,5.57583245745
4645,520,2004,14.5712392318
4646,540,2004,42.0613942948
4647,540,2004,149.504483567
4648,520,2004,20.2731951127
4649,430,2004,204.145550499
4650,540,2004,247.458181404
4651,540,2004,106.416819049
4652,520,2004,899.793414341
4653,540,2004,48.085356875
4654,540,2004,16.0888160766
4655,520,2004,881.548736796
4656,430,2004,1198.40627317
4657,540,2004,35.1033296229
4658,540,2004,299.173736474
4659,430,2004,234.896988153
4660,520,2004,564.252550066
4661,510,2004,402.190294757
4662,540,2004,195.887862256
4663,540,2004,63.8090248667
4664,520,2004,2391.05996195
4665,520,2004,2147.78075754
4666,520,2004,44.7734344679
4667,520,2004,143.365855135
4668,540,2004,32.9866746535
4669,520,2004,64.3803055818
4670,520,2004,6.21872661949
4671,520,2004,125.29260142
4672,520,2004,808.527937139
4673,520,2004,1391.55805631
4674,520,2004,608.870958972
4675,520,2004,209.809891092
4676,520,2004,232.407058797
4677,520,2004,888.686153098
4678,520,2004,550.741956149
4679,520,2004,53.0276349629
4680,540,2004,207.108495423
4681,520,2004,413.913550973
4682,540,2004,75.9167529795
4683,520,2004,4336.62002632
4684,540,2004,18.324708824
4685,520,2004,426.032686222
4686,520,2004,28.1654430046
4687,520,2004,2121.39160815
4688,430,2004,295.066820649
4689,520,2004,454.623204479
4690,520,2004,424.885423462
4691,520,2004,604.929694919
4692,540,2004,46.5831278124
4693,540,2004,240.005269441
4694,520,2004,105.066719965
4695,540,2004,78.6811752644
4696,520,2004,835.546973834
4697,520,2004,157.43344759
4698,540,2004,78.3661884135
4699,540,2004,143.298448974
4700,540,2004,31.7507982967
4701,430,2004,522.44059467
4702,520,2004,659.727236077
4703,520,2004,27.862372967
4704,520,2004,21.4356839888
4705,520,2004,1102.59673002
4706,520,2004,2485.84138203
4707,520,2004,140.641849564
4708,540,2004,58.1627697597
4709,520,2004,280.629185676
4710,520,2004,28.3904750358
4711,520,2004,173.691979903
4712,520,2004,139.295957056
4713,540,2004,340.468482522
4714,520,2004,1161.15978987
4715,540,2004,242.056978223
4716,520,2004,42.9298167453
4717,540,2004,146.64686479
4718,520,2004,80.1161353279
4719,520,2004,905.607002122
4720,520,2004,272.987991344
4721,540,2004,55.879600603
4722,540,2004,166.926953117
4723,540,2004,56.6722763771
4724,520,2004,235.995918456
4725,540,2004,264.779042194
4726,540,2004,187.898715624
4727,520,2004,357.207138072
4728,540,2004,234.405914315
4729,540,2004,23.968641837
4730,520,2004,842.366964909
4731,520,2004,104.195235398
4732,520,2004,814.707865202
4733,510,2004,5146.1369628
4734,540,2004,117.643913709
4735,520,2004,414.714402699
4736,520,2004,160.594766438
4737,520,2004,1554.69973397
4738,520,2004,237.159071779
4739,520,2004,261.57383467
4740,520,2004,315.419465634
4741,520,2004,1448.66728757
4742,540,2004,89.8448654013
4743,520,2004,1397.6167946
4744,540,2004,169.233246406
4745,520,2004,475.837582782
4746,540,2004,201.153912081
4747,430,2004,337.706873344
4748,520,2004,170.530868063
4749,520,2004,68.3544330854
4750,520,2004,740.762908393
4751,540,2004,124.904649361
4752,520,2004,2218.75993605
4753,540,2004,38.6005757763
4754,520,2004,68.4790824144
4755,520,2004,1606.1098414
4756,520,2004,62.8296807597
4757,520,2004,693.610255795
4758,520,2004,67.7855264995
4759,520,2004,1873.54660711
4760,520,2004,366.219713441
4761,520,2004,3491.58998005
4762,540,2004,200.102923389
4763,520,2004,385.533343466
4764,520,2004,3550.71778587
4765,540,2004,31.3069630338
4766,520,2004,389.752360834
4767,540,2004,30.9117925982
4768,540,2004,126.32614691
4769,520,2004,259.747343949
4770,520,2004,649.633501048
4771,520,2004,854.356781839
4772,540,2004,226.167897672
4773,540,2004,89.1825125346
4774,520,2004,107.762102274
4775,520,2004,828.87165765
4776,540,2004,172.764539913
4777,520,2004,34.523658333
4778,520,2004,761.698018369
4779,520,2004,276.315528598
4780,520,2004,796.88334995
4781,520,2004,6380.79808209
4782,520,2004,982.140247485
4783,520,2004,1435.34503648
4784,430,2004,547.927167115
4785,540,2004,55.990839839
4786,540,2004,63.6995373738
4787,520,2004,47.0838556457
4788,520,2004,818.468329896
4789,520,2004,372.147088287
4790,520,2004,98.727627011
4791,520,2004,491.852780267
4792,540,2004,144.330363634
4793,510,2004,3834.61391396
4794,520,2004,552.771079293
4795,540,2004,69.4426255785
4796,430,2004,194.052190757
4797,540,2004,56.1739980543
4798,510,2004,155.526187388
4799,520,2004,223.910694138
4800,520,2004,1516.80551678
4801,430,2004,186.394053731
4802,520,2004,429.80297024
4803,540,2004,38.3525718602
4804,520,2004,15.2533253916
4805,540,2004,18.0468514468
4806,520,2004,774.187233573
4807,520,2004,4035.59286349
4808,520,2004,984.611299188
4809,540,2004,126.945358458
4810,520,2004,203.664421742
4811,520,2004,277.774644721
4812,540,2004,62.0603915994
4813,520,2004,1555.84352908
4814,540,2004,60.2914755368
4815,430,2004,359.619504181
4816,520,2004,1418.87342523
4817,520,2004,2918.24417885
4818,520,2004,991.728661959
4819,540,2004,42.8715073547
4820,520,2004,408.393359928
4821,540,2004,27.4074114413
4822,520,2004,1242.07646359
4823,430,2004,412.155376872
4824,520,2004,918.643078764
4825,520,2004,158.411964141
4826,520,2004,361.71095444
4827,520,2004,2906.79177775
4828,520,2004,325.933123131
4829,540,2004,28.9067782431
4830,540,2004,113.923287926
4831,540,2004,134.465119264
4832,540,2004,43.6269786558
4833,520,2004,469.397436276
4834,520,2004,242.656901551
4835,520,2004,54.1441971946
4836,520,2004,219.44482228
4837,520,2004,192.06014152
4838,520,2004,1432.60826413
4839,540,2004,133.112303108
4840,520,2004,2019.12997373
4841,540,2004,29.0227911215
4842,520,2004,902.838749205
4843,520,2004,191.560736126
4844,520,2004,2304.12141594
4845,520,2004,1303.84217379
4846,520,2004,50.7131174622
4847,520,2004,263.984363007
4848,520,2004,3527.83380034
4849,520,2004,1243.83162107
4850,540,2004,70.1229884448
4851,520,2004,1916.35412622
4852,520,2004,1283.12624583
4853,520,2004,2747.38948654
4854,520,2004,65.6786170497
4855,520,2004,3314.40704997
4856,540,2004,140.920809399
4857,540,2004,166.299172879
4858,520,2004,1674.76300716
4859,520,2004,105.427855286
4860,540,2004,232.006095788
4861,540,2004,151.279727288
4862,540,2004,160.901403117
4863,520,2004,839.921011645
4864,520,2004,212.748267456
4865,520,2004,107.358451559
4866,540,2004,47.4337404535
4867,540,2004,51.4289090021
4868,520,2004,2625.0477178
4869,520,2004,504.604796098
4870,520,2004,2081.68020316
4871,520,2004,50.2469817786
4872,520,2004,64.6000587605
4873,520,2004,2052.76466668
4874,520,2004,668.676787237
4875,520,2004,811.157054949
4876,520,2004,814.035215228
4877,540,2004,47.4051406444
4878,520,2004,747.390655861
4879,520,2004,1200.68886606
4880,520,2004,1040.74925288
