X,Y,objectid,id_1,buff_dist,orig_fid,created_user,created_date,last_edited_user,last_edited_date,cid,st_area_shape_,st_length_shape_
-80.0060861556,40.4110872065,268,TS74,40,268,,,SDE,2015/08/11 14:08:40+00,416,0,0
-80.0321311166,40.4620616376,269,TS557,40,269,,,SDE,2015/08/11 14:08:42+00,492,0,0
-79.9892881628,40.4404946449,270,TS56,40,270,,,SDE,2015/08/11 14:08:37+00,243,0,0
-80.0183475196,40.4895086198,271,TS80,40,271,,,SDE,2015/08/11 14:08:42+00,490,0,0
-80.0165253769,40.4519615731,272,TS378,40,272,,,SDE,2015/08/11 14:08:41+00,466,0,0
-80.0380668363,40.4411968672,273,TS567,40,273,,,SDE,2015/08/11 14:08:41+00,443,0,0
-79.9230572688,40.4139930271,274,TS160,40,274,,,SDE,2015/08/11 14:08:35+00,98,0,0
-79.8702556169,40.4611700103,275,TS275,40,275,,,SDE,2015/08/11 14:08:44+00,594,0,0
-79.9389514189,40.4619964809,276,TS50,40,276,,,SDE,2015/08/11 14:08:39+00,345,0,0
-80.0224395532,40.3954807682,277,TS623,40,277,,,SDE,2015/08/11 14:08:40+00,424,0,0
-79.9528259272,40.4636144194,278,TS129,40,278,,,SDE,2015/08/11 14:08:39+00,338,0,0
-79.9989958339,40.4361359761,279,TS350,40,279,,,SDE,2015/08/11 14:08:38+00,271,0,0
-80.001302014,40.4393793556,280,TS366,40,280,,,SDE,2015/08/11 14:08:38+00,279,0,0
-79.927507829,40.4505139429,281,TS305,40,281,,,SDE,2015/08/11 14:08:35+00,133,0,0
-80.0145376576,40.4170341348,282,TS570,40,282,,,SDE,2015/08/11 14:08:41+00,436,0,0
-79.9563800523,40.4457032668,283,TS123,40,283,,,SDE,2015/08/11 14:08:36+00,193,0,0
-79.9841461837,40.4287992532,284,TS571,40,284,,,SDE,2015/08/11 14:08:40+00,381,0,0
-79.9963417335,40.4401094139,285,TS121,40,285,,,SDE,2015/08/11 14:08:38+00,289,0,0
-79.9565572531,40.4288227523,286,TS649,40,286,,,SDE,2015/08/11 14:08:35+00,139,0,0
-79.9388379105,40.4476861461,287,TS33,40,287,,,SDE,2015/08/11 14:08:35+00,146,0,0
-79.9968411609,40.4428304867,288,TS526,40,288,,,SDE,2015/08/11 14:08:38+00,306,0,0
-79.9212979318,40.4628712034,289,TS235,40,289,,,SDE,2015/08/11 14:08:34+00,78,0,0
-79.9193340564,40.4588021371,290,TS605,40,290,,,SDE,2015/08/11 14:08:34+00,59,0,0
-79.9545898932,40.4345869537,291,TS29,40,291,,,SDE,2015/08/11 14:08:35+00,143,0,0
-79.9598778118,40.4431468907,292,TS259,40,292,,,SDE,2015/08/11 14:08:36+00,192,0,0
-80.0010121016,40.4497543296,293,TS36,40,293,,,SDE,2015/08/11 14:08:42+00,527,0,0
-79.9995439382,40.4387248911,294,TS365,40,294,,,SDE,2015/08/11 14:08:38+00,278,0,0
-80.0085983733,40.4710061215,295,TS221,40,295,,,SDE,2015/08/11 14:08:42+00,491,0,0
-79.9756143992,40.4568579814,296,TS501,40,296,,,SDE,2015/08/11 14:08:39+00,324,0,0
-79.9251983511,40.4573783129,297,TS8,40,297,,,SDE,2015/08/11 14:08:36+00,164,0,0
-80.0274857522,40.4437747501,298,TS197,40,298,,,SDE,2015/08/11 14:08:41+00,450,0,0
-79.9041355015,40.4580850238,299,TS107,40,299,,,SDE,2015/08/11 14:08:34+00,42,0,0
-80.0015668562,40.4564131012,300,TS578,40,300,,,SDE,2015/08/11 14:08:42+00,502,0,0
-79.891901625,40.4563928694,301,TS234,40,301,,,SDE,2015/08/11 14:08:33+00,18,0,0
-79.9239713477,40.4519318055,302,TS299,40,302,,,SDE,2015/08/11 14:08:35+00,134,0,0
-79.9727811425,40.4588156377,303,TS505,40,303,,,SDE,2015/08/11 14:08:39+00,326,0,0
-79.9432717647,40.4070907702,304,TS284,40,304,,,SDE,2015/08/11 14:08:34+00,90,0,0
-80.0404789009,40.4843850559,305,TS579,40,305,,,SDE,2015/08/11 14:08:42+00,481,0,0
-79.9684006499,40.4274436297,306,TS583,40,306,,,SDE,2015/08/11 14:08:43+00,546,0,0
-80.0367340733,40.4507536679,307,TS645,40,307,,,SDE,2015/08/11 14:08:44+00,592,0,0
-79.9934510403,40.4441241024,308,TS282,40,308,,,SDE,2015/08/11 14:08:42+00,521,0,0
-79.9486542867,40.4444401708,309,TS246,40,309,,,SDE,2015/08/11 14:08:36+00,188,0,0
-79.9746388297,40.4284125924,310,TS137,40,310,,,SDE,2015/08/11 14:08:40+00,375,0,0
-79.8880931033,40.4555265493,311,TS169,40,311,,,SDE,2015/08/11 14:08:33+00,12,0,0
-79.999149727,40.4426249449,312,TS440,40,312,,,SDE,2015/08/11 14:08:38+00,296,0,0
-80.0043703779,40.4380263931,313,TS351,40,313,,,SDE,2015/08/11 14:08:38+00,273,0,0
-79.8868072188,40.4542237672,314,TS109,40,314,,,SDE,2015/08/11 14:08:33+00,10,0,0
-79.9791831094,40.4533798768,315,TS438,40,315,,,SDE,2015/08/11 14:08:39+00,321,0,0
-79.9199041821,40.4650699994,316,TS274,40,316,,,SDE,2015/08/11 14:08:34+00,79,0,0
-80.0131370574,40.3921561394,317,TS559,40,317,,,SDE,2015/08/11 14:08:41+00,428,0,0
-80.0329074901,40.4416139151,318,TS450,40,318,,,SDE,2015/08/11 14:08:41+00,448,0,0
-80.0027081362,40.4439950799,319,TS346,40,319,,,SDE,2015/08/11 14:08:38+00,282,0,0
-79.9576417478,40.4758535177,320,TS183,40,320,,,SDE,2015/08/11 14:08:39+00,358,0,0
-79.9976245179,40.4565794135,321,TS609,40,321,,,SDE,2015/08/11 14:08:42+00,505,0,0
-79.9011149505,40.4584897219,322,TS370,40,322,,,SDE,2015/08/11 14:08:33+00,34,0,0
-79.993090726,40.4264251175,323,TS626,40,323,,,SDE,2015/08/11 14:08:40+00,393,0,0
-79.9708732987,40.4454050637,324,TS594,40,324,,,SDE,2015/08/11 14:08:43+00,552,0,0
-79.9630389303,40.4330905592,325,TS612,40,325,,,SDE,2015/08/11 14:08:44+00,591,0,0
-79.9129239427,40.3697121597,326,TS411,40,326,,,SDE,2015/08/11 14:08:34+00,85,0,0
-79.988643035,40.430029377,327,TS467,40,327,,,SDE,2015/08/11 14:08:40+00,385,0,0
-80.0013224687,40.4308791362,328,TS44,40,328,,,SDE,2015/08/11 14:08:41+00,441,0,0
-79.9583345322,40.4405768394,329,TS330,40,329,,,SDE,2015/08/11 14:08:36+00,173,0,0
-80.0051719617,40.4746369857,330,TS604,40,330,,,SDE,2015/08/11 14:08:43+00,557,0,0
-79.9000860857,40.4509246973,331,TS407,40,331,,,SDE,2015/08/11 14:08:33+00,32,0,0
-80.0221712372,40.4017404918,332,TS492,40,332,,,SDE,2015/08/11 14:08:40+00,421,0,0
-79.9208316163,40.4612140236,333,TS152,40,333,,,SDE,2015/08/11 14:08:34+00,81,0,0
-79.9840855528,40.4384982676,334,TS589,40,334,,,SDE,2015/08/11 14:08:37+00,219,0,0
-80.0038972595,40.4413715363,335,TS326,40,335,,,SDE,2015/08/11 14:08:38+00,266,0,0
-79.9539290413,40.4381177708,336,TS52,40,336,,,SDE,2015/08/11 14:08:35+00,141,0,0
-79.9853935924,40.449151591,337,TS667,40,337,,,SDE,2015/08/11 14:08:43+00,580,0,0
-79.8960471039,40.468749374,338,TS420,40,338,,,SDE,2015/08/11 14:08:33+00,7,0,0
-80.0804708706,40.4405562788,339,TS410,40,339,,,SDE,2015/08/11 14:08:41+00,453,0,0
-79.957284628,40.4628167369,340,TS355,40,340,,,SDE,2015/08/11 14:08:43+00,564,0,0
-79.9564077995,40.4351240788,341,TS18,40,341,,,SDE,2015/08/11 14:08:35+00,144,0,0
-79.9993089839,40.4374445608,342,TS20,40,342,,,SDE,2015/08/11 14:08:37+00,234,0,0
-79.9882658917,40.4386856948,343,TS303,40,343,,,SDE,2015/08/11 14:08:37+00,216,0,0
-79.9200703165,40.4878423295,344,TS57,40,344,,,SDE,2015/08/11 14:08:42+00,516,0,0
-79.9519108862,40.4464763394,345,TS102,40,345,,,SDE,2015/08/11 14:08:36+00,186,0,0
-79.9047594246,40.4562639819,346,TS250,40,346,,,SDE,2015/08/11 14:08:34+00,41,0,0
-79.9473463962,40.453290699,347,TS214,40,347,,,SDE,2015/08/11 14:08:36+00,202,0,0
-79.9569706345,40.4415641167,348,TS551,40,348,,,SDE,2015/08/11 14:08:36+00,177,0,0
-80.0003910002,40.4407398402,349,TS319,40,349,,,SDE,2015/08/11 14:08:38+00,263,0,0
-79.8976423115,40.4396613585,350,TS132,40,350,,,SDE,2015/08/11 14:08:33+00,29,0,0
-80.0097450889,40.4863407163,351,TS263,40,351,,,SDE,2015/08/11 14:08:42+00,488,0,0
-80.0150303844,40.4056373452,352,TS511,40,352,,,SDE,2015/08/11 14:08:43+00,588,0,0
-79.9588075239,40.4728175228,353,TS177,40,353,,,SDE,2015/08/11 14:08:39+00,354,0,0
-79.9275174185,40.4687501401,354,TS127,40,354,,,SDE,2015/08/11 14:08:34+00,72,0,0
-79.9470904886,40.458745111,355,TS576,40,355,,,SDE,2015/08/11 14:08:39+00,343,0,0
-79.9938590326,40.4449365137,356,TS283,40,356,,,SDE,2015/08/11 14:08:37+00,256,0,0
-79.8833638946,40.455450987,357,TS128,40,357,,,SDE,2015/08/11 14:08:33+00,2,0,0
-79.9367268067,40.4527452367,358,TS3,40,358,,,SDE,2015/08/11 14:08:36+00,159,0,0
-79.9941320163,40.445647201,359,TS655,40,359,,,SDE,2015/08/11 14:08:39+00,315,0,0
-79.9577103863,40.4489724543,360,TS171,40,360,,,SDE,2015/08/11 14:08:43+00,538,0,0
-79.9238861784,40.425325722,361,TS463,40,361,,,SDE,2015/08/11 14:08:35+00,102,0,0
-79.8971107245,40.4700721465,362,TS421,40,362,,,SDE,2015/08/11 14:08:33+00,6,0,0
-79.9945043266,40.4549190675,363,TS231,40,363,,,SDE,2015/08/11 14:08:42+00,509,0,0
-79.9551975056,40.4570104985,364,TS118,40,364,,,SDE,2015/08/11 14:08:42+00,533,0,0
-79.9937931681,40.4410520262,365,TS117,40,365,,,SDE,2015/08/11 14:08:37+00,246,0,0
-79.9706857358,40.4592223982,366,TS435,40,366,,,SDE,2015/08/11 14:08:39+00,328,0,0
-79.9287969788,40.4666108932,367,TS472,40,367,,,SDE,2015/08/11 14:08:34+00,71,0,0
-80.0194294577,40.453102227,368,TS13,40,368,,,SDE,2015/08/11 14:08:41+00,463,0,0
-79.9419850215,40.4559386627,369,TS66,40,369,,,SDE,2015/08/11 14:08:37+00,212,0,0
-79.959794988,40.4714610853,370,TS176,40,370,,,SDE,2015/08/11 14:08:39+00,353,0,0
-79.9885734084,40.4287024907,371,TS200,40,371,,,SDE,2015/08/11 14:08:40+00,383,0,0
-79.9487512463,40.4503919176,372,TS79,40,372,,,SDE,2015/08/11 14:08:36+00,198,0,0
-79.925340823,40.4541612183,373,TS402,40,373,,,SDE,2015/08/11 14:08:36+00,163,0,0
-79.986462371,40.4386070888,374,TS611,40,374,,,SDE,2015/08/11 14:08:37+00,217,0,0
-79.9731648587,40.4358185169,375,TS140,40,375,,,SDE,2015/08/11 14:08:37+00,231,0,0
-79.9805628238,40.4434443627,376,TS600,40,376,,,SDE,2015/08/11 14:08:43+00,548,0,0
-80.0006650088,40.4020677272,377,TS276,40,377,,,SDE,2015/08/11 14:08:40+00,413,0,0
-80.0155374465,40.4104303483,378,TS159,40,378,,,SDE,2015/08/11 14:08:40+00,418,0,0
-79.9185142135,40.4284410834,379,TS361,40,379,,,SDE,2015/08/11 14:08:35+00,104,0,0
-79.9253166745,40.4667028622,380,TS269,40,380,,,SDE,2015/08/11 14:08:34+00,74,0,0
-79.9920515019,40.4379707141,381,TS47,40,381,,,SDE,2015/08/11 14:08:37+00,223,0,0
-80.0290695036,40.4432597319,382,TS451,40,382,,,SDE,2015/08/11 14:08:43+00,582,0,0
-79.9101581413,40.4487609326,383,TS253,40,383,,,SDE,2015/08/11 14:08:33+00,38,0,0
-79.9279250282,40.4441212591,384,TS541,40,384,,,SDE,2015/08/11 14:08:35+00,128,0,0
-80.0393881611,40.4528752507,385,TS195,40,385,,,SDE,2015/08/11 14:08:41+00,456,0,0
-80.0019327167,40.4384370679,386,TS30,40,386,,,SDE,2015/08/11 14:08:37+00,240,0,0
-79.9512622343,40.4651883963,387,TS665,40,387,,,SDE,2015/08/11 14:08:43+00,565,0,0
-79.9372913682,40.4477923957,388,TS318,40,388,,,SDE,2015/08/11 14:08:35+00,130,0,0
-80.0057835823,40.4385629226,389,TS353,40,389,,,SDE,2015/08/11 14:08:38+00,272,0,0
-80.052656259,40.4429950087,390,TS568,40,390,,,SDE,2015/08/11 14:08:41+00,458,0,0
-80.0046754466,40.4434580776,391,TS347,40,391,,,SDE,2015/08/11 14:08:38+00,283,0,0
-79.9999159872,40.4414485181,392,TS489,40,392,,,SDE,2015/08/11 14:08:38+00,300,0,0
-79.9427918434,40.4583105205,393,TS639,40,393,,,SDE,2015/08/11 14:08:37+00,207,0,0
-79.9941776677,40.4399704045,394,TS582,40,394,,,SDE,2015/08/11 14:08:37+00,248,0,0
-79.980740754,40.4269528067,395,TS279,40,395,,,SDE,2015/08/11 14:08:40+00,387,0,0
-79.9657412531,40.4262389424,396,TS654,40,396,,,SDE,2015/08/11 14:08:40+00,374,0,0
-79.9294005568,40.4656109344,397,TS473,40,397,,,SDE,2015/08/11 14:08:34+00,68,0,0
-79.9992681617,40.4291466736,398,TS434,40,398,,,SDE,2015/08/11 14:08:40+00,394,0,0
-79.9531907663,40.4343833306,399,TS23,40,399,,,SDE,2015/08/11 14:08:35+00,145,0,0
-79.965983279,40.4557081977,400,TS122,40,400,,,SDE,2015/08/11 14:08:37+00,244,0,0
-79.9304698691,40.383283683,401,TS558,40,401,,,SDE,2015/08/11 14:08:34+00,88,0,0
-79.9229540478,40.4337290301,402,TS403,40,402,,,SDE,2015/08/11 14:08:35+00,118,0,0
-80.00262081,40.4562189748,403,TS206,40,403,,,SDE,2015/08/11 14:08:42+00,501,0,0
-79.9300911376,40.4696658459,404,TS126,40,404,,,SDE,2015/08/11 14:08:43+00,535,0,0
-79.9145076878,40.4652712188,405,TS418,40,405,,,SDE,2015/08/11 14:08:34+00,84,0,0
-80.0298350075,40.455833845,406,TS86,40,406,,,SDE,2015/08/11 14:08:42+00,494,0,0
-80.0339612543,40.4817069847,407,TS143,40,407,,,SDE,2015/08/11 14:08:41+00,478,0,0
-79.9227225152,40.460655934,408,TS507,40,408,,,SDE,2015/08/11 14:08:34+00,64,0,0
-79.9594324046,40.4397801496,409,TS329,40,409,,,SDE,2015/08/11 14:08:36+00,170,0,0
-79.9902090195,40.4107179917,410,TS164,40,410,,,SDE,2015/08/11 14:08:40+00,403,0,0
-79.90803978,40.4586741824,411,TS295,40,411,,,SDE,2015/08/11 14:08:34+00,55,0,0
-80.0070118066,40.440296741,412,TS21,40,412,,,SDE,2015/08/11 14:08:37+00,235,0,0
-79.9961726993,40.4336430487,413,TS601,40,413,,,SDE,2015/08/11 14:08:44+00,607,0,0
-80.0424093715,40.4427749169,414,TS656,40,414,,,SDE,2015/08/11 14:08:43+00,581,0,0
-79.9612400827,40.4384647165,415,TS325,40,415,,,SDE,2015/08/11 14:08:36+00,169,0,0
-79.9806519097,40.4278384375,416,TS281,40,416,,,SDE,2015/08/11 14:08:40+00,388,0,0
-79.9574379093,40.44251358,417,TS130,40,417,,,SDE,2015/08/11 14:08:36+00,178,0,0
-79.9255070437,40.3796067238,418,TS553,40,418,,,SDE,2015/08/11 14:08:34+00,87,0,0
-79.9306730564,40.4634932489,419,TS471,40,419,,,SDE,2015/08/11 14:08:34+00,67,0,0
-80.0450883058,40.4502894153,420,TS614,40,420,,,SDE,2015/08/11 14:08:41+00,457,0,0
-79.9364409394,40.4646756104,421,TS6,40,421,,,SDE,2015/08/11 14:08:34+00,61,0,0
-79.9464461954,40.465466461,422,TS456,40,422,,,SDE,2015/08/11 14:08:40+00,369,0,0
-79.9496880877,40.4525845802,423,TS217,40,423,,,SDE,2015/08/11 14:08:36+00,201,0,0
-79.9947814587,40.4356781864,424,TS640,40,424,,,SDE,2015/08/11 14:08:44+00,597,0,0
-79.9520355194,40.4249166212,425,TS543,40,425,,,SDE,2015/08/11 14:08:35+00,96,0,0
-79.9578534251,40.4422106346,426,TS258,40,426,,,SDE,2015/08/11 14:08:36+00,176,0,0
-80.0217979594,40.4927785907,427,TS63,40,427,,,SDE,2015/08/11 14:08:42+00,489,0,0
-80.0236616393,40.396229692,428,TS158,40,428,,,SDE,2015/08/11 14:08:40+00,423,0,0
-80.0007410359,40.4489421932,429,TS35,40,429,,,SDE,2015/08/11 14:08:42+00,526,0,0
-79.9296462703,40.4498272494,430,TS307,40,430,,,SDE,2015/08/11 14:08:35+00,132,0,0
-79.9979736427,40.4429362327,431,TS424,40,431,,,SDE,2015/08/11 14:08:38+00,291,0,0
-79.9968277005,40.454160856,432,TS448,40,432,,,SDE,2015/08/11 14:08:42+00,508,0,0
-79.9535604176,40.4659311233,433,TS358,40,433,,,SDE,2015/08/11 14:08:39+00,336,0,0
-79.8807025619,40.454696161,434,TS108,40,434,,,SDE,2015/08/11 14:08:33+00,3,0,0
-80.0408154673,40.4033271979,435,TS60,40,435,,,SDE,2015/08/11 14:08:41+00,431,0,0
-79.9342052231,40.4483999283,436,TS4,40,436,,,SDE,2015/08/11 14:08:35+00,131,0,0
-80.0059759655,40.4823586583,437,TS621,40,437,,,SDE,2015/08/11 14:08:43+00,559,0,0
-79.9276102325,40.4341191488,438,TS84,40,438,,,SDE,2015/08/11 14:08:35+00,112,0,0
-79.9776354954,40.4285879094,439,TS202,40,439,,,SDE,2015/08/11 14:08:40+00,378,0,0
-79.9942849904,40.4380381366,440,TS338,40,440,,,SDE,2015/08/11 14:08:37+00,254,0,0
-79.9257759355,40.4165265664,441,TS608,40,441,,,SDE,2015/08/11 14:08:43+00,537,0,0
-79.9978497471,40.4572567839,442,TS610,40,442,,,SDE,2015/08/11 14:08:42+00,506,0,0
-80.0484021405,40.4009168115,443,TS652,40,443,,,SDE,2015/08/11 14:08:41+00,429,0,0
-79.986890306,40.4482209557,444,TS431,40,444,,,SDE,2015/08/11 14:08:39+00,316,0,0
-80.0342366032,40.4070073911,445,TS61,40,445,,,SDE,2015/08/11 14:08:41+00,432,0,0
-79.9786844788,40.3969661652,446,TS651,40,446,,,SDE,2015/08/11 14:08:42+00,522,0,0
-79.9007553692,40.4642069063,447,TS226,40,447,,,SDE,2015/08/11 14:08:42+00,519,0,0
-80.044352166,40.3996289183,448,TS59,40,448,,,SDE,2015/08/11 14:08:41+00,430,0,0
-79.9986632883,40.4383960494,449,TS229,40,449,,,SDE,2015/08/11 14:08:37+00,252,0,0
-80.0174629916,40.4467997737,450,TS544,40,450,,,SDE,2015/08/11 14:08:42+00,523,0,0
-79.9842085905,40.4376151489,451,TS590,40,451,,,SDE,2015/08/11 14:08:37+00,228,0,0
-79.9207120972,40.4528937794,452,TS312,40,452,,,SDE,2015/08/11 14:08:35+00,135,0,0
-79.9205127602,40.4438511541,453,TS529,40,453,,,SDE,2015/08/11 14:08:35+00,126,0,0
-79.953748789,40.4476164445,454,TS76,40,454,,,SDE,2015/08/11 14:08:36+00,194,0,0
-80.0028802659,40.4504941455,455,TS240,40,455,,,SDE,2015/08/11 14:08:42+00,511,0,0
-79.9736072799,40.4283624306,456,TS575,40,456,,,SDE,2015/08/11 14:08:42+00,534,0,0
-79.9081917256,40.4514869351,457,TS252,40,457,,,SDE,2015/08/11 14:08:33+00,39,0,0
-79.9981599093,40.4408012873,458,TS487,40,458,,,SDE,2015/08/11 14:08:38+00,298,0,0
-79.987807829,40.4344774271,459,TS596,40,459,,,SDE,2015/08/11 14:08:44+00,609,0,0
-79.8884581516,40.4545976388,460,TS106,40,460,,,SDE,2015/08/11 14:08:33+00,11,0,0
-79.9965296242,40.4433098655,461,TS432,40,461,,,SDE,2015/08/11 14:08:38+00,295,0,0
-80.0030963251,40.4424896304,462,TS309,40,462,,,SDE,2015/08/11 14:08:38+00,259,0,0
-79.9990938571,40.4394131728,463,TS339,40,463,,,SDE,2015/08/11 14:08:38+00,269,0,0
-79.9915320214,40.4404391279,464,TS220,40,464,,,SDE,2015/08/11 14:08:37+00,249,0,0
-79.9776925501,40.4238270042,465,TS280,40,465,,,SDE,2015/08/11 14:08:40+00,392,0,0
-80.0021496446,40.4427416558,466,TS496,40,466,,,SDE,2015/08/11 14:08:38+00,302,0,0
-79.9863594789,40.4277384837,467,TS515,40,467,,,SDE,2015/08/11 14:08:40+00,386,0,0
-79.9639324432,40.4378419395,468,TS242,40,468,,,SDE,2015/08/11 14:08:36+00,166,0,0
-80.0129333931,40.4353496074,469,TS386,40,469,,,SDE,2015/08/11 14:08:43+00,573,0,0
-79.9364902785,40.4565646145,470,TS211,40,470,,,SDE,2015/08/11 14:08:36+00,156,0,0
-79.9807751909,40.4383597122,471,TS260,40,471,,,SDE,2015/08/11 14:08:37+00,220,0,0
-79.9628366692,40.4419594932,472,TS619,40,472,,,SDE,2015/08/11 14:08:36+00,191,0,0
-80.0036758059,40.4529634153,473,TS238,40,473,,,SDE,2015/08/11 14:08:42+00,498,0,0
-79.9307396907,40.473252525,474,TS233,40,474,,,SDE,2015/08/11 14:08:39+00,367,0,0
-80.0417642526,40.4819033809,475,TS191,40,475,,,SDE,2015/08/11 14:08:42+00,482,0,0
-80.0076485989,40.4521832767,476,TS239,40,476,,,SDE,2015/08/11 14:08:43+00,554,0,0
-79.9865275375,40.4582761927,477,TS484,40,477,,,SDE,2015/08/11 14:08:44+00,593,0,0
-80.0067547132,40.4768318924,478,TS606,40,478,,,SDE,2015/08/11 14:08:43+00,558,0,0
-79.9043887213,40.4572060962,479,TS251,40,479,,,SDE,2015/08/11 14:08:34+00,43,0,0
-79.9508841397,40.4626362171,480,TS638,40,480,,,SDE,2015/08/11 14:08:39+00,340,0,0
-79.9274675809,40.459232093,481,TS85,40,481,,,SDE,2015/08/11 14:08:39+00,351,0,0
-80.0039620478,40.4321644962,482,TS597,40,482,,,SDE,2015/08/11 14:08:41+00,440,0,0
-79.9579610953,40.4651823192,483,TS356,40,483,,,SDE,2015/08/11 14:08:39+00,334,0,0
-79.9130828735,40.4380276552,484,TS249,40,484,,,SDE,2015/08/11 14:08:33+00,37,0,0
-79.9476735986,40.4543832434,485,TS70,40,485,,,SDE,2015/08/11 14:08:37+00,203,0,0
-79.9983610457,40.4289903084,486,TS45,40,486,,,SDE,2015/08/11 14:08:42+00,529,0,0
-79.9988279756,40.4569201778,487,TS265,40,487,,,SDE,2015/08/11 14:08:42+00,503,0,0
-79.9013158946,40.4491813078,488,TS406,40,488,,,SDE,2015/08/11 14:08:33+00,31,0,0
-79.924807964,40.4614637172,489,TS593,40,489,,,SDE,2015/08/11 14:08:34+00,65,0,0
-79.9014791841,40.457554432,490,TS112,40,490,,,SDE,2015/08/11 14:08:33+00,35,0,0
-79.9949588742,40.4421572582,491,TS387,40,491,,,SDE,2015/08/11 14:08:38+00,288,0,0
-80.0050212863,40.4395985868,492,TS28,40,492,,,SDE,2015/08/11 14:08:37+00,239,0,0
-79.9875040116,40.4488165145,493,TS495,40,493,,,SDE,2015/08/11 14:08:39+00,317,0,0
-80.0235725417,40.4506472288,494,TS629,40,494,,,SDE,2015/08/11 14:08:41+00,460,0,0
-79.9179890063,40.4873405304,495,TS563,40,495,,,SDE,2015/08/11 14:08:39+00,366,0,0
-79.9262770661,40.4715218865,496,TS474,40,496,,,SDE,2015/08/11 14:08:34+00,69,0,0
-79.9944787462,40.4361386823,497,TS247,40,497,,,SDE,2015/08/11 14:08:44+00,602,0,0
-80.0178258203,40.4480369759,498,TS542,40,498,,,SDE,2015/08/11 14:08:42+00,524,0,0
-79.9137904944,40.4604261911,499,TS369,40,499,,,SDE,2015/08/11 14:08:34+00,52,0,0
-79.9238201477,40.463760211,500,TS399,40,500,,,SDE,2015/08/11 14:08:34+00,76,0,0
-79.9837980488,40.387324689,501,TS87,40,501,,,SDE,2015/08/11 14:08:40+00,406,0,0
-80.0338523022,40.4360556195,502,TS409,40,502,,,SDE,2015/08/11 14:08:41+00,442,0,0
-80.0137008481,40.4317148753,503,TS459,40,503,,,SDE,2015/08/11 14:08:43+00,584,0,0
-79.9414934544,40.4550397134,504,TS627,40,504,,,SDE,2015/08/11 14:08:36+00,154,0,0
-79.8945024526,40.4559733616,505,TS580,40,505,,,SDE,2015/08/11 14:08:33+00,19,0,0
-80.0005527697,40.4210140597,506,TS289,40,506,,,SDE,2015/08/11 14:08:40+00,398,0,0
-79.9516752006,40.4424075353,507,TS663,40,507,,,SDE,2015/08/11 14:08:43+00,589,0,0
-79.9340572643,40.4572618037,508,TS216,40,508,,,SDE,2015/08/11 14:08:36+00,157,0,0
-79.9182522953,40.432296509,509,TS509,40,509,,,SDE,2015/08/11 14:08:35+00,108,0,0
-79.9909436555,40.4388066147,510,TS300,40,510,,,SDE,2015/08/11 14:08:37+00,215,0,0
-79.9157709877,40.4598584734,511,TS270,40,511,,,SDE,2015/08/11 14:08:34+00,51,0,0
-79.9231419718,40.4323536957,512,TS469,40,512,,,SDE,2015/08/11 14:08:35+00,109,0,0
-79.9090597002,40.4572819744,513,TS298,40,513,,,SDE,2015/08/11 14:08:34+00,57,0,0
-79.9385359041,40.4569330561,514,TS1,40,514,,,SDE,2015/08/11 14:08:37+00,210,0,0
-80.0045265042,40.4491368211,515,TS293,40,515,,,SDE,2015/08/11 14:08:42+00,513,0,0
-79.9208303236,40.4598057877,516,TS494,40,516,,,SDE,2015/08/11 14:08:43+00,586,0,0
-79.9309792175,40.4520618355,517,TS475,40,517,,,SDE,2015/08/11 14:08:36+00,161,0,0
-80.0021083301,40.4413830741,518,TS304,40,518,,,SDE,2015/08/11 14:08:38+00,258,0,0
-79.9965323893,40.4464345273,519,TS348,40,519,,,SDE,2015/08/11 14:08:38+00,284,0,0
-79.9986602691,40.4564184566,520,TS267,40,520,,,SDE,2015/08/11 14:08:42+00,504,0,0
-79.9365176151,40.4328481394,521,TS390,40,521,,,SDE,2015/08/11 14:08:35+00,121,0,0
-79.9037608779,40.4499979551,522,TS417,40,522,,,SDE,2015/08/11 14:08:33+00,33,0,0
-80.0042500674,40.4482458522,523,TS292,40,523,,,SDE,2015/08/11 14:08:42+00,512,0,0
-79.9767983743,40.4459289479,524,TS414,40,524,,,SDE,2015/08/11 14:08:43+00,576,0,0
-79.9174119986,40.4574810729,525,TS248,40,525,,,SDE,2015/08/11 14:08:34+00,50,0,0
-79.991038072,40.4379300494,526,TS588,40,526,,,SDE,2015/08/11 14:08:37+00,224,0,0
-79.9581186913,40.4359040852,527,TS25,40,527,,,SDE,2015/08/11 14:08:35+00,142,0,0
-79.9105369528,40.4557623671,528,TS672,40,528,,,SDE,2015/08/11 14:08:43+00,563,0,0
-79.9278224028,40.4625110418,529,TS508,40,529,,,SDE,2015/08/11 14:08:34+00,66,0,0
-79.9898189306,40.4344805751,530,TS48,40,530,,,SDE,2015/08/11 14:08:42+00,530,0,0
-79.9496263258,40.4639996113,531,TS376,40,531,,,SDE,2015/08/11 14:08:43+00,567,0,0
-79.9394119465,40.401008133,532,TS382,40,532,,,SDE,2015/08/11 14:08:34+00,89,0,0
-80.0246727381,40.4105677026,533,TS574,40,533,,,SDE,2015/08/11 14:08:41+00,435,0,0
-79.9325680893,40.4547461801,534,TS287,40,534,,,SDE,2015/08/11 14:08:36+00,160,0,0
-79.9424524572,40.4474144414,535,TS306,40,535,,,SDE,2015/08/11 14:08:35+00,147,0,0
