FID,FEATURECOD,UPDATE_YEA,SHAPE_area,SHAPE_len
503,430,2004,19119.2239573,541.435034689
504,430,2004,3834.0882197,326.33152363
505,430,2004,81193.1347524,1164.96905439
506,430,2004,5534.88758562,294.679968803
507,420,2004,136480.574262,1454.82345856
508,430,2004,5034.43164841,279.260000167
509,460,2004,258092.972263,18798.0849012
510,430,2004,6867.63948182,332.026745532
511,420,2004,55753.9965481,1714.8800328
512,430,2004,2474.58879818,185.896496675
513,430,2004,3426.64640305,266.694747955
514,460,2004,331867.477496,29637.4066592
515,430,2004,136062.440965,1872.35132573
516,430,2004,6361.47459493,311.631304203
517,430,2004,37100.3889573,1056.22701284
518,460,2004,20357.8641651,2415.35255045
519,430,2004,66215.7841284,1227.26252805
520,430,2004,92741.777611,1331.28452288
521,430,2004,51029.0559676,1013.3236035
522,430,2004,14846.4915435,845.212900244
523,430,2004,42326.2867886,780.00054512
524,460,2004,20887.4156023,2725.06051315
525,420,2004,54043.66334,968.229388282
526,430,2004,4222.46403743,279.229271171
527,420,2004,83944.5539121,2079.20390424
528,430,2004,17281.3713447,627.121814247
529,430,2004,53940.0098079,1152.21089084
530,430,2004,65302.3228653,1246.23009615
531,430,2004,1120.59352599,122.232349559
532,460,2004,12037078.8104,461797.44086
533,430,2004,167255.534811,2082.8409944
534,430,2004,36509.2815734,993.143345989
535,430,2004,4924.38374136,337.898672192
536,420,2004,80941.0605172,2081.43562175
537,420,2004,82574.7160723,1238.2947975
538,430,2004,24354.5921586,818.020954989
539,430,2004,69760.6316696,1060.62573994
540,430,2004,91656.5038122,1271.94017966
541,430,2004,8087.39031013,356.268090556
542,430,2004,46635.1305192,954.74100138
543,430,2004,19993.2790629,686.388185514
544,430,2004,18554.7300789,682.591295911
545,430,2004,34441.8918564,918.493481102
546,430,2004,6485.99206472,340.421305036
547,430,2004,1999.75669777,169.47909765
548,430,2004,39539.693297,1045.324282
549,430,2004,1561.86588407,144.122323663
550,430,2004,43071.4872384,880.042121756
551,420,2004,53900.5270162,1275.32345952
552,430,2004,41236.7902863,865.560608459
553,430,2004,58528.0122012,1427.64592678
554,460,2004,36320.9602902,2559.91468759
555,430,2004,74761.7599021,1378.2968426
556,430,2004,31936.4537543,774.24729654
557,430,2004,16712.0311922,471.220984308
558,460,2004,87886.4948811,3469.35389669
559,430,2004,31519.9976164,1103.8403126
560,430,2004,54696.5682735,915.211628818
561,430,2004,13868.666653,550.881867039
562,460,2004,3840456.76145,241097.788455
563,460,2004,379253.196387,39527.1910771
564,420,2004,93612.4796783,1932.59937017
565,430,2004,7958.88057627,381.738344088
566,430,2004,64649.527632,1013.22799894
567,430,2004,37029.4662767,798.298049252
568,430,2004,49121.9168772,1334.4364257
569,430,2004,60074.7845254,999.132299426
570,430,2004,30882.3476378,805.717078502
571,420,2004,3208.90139804,241.512159554
572,430,2004,96145.8364161,1536.42998683
573,420,2004,52689.751591,1055.55001769
574,420,2004,89248.9578588,1345.4751028
575,430,2004,3916.00765674,322.00413393
576,430,2004,57133.761344,909.587414773
577,430,2004,16422.5401554,520.904226086
578,430,2004,5505.52098521,348.950295868
579,430,2004,5662.86719077,303.212827049
580,0,0,0,0
581,420,2004,11061.0704113,507.85921713
582,430,2004,14123.6286477,584.921434084
583,430,2004,55970.6457752,932.524225055
584,430,2004,78380.3869783,1178.3300839
585,420,2004,3326.47929597,260.818997844
586,430,2004,35290.6078991,731.073830271
587,430,2004,18474.5583257,519.332930514
588,430,2004,11692.3803549,410.751899324
589,420,2004,5907.81264897,369.891698602
590,430,2004,43147.1803753,1232.44570241
591,420,2004,1741.62897785,173.833557117
592,430,2004,23640.873122,697.678056189
593,420,2004,13500.6509116,474.358244334
594,430,2004,39412.6636307,826.838001005
595,430,2004,7213.12904655,423.450755138
596,430,2004,28732.2129253,1100.64823039
597,430,2004,16115.9820856,697.878312063
598,420,2004,5795.78558285,410.659559417
599,430,2004,8878.68439969,787.823314404
600,430,2004,13756.2282403,528.830811921
601,460,2004,224591.257008,11893.5186745
602,430,2004,33590.7150225,724.80270511
603,430,2004,13048.4413447,511.25451458
604,430,2004,48135.1609542,904.113097288
605,430,2004,2582.26021405,213.510959607
606,430,2004,17743.1899056,597.321020926
607,430,2004,7860.86510393,335.832732259
608,430,2004,7663.70516921,325.029970591
609,460,2004,480281.388157,36275.2475666
610,430,2004,73252.5426717,1436.95487652
611,430,2004,33011.3364481,800.03445632
612,460,2004,117859.426228,18063.8492768
613,430,2004,3601.46887186,270.4909197
614,430,2004,12117.4686805,435.818718057
615,430,2004,114273.552468,1472.36000437
616,430,2004,30521.586848,805.150782194
617,430,2004,46476.4362472,959.479103656
618,470,2004,8905.23380341,472.301181716
619,430,2004,346352.589118,3944.21351112
620,430,2004,3980.08555169,255.188488654
621,430,2004,19723.3409563,706.640687207
622,430,2004,68844.8718843,1155.96637449
623,430,2004,87420.0638803,1576.01240537
624,430,2004,23307.9788322,633.984325605
625,430,2004,15193.9856428,600.386148038
626,430,2004,5594.51589577,319.678711586
627,430,2004,2478.48806492,183.768538249
628,430,2004,7683.84843834,473.977306177
629,430,2004,17006.4078289,564.965122646
630,430,2004,138843.517951,1687.603709
631,470,2004,2000.55623719,177.478937152
632,430,2004,51894.6859424,1032.64363206
633,430,2004,46706.8128249,948.689706928
634,460,2004,17837.208468,2593.91065251
635,430,2004,48268.3819811,1087.25175039
636,430,2004,105654.515413,1683.81582744
637,430,2004,20289.4526605,671.430604648
638,430,2004,97184.2805565,1423.59251403
639,430,2004,10707.834876,420.253881537
640,430,2004,13601.6299016,517.789830348
641,430,2004,20855.8536808,617.584432425
642,430,2004,8058.52667509,345.500089366
643,430,2004,1629.42744585,170.092731873
644,430,2004,3466.51267376,240.10867769
645,410,2004,111136.617723,1890.6695784
646,430,2004,637.644185879,107.709970956
