X,Y,BM_Height,Easting,Northing,OBJECTID
-5.77989088546286,54.623495575284,BM 145.57,343442.812,377299.325,3001
-6.84961320672669,55.0158710088777,BM 145.59,273637.964,419319.458,3002
-6.84961320672669,55.0158710088777,BM 145.59,273637.964,419319.458,3003
-6.81923665689272,54.2441170205259,BM 145.65,277025.315,333445.723,3004
-6.17964903744851,54.2734094932731,BM 145.67,318633.761,337592.391,3005
-6.02347173326307,54.4092508138529,BM 145.67,328382.567,352984.517,3006
-5.93039414772899,54.3118129364286,BM 145.71,334743.712,342314.033,3007
-7.43180061356054,54.5594245505117,BM 145.78,236808.247,368049.205,3008
-6.79292194254593,54.2339818880177,BM 145.79,278760.048,332346.648,3009
-6.75175666427796,55.0268915923742,BM 145.79,279875.579,420653.655,3010
-6.75175666427796,55.0268915923742,BM 145.79,279875.579,420653.655,3011
-6.34055653777711,55.219853816055,BM 145.79,305659.763,442679.962,3012
-7.46854303110291,54.6927760550099,BM 145.83,234318.85,382875.163,3013
-6.14682880297439,54.5739357911904,BM 145.91,319891.183,371096.042,3014
-7.67438117302029,54.6540276862724,BM 145.98,221065.639,378480.574,3015
-7.67438117302029,54.6540276862724,BM 145.98,221065.639,378480.574,3016
-7.67438117302029,54.6540276862724,BM 145.98,221065.639,378480.574,3017
-6.16148667578245,54.8009844345729,BM 145.98,318281.312,396342.276,3018
-6.9244837461056,54.5905100432553,BM 145.99,269575.38,371893.182,3019
-7.38580171773393,54.9953904194726,BM 146.01,239358.848,416606.495,3020
-6.81044001174486,54.7701568669384,BM 146.02,276608.522,392009.143,3021
-6.3858379316571,54.781268234904,BM 146.02,303905.402,393792.309,3022
-7.45344824972926,54.5615919550902,BM 146.05,235405.883,368279.368,3023
-7.45344824972926,54.5615919550902,BM 146.05,235405.883,368279.368,3024
-5.89366793600063,54.8859507327134,BM 146.06,335217.637,406283.679,3025
-6.79325789323308,54.2181510458346,BM 146.14,278768.266,330584.216,3026
-6.15146428540662,54.1937533541277,BM 146.17,320701.84,328774.808,3027
-5.98648487492612,54.4070567773205,BM 146.22,330790.755,352808.364,3028
-6.2016431277683,54.2955455255885,BM 146.25,317138.307,340019.313,3029
-6.99021368329289,54.9611678854174,BM 146.29,264732.084,413090.859,3030
-6.23569850787712,54.9226961115622,BM 146.35,313168.013,409766.987,3031
-5.92497078267087,54.3927563430341,BM 146.38,334831.351,351332.769,3032
-6.72890084921085,54.9594765336833,BM 146.42,281473.598,413175.489,3033
-7.26325202643721,54.4157619301809,BM 146.44,247879.863,352158.627,3034
-6.80300226819897,54.2392001688095,BM 146.44,278092.907,332916.278,3035
-7.58201025179345,54.6524927697478,BM 146.49,227028.777,378341.297,3036
-7.58201025179345,54.6524927697478,BM 146.49,227028.777,378341.297,3037
-6.77870734535124,54.2101157661788,BM 146.50,279732.872,329706.172,3038
-5.92529817215578,54.5046567289226,BM 146.51,334442.965,363785.947,3039
-5.89611202425621,54.5002958923654,BM 146.53,336347.822,363356.769,3040
-6.24919997631999,54.2808145194352,BM 146.54,314082.925,338301.875,3041
-7.095172774196,54.6031353662325,BM 146.56,258523.375,373143.087,3042
-6.11589404152581,54.55287236682,BM 146.60,321954.316,368804.878,3043
-6.02318944599371,54.7720856667581,BM 146.61,327264.656,393367.884,3044
-7.28222186849112,54.6430157886065,BM 146.62,246390.074,377442.882,3045
-7.32727400723211,54.6799647583962,BM 146.73,243442.01,381527.191,3046
-5.99213987261143,54.4080551228289,BM 146.73,330420.443,352908.991,3047
-5.92251220628895,54.3935497082626,BM 146.74,334988.42,351425.772,3048
-7.3192421573036,54.6785761997913,BM 146.81,243961.59,381377.614,3049
-7.3928010225064,54.2678613371509,BM 146.82,239611.205,335615.055,3050
-7.38882836729939,54.2680450510112,BM 146.94,239869.867,335637.74,3051
-5.98832474928353,54.3687163869571,BM 146.94,330793.175,348537.891,3052
-6.76989757262986,54.7794771946655,BM 147.07,279199.504,393091.657,3053
-6.76988280297465,54.7794886156482,BM 147.07,279200.432,393092.945,3054
-5.87364913801914,54.8519120051982,BM 147.07,336617.162,402534.031,3055
-7.33488088092917,54.6830740708806,BM 147.09,242948.061,381868.64,3056
-5.75819024967417,54.6118149106149,BM 147.13,344885.696,376043.878,3057
-7.263141747263,54.8472008509236,BM 147.20,247383.078,400185.463,3058
-7.263141747263,54.8472008509236,BM 147.20,247383.078,400185.463,3059
-7.263141747263,54.8472008509236,BM 147.20,247383.078,400185.463,3060
-7.263141747263,54.8472008509236,BM 147.20,247383.078,400185.463,3061
-6.45742050921123,54.1605349127964,BM 147.20,300814.611,324598.132,3062
-6.16495714472908,54.8317539826277,BM 147.21,317968.457,399761.229,3063
-6.09752082821738,54.8638727918636,BM 147.21,322204.292,403451.772,3064
-7.55760433851045,54.6254715436406,BM 147.24,228623.08,375342.958,3065
-7.55760433851045,54.6254715436406,BM 147.24,228623.08,375342.958,3066
-7.37498907944902,54.7838426488447,BM 147.35,240261.17,393062.454,3067
-6.22739136497793,54.1414398008986,BM 147.35,315892.73,322825.493,3068
-6.09818631480435,54.1992923555737,BM 147.44,324162.272,329483.602,3069
-7.56154228525213,54.7332609789994,BM 147.49,228293.739,387340.534,3070
-7.56350012721074,54.3630530378434,BM 147.54,228423.591,346128.912,3071
-7.29684249727102,54.4833310941734,BM 147.58,245623.983,359657.763,3072
-6.25115868594564,54.1354774714359,BM 147.69,314356.056,322123.212,3073
-7.36744218809516,54.8305549466936,BM 147.78,240699.781,398266.9,3074
-6.82160948325097,54.2556732611581,BM 147.80,276849.152,334729.418,3075
-6.12100097887827,54.661745421966,BM 147.87,321299.787,380913.664,3076
-5.95843580108171,54.7332245603899,BM 147.9,331557.194,389162.092,3077
-5.78643631516103,54.6077770148148,BM 147.95,343075.257,375536.615,3078
-6.0791318044435,54.6837155450829,BM 147.96,323934.344,383432.072,3079
-7.30917263125072,54.29742087565,BM 148.01,245027.788,338955.509,3080
-6.52794500850979,54.214335447156,BM 148.04,296083.243,330487.889,3081
-6.09166514345522,54.191008933387,BM 148.04,324612.715,328573.196,3082
-5.85205354628199,54.7906410421031,BM 148.05,338213.053,395757.025,3083
-5.85205354628199,54.7906410421031,BM 148.05,338213.053,395757.025,3084
-5.85205354628199,54.7906410421031,BM 148.05,338213.053,395757.025,3085
-6.60229548207593,54.0969915453224,BM 148.12,291491.428,317328.762,3086
-7.25957976301672,54.3295065333197,BM 148.16,248219.179,342559.79,3087
-7.25888795726396,54.4556512004428,BM 148.18,248116.437,356601.836,3088
-7.46839194381211,54.4331849709538,BM 148.20,234547.201,353978.119,3089
-6.43347698955355,54.90341593011,BM 148.22,300536.437,407319.104,3090
-7.49207316208781,54.5080954871986,BM 148.25,232950.214,362305.53,3091
-7.49207316208781,54.5080954871986,BM 148.25,232950.214,362305.53,3092
-6.29033908737753,55.0037889476685,BM 148.28,309444.393,418706.47,3093
-7.15448274606704,54.467787556969,BM 148.31,254871.704,358029.106,3094
-6.06457067460885,54.30775811616,BM 148.42,326024.649,341614.747,3095
-7.75282629357322,54.587144384637,BM 148.50,216028.579,371014.445,3096
-6.7027773162787,54.2509490095147,BM 148.53,284603.203,334339.442,3097
-6.09766644466816,54.6604465832437,BM 148.53,322809.296,380809.653,3098
-7.40432463793514,54.5640791869914,BM 148.55,238581.403,368582.066,3099
-7.07299529855574,54.857181061645,BM 148.56,259582.825,401441.541,3100
-7.07299529855574,54.857181061645,BM 148.56,259582.825,401441.541,3101
-6.41962464204177,54.94492114392,BM 148.56,301320.611,411959.094,3102
-6.05050588052127,54.4103505106216,BM 148.61,326624.097,353057.982,3103
-6.023672327514,54.3646353744508,BM 148.62,328508.868,348018.683,3104
-7.68398655101646,54.7268208175401,BM 148.64,220409.139,386581.158,3105
-7.274534818356,54.2481066074875,BM 148.85,247339.448,333488.927,3106
-7.23449391366557,54.8332370795053,BM 148.93,249240.332,398650.737,3107
-7.24045990728666,54.330725435414,BM 148.96,249461.604,342708.703,3108
-8.02294850144558,54.4189288200805,BM 149.02,198558.694,352261.032,3109
-6.02004555767389,54.3008122446306,BM 149.05,328944.11,340922.177,3110
-6.81833276637568,55.1309032155019,BM 149.08,275422.237,432158.299,3111
-7.07457414595334,54.5453293808189,BM 149.13,259939.268,366725.762,3112
-6.16231846199678,54.7976788014146,BM 149.15,318237.475,395972.941,3113
-7.24888150495782,54.8767597956208,BM 149.24,248263.825,403485.746,3114
-7.24888150495782,54.8767597956208,BM 149.24,248263.825,403485.746,3115
-7.37788831072664,54.5853634761158,BM 149.40,240270.517,370966.196,3116
-7.00650850804196,54.9059805366756,BM 149.43,263775.553,406932.425,3117
-5.97603856574312,54.4977228956454,BM 149.48,331178.773,362918.481,3118
-6.00723160177877,54.7825783264153,BM 149.56,328258.274,394564.799,3119
-6.43475577023105,54.8681965591383,BM 149.57,300542.063,403396.954,3120
-5.9896611624167,54.2711077544144,BM 149.67,331016.122,337672.253,3121
-7.11038131532924,54.6028635010508,BM 149.89,257540.923,373100.272,3122
-6.10736355717474,54.6650860205198,BM 149.97,322169.677,381309.115,3123
-7.06264614322846,54.6841800160697,BM 149.99,260504.938,382192.211,3124
-5.71692144925085,54.3317108419309,BM 15.04,348563.093,344957.241,3125
-6.66447456818748,54.5065006989065,BM 15.07,286560.475,362830.52,3126
-6.63276056362679,54.5134551131056,BM 15.08,288599.658,363644.069,3127
-7.25855660778653,55.0079515878353,BM 15.10,247487.983,418083.822,3128
-5.9360483902126,54.5852398008068,BM 15.13,333483.362,372733.991,3129
-6.45622645694454,54.7479067573644,BM 15.16,299458.657,389976.851,3130
-6.48522794367173,54.8854920640866,BM 15.22,297260.191,405250.892,3131
-5.71245220044225,54.2533611361166,BM 15.22,349136.64,336247.431,3132
-6.45556841072843,54.8129388103285,BM 15.23,299341.546,397216.495,3133
-6.11780945572101,54.0683617227875,BM 15.25,323269.935,314877.674,3134
-6.56087283371938,54.4823777207511,BM 15.29,293326.026,360277.826,3135
-6.62360021934378,55.0993329561971,BM 15.29,287912.025,428871.536,3136
-5.56975296925444,54.3001182893425,BM 15.30,358255.857,341761.602,3137
-6.50102990148031,54.875837709845,BM 15.32,296269.171,404154.417,3138
-6.58463403734492,55.0681556020201,BM 15.32,290469.634,425450.678,3139
-6.52038335450715,55.2112506070086,BM 15.32,294236.329,441464.661,3140
-5.58400095138798,54.3204131560495,BM 15.33,357251.094,343988.205,3141
-5.9774613664306,54.5643194704675,BM 15.35,330873.387,370327.774,3142
-5.65692003992085,54.6640548259933,BM 15.36,351233.291,382071.19,3143
-6.51706035327719,54.6509168131968,BM 15.37,295769.745,379096.414,3144
-5.77622903928989,54.2565483356577,BM 15.37,344969.555,336469.245,3145
-5.57111297594501,54.4080540687665,BM 15.38,357753.24,353770.019,3146
-5.57111297594501,54.4080540687665,BM 15.38,357753.24,353770.019,3147
-5.57111297594501,54.4080540687665,BM 15.38,357753.24,353770.019,3148
-5.64661306369108,54.4417084279357,BM 15.39,352726.799,357348.841,3149
-5.64661306369108,54.4417084279357,BM 15.39,352726.799,357348.841,3150
-5.50671351147007,54.5124599545256,BM 15.40,361522.048,365534.791,3151
-5.60399573176406,54.6726151518636,BM 15.45,354615.004,383139.133,3152
-5.56586567511707,54.3010970270257,BM 15.50,358505.108,341879.247,3153
-5.66146248814563,54.6612180328335,BM 15.50,350950.767,381745.708,3154
-7.47085408255551,54.8218595245369,BM 15.54,234061.36,397243.791,3155
-6.06601705505189,55.1218627133046,BM 15.56,323432.483,432222.923,3156
-6.46121510490275,54.7537515033682,BM 15.57,299123.166,390620.367,3157
-5.55516577274945,54.6457117919728,BM 15.59,357868.7,380253.748,3158
-6.45289424004714,54.7428083821513,BM 15.60,299685.735,389414.083,3159
-6.47294479159944,54.8230922969731,BM 15.60,298199.856,398322.206,3160
-6.96008166974404,55.0492545849441,BM 15.64,266516.313,422925.065,3161
-6.96008166974404,55.0492545849441,BM 15.64,266516.313,422925.065,3162
-5.50339079714021,54.4172632831337,BM 15.66,362113.132,354948.624,3163
-6.56620218906311,54.5799851341776,BM 15.69,292759.096,371135.206,3164
-5.53696659087914,54.4224650558291,BM 15.72,359913.778,355450.733,3165
-5.49512612643648,54.360145431426,BM 15.75,362875.606,348611.493,3166
-5.53945062420489,54.5025793156694,BM 15.75,359440.786,364360.552,3167
-6.04301118608715,55.1327311972386,BM 15.76,324866.098,433473.568,3168
-5.71449290123252,54.5879771893861,BM 15.80,347794.697,373481.933,3169
-6.30687041930723,54.5637543036108,BM 15.84,309569.779,369701.695,3170
-6.30613740953971,54.5613320671431,BM 15.85,309623.687,369433.234,3171
-6.61169745755374,54.5445366701655,BM 15.88,289895.452,367130.42,3172
-6.70924965655828,55.1877526634369,BM 15.89,282262.791,438610.035,3173
-5.55689506991637,54.4249578187577,BM 15.89,358610.929,355683.071,3174
-5.55689506991637,54.4249578187577,BM 15.89,358610.929,355683.071,3175
-6.35599493368982,54.263735557209,BM 15.90,307172.005,336233.62,3176
-5.53111721782976,54.6072641673622,BM 15.91,359571.231,376029.368,3177
-6.06417844880373,55.1171948861164,BM 15.93,323564.176,431706.609,3178
-5.49117499562238,54.5492290370036,BM 15.93,362382.13,369662.389,3179
-6.61134079061737,54.462403397197,BM 15.97,290099.011,357988.813,3180
-6.60429528559243,55.0100819891645,BM 15.97,289342.766,418960.834,3181
-5.74578535057263,54.799486866647,BM 15.97,345015.839,396956.181,3182
-7.12298568633499,54.7694137717371,BM 150.02,256494.687,391629.967,3183
-7.12298568633499,54.7694137717371,BM 150.02,256494.687,391629.967,3184
-6.02399520932506,54.3622855773783,BM 150.08,328495.218,347756.575,3185
-7.4310088665037,54.7830732472674,BM 150.10,236657.619,392946.101,3186
-7.10669578309319,54.7742996338779,BM 150.11,257536.18,392187.092,3187
-7.70466291946106,54.58525364243,BM 150.20,219143.303,370816,3188
-6.168350484787,54.5620083792224,BM 150.22,318534.151,369732.026,3189
-6.72427185856461,54.2536708586953,BM 150.29,283196.758,334616.856,3190
-7.35613620384347,54.4714990409916,BM 150.32,241792.936,358303.879,3191
-6.92954739399201,54.5252305468358,BM 150.32,269358.706,364621.73,3192
-5.8590000278228,54.7371150007861,BM 150.45,337948.236,389786.058,3193
-7.42628732735189,54.558768896471,BM 150.47,237165.523,367979.117,3194
-7.36828431982739,54.7879042493793,BM 150.48,240688.47,393518.464,3195
-7.97178687082546,54.384054961885,BM 150.59,201881.575,348379.141,3196
-7.97178687082546,54.384054961885,BM 150.59,201881.575,348379.141,3197
-7.97178687082546,54.384054961885,BM 150.59,201881.575,348379.141,3198
-6.0721647785275,55.1796954247832,BM 150.64,322862.469,438649.341,3199
-6.0721647785275,55.1796954247832,BM 150.64,322862.469,438649.341,3200
-6.0721647785275,55.1796954247832,BM 150.64,322862.469,438649.341,3201
-6.82199684578273,54.2527457654767,BM 150.79,276829.347,334403.148,3202
-7.38537394702602,54.4587057666671,BM 150.80,239909.789,356862.836,3203
-6.16051386005662,54.1919928698014,BM 150.89,320116.346,328563.452,3204
-7.25219586816893,54.750839418733,BM 150.91,248200.681,389465.904,3205
-6.27068908663242,54.9552137461812,BM 150.93,310835.325,413330.498,3206
-6.73966142861717,54.2357617495927,BM 150.95,282229.363,332605.459,3207
-7.51015395249386,54.4160038614785,BM 150.96,231850.384,352045.929,3208
-6.79064144793113,54.2345052450265,BM 150.98,278907.75,332407.446,3209
-6.33067787318469,54.1315761816123,BM 151.02,309169.267,321563.315,3210
-6.84842161899243,55.0477676552569,BM 151.05,273655.677,422871.459,3211
-6.12694166001039,54.8830678782914,BM 151.05,320258.285,405537.36,3212
-6.8917486183815,54.7513097404944,BM 151.06,271408.873,389825.404,3213
-7.15747354558289,54.710608575545,BM 151.07,254353.673,385056.63,3214
-6.15005459278557,54.7444895277334,BM 151.10,319182.352,390073.519,3215
-7.40117517245709,54.4187960802949,BM 151.13,238922.815,352411.448,3216
-7.49139632181835,54.4277434711607,BM 151.26,233058.72,353361.364,3217
-6.41971078043089,54.8619750596531,BM 151.27,301523.547,402726.128,3218
-6.95756900949619,54.663019468704,BM 151.33,267316.857,379932.301,3219
-7.68708631226587,54.724311364023,BM 151.34,220210.668,386300.905,3220
-7.68708631226587,54.724311364023,BM 151.34,220210.668,386300.905,3221
-7.68708631226587,54.724311364023,BM 151.34,220210.668,386300.905,3222
-6.45641499014737,54.9572624598579,BM 151.36,298932.922,413280.207,3223
-6.40774681364299,54.9142384288125,BM 151.43,302159.41,408561.01,3224
-7.37700661130846,54.9965912868016,BM 151.57,239920.565,416745.163,3225
-6.177377615673,54.8324351955124,BM 151.72,317168.433,399816.217,3226
-7.26323305898308,54.8499592801291,BM 151.90,247373.982,400492.474,3227
-7.26323305898308,54.8499592801291,BM 151.90,247373.982,400492.474,3228
-7.26323305898308,54.8499592801291,BM 151.90,247373.982,400492.474,3229
-7.26323305898308,54.8499592801291,BM 151.90,247373.982,400492.474,3230
-6.98812826826274,54.953557657908,BM 151.91,264877.92,412245.613,3231
-5.91895149934621,54.7701011850849,BM 151.94,333978.419,393341.146,3232
-5.87344844987911,54.4947304609123,BM 151.95,337834.58,362781.524,3233
-7.37895413807309,54.5879952107729,BM 151.99,240199.018,371258.545,3234
-6.12705651553294,54.5828429752044,BM 152.07,321143.266,372121.308,3235
-6.90226036430454,54.421834016194,BM 152.11,271304.975,353139.782,3236
-6.06880487541514,54.9299394906204,BM 152.18,323844.987,410855.739,3237
-6.08602937801762,54.6741447220436,BM 152.19,323518.592,382354.677,3238
-6.08871982330029,54.9002629783559,BM 152.23,322658.743,407517.546,3239
-6.18246697123375,54.568524136197,BM 152.31,317602.33,370433.534,3240
-5.91825291512091,54.3592166269474,BM 152.36,335377.956,347612.931,3241
-6.52475493491951,54.212291912797,BM 152.40,296296.097,330264.785,3242
-6.11425486189533,54.6632641100955,BM 152.43,321730.52,381094.368,3243
-7.85968509935968,54.3239102269481,BM 152.51,209178.52,341692.851,3244
-7.38932607197139,54.451657507792,BM 152.58,239660.287,356076.025,3245
-6.08775866588211,54.2023882439332,BM 152.61,324833.376,329846.532,3246
-6.08859026928536,54.3476323795631,BM 152.61,324341.075,346009.918,3247
-5.97441092166314,54.6884898498812,BM 152.64,330672.051,384153.328,3248
-6.95978761516772,54.4461956622814,BM 152.7,267530.834,355794.815,3249
-5.99903240443764,54.1290098496954,BM 152.77,330853.901,321840.641,3250
-6.60862455555243,54.091723281554,BM 152.78,291088.922,316734.235,3251
-7.38330980988998,54.5937426064432,BM 152.80,239911.811,371895.852,3252
-6.08155496188861,54.9005455510313,BM 152.88,323117.456,407561.571,3253
-6.32711125676314,54.1289111770339,BM 152.97,309409.411,321272.222,3254
-6.40206284184934,54.2459188660432,BM 152.97,304215.377,334181.66,3255
-7.12650825661626,54.6033936661872,BM 153.06,256497.995,373146.21,3256
-7.18467305019596,54.3758109606847,BM 153.18,253032.767,347767.801,3257
-6.95017341371665,54.5110769270324,BM 153.23,268046.767,363026.123,3258
-7.17566798144571,54.8578883085237,BM 153.24,252988.158,401437.826,3259
-6.91820807897595,54.5968399829128,BM 153.27,269970.208,372604.017,3260
-6.91820807897595,54.5968399829128,BM 153.27,269970.208,372604.017,3261
-5.91489032549801,54.7696963227136,BM 153.29,334241.086,393303.851,3262
-7.18675528928361,54.882342775374,BM 153.33,252244.511,404151.804,3263
-6.12372257260804,54.1696002550679,BM 153.40,322583.748,326134.478,3264
-6.96357086605851,54.6745268878073,BM 153.41,266910.656,381207.519,3265
-7.7199257626765,54.6018725191823,BM 153.53,218149.11,372661.962,3266
-7.7199257626765,54.6018725191823,BM 153.53,218149.11,372661.962,3267
-7.7199257626765,54.6018725191823,BM 153.53,218149.11,372661.962,3268
-6.81149439283942,54.6813025046078,BM 153.62,276708.24,382117.218,3269
-6.86726452244213,54.6663199146036,BM 153.71,273138.077,380389.961,3270
-6.06302322346774,54.9320149834694,BM 153.78,324209.169,411096.995,3271
-6.10629930842559,54.827040006538,BM 153.87,321751.551,399336.853,3272
-7.3196688674118,54.4699044566242,BM 153.93,244158.954,358148.626,3273
-7.45391659458284,54.4336282748464,BM 153.94,235486.188,354034.657,3274
-7.13117703892244,54.7628920317737,BM 154.01,255976.485,390897.41,3275
-6.20781948527083,54.1505443004401,BM 154.06,317145.965,323871.037,3276
-6.10433886066506,54.6636958206714,BM 154.11,322368.999,381159.65,3277
-7.07184168986062,54.7283657829938,BM 154.12,259846.803,387102.965,3278
-7.56592140060784,54.3909981176883,BM 154.24,228247.021,349238.644,3279
-6.15491154713956,55.0996654969819,BM 154.28,317827.178,429598.658,3280
-6.15491154713956,55.0996654969819,BM 154.28,317827.178,429598.658,3281
-7.2171881184282,54.4435074159721,BM 154.37,250836.04,355279.345,3282
-7.1583130584319,54.8483438476449,BM 154.43,254115.462,400388.587,3283
-6.24413995403727,54.9374318964643,BM 154.45,312585.678,411393.592,3284
-7.00764827181272,54.9132960145027,BM 154.55,263690.899,407745.748,3285
-6.0813417982564,54.6530088531568,BM 154.60,323885.25,380010.497,3286
-7.41728788880614,54.8078748130019,BM 154.61,237517.469,395714.309,3287
-7.7021655031465,54.5838289835499,BM 154.69,219305.445,370658.09,3288
-6.02587310890747,54.3054075051984,BM 154.71,328550.464,341422.964,3289
-7.28666763310631,54.6908207839107,BM 154.73,246048.967,382761.536,3290
-6.20525657698432,54.7817025250801,BM 154.76,315521.781,394123.137,3291
-6.92447865382702,54.5918060583501,BM 154.83,269573.501,372037.451,3292
-7.25469960743238,54.4549508533789,BM 154.93,248388.911,356526.746,3293
-7.59440978964367,54.5024065677632,BM 155.05,226324.883,361629.191,3294
-6.40990298567803,54.9591018218233,BM 155.05,301907.652,413551.689,3295
-7.39255143166013,54.6627578932687,BM 155.13,239247.971,379573.329,3296
-7.30504790117172,54.9059229491212,BM 155.17,244626.234,406695.033,3297
-7.37645595536326,54.2688399041775,BM 155.21,240675.208,335733.272,3298
-6.73307255900565,54.1941159694922,BM 155.21,282742.156,327977.794,3299
-7.4876379357085,54.42830140717,BM 155.22,233302.199,353425.24,3300
-6.20754890542247,54.1481071349405,BM 155.22,317170.524,323600.242,3301
-5.99298950261043,54.2549467943073,BM 155.24,330850.489,335867.491,3302
-6.76484457886442,54.2367185386596,BM 155.26,280585.505,332682.926,3303
-5.9050782582125,54.7717106574705,BM 155.39,334865.774,393546.868,3304
-5.9050782582125,54.7717106574705,BM 155.39,334865.774,393546.868,3305
-5.9050782582125,54.7717106574705,BM 155.39,334865.774,393546.868,3306
-5.86661468180318,54.5410758045458,BM 155.40,338120.807,367952.862,3307
-5.99171990374387,54.2689167395202,BM 155.49,330888.961,337424.59,3308
-6.08166027820129,54.6753885505551,BM 155.51,323796.624,382500.81,3309
-7.25831639834229,54.6806133018445,BM 155.53,247889.229,381644.208,3310
-7.53786099042558,54.5865635473034,BM 155.58,229926.814,371019.973,3311
-6.69897198106898,54.7417552808948,BM 155.63,283840.884,388975.084,3312
-5.95036372918113,54.7972867851711,BM 155.72,331868.627,396307.34,3313
-7.19758481696885,54.856511872683,BM 155.79,251582.41,401268.252,3314
-7.15618823654325,54.956994256728,BM 155.83,254106.135,412485.366,3315
-5.86485441243402,54.4872255688327,BM 155.85,338416.685,361963.149,3316
-7.16169065352924,54.8628188613157,BM 155.89,253879.213,401997.355,3317
-7.65574508679512,54.5844428054132,BM 156.01,222306.503,370740.142,3318
-6.93805231940806,54.5800697564393,BM 156.02,268715.832,370717.696,3319
-6.42582618429015,54.2036009137723,BM 156.03,302771.449,329436.864,3320
-6.03387241478117,54.7809436958527,BM 156.04,326549.597,394334.463,3321
-6.91624162563146,54.6005126932348,BM 156.05,270090.999,373014.798,3322
-5.81456028417113,54.742558267123,BM 156.09,340791.223,390480.152,3323
-6.01156164659728,54.3803851943978,BM 156.18,329246.48,349793.695,3324
-7.56530288828467,54.3683332355341,BM 156.19,228302.774,346715.951,3325
-6.32162599666203,54.1125043949019,BM 156.19,309811.326,319454.71,3326
-7.48126187229509,54.6903193187253,BM 156.23,233500.716,382595.54,3327
-6.41061418910476,54.9125177018716,BM 156.32,301979.891,408365.294,3328
-7.06552194575586,54.7309771160326,BM 156.33,260250.081,387399.058,3329
-7.06552194575586,54.7309771160326,BM 156.33,260250.081,387399.058,3330
-6.92836857003696,54.5974948229203,BM 156.35,269312.396,372666.846,3331
-7.28056873167504,54.6893601764206,BM 156.59,246443.927,382602.958,3332
-6.62863188758295,54.2667842606849,BM 156.77,289401.556,336193.342,3333
-6.10900610468318,54.664196947277,BM 156.90,322066.371,381207.304,3334
-6.0798336575665,55.1910811759761,BM 156.93,322339.09,439903.205,3335
-6.0798336575665,55.1910811759761,BM 156.93,322339.09,439903.205,3336
-6.0798336575665,55.1910811759761,BM 156.93,322339.09,439903.205,3337
-7.12939832686255,54.7030011327002,BM 157.11,256173.735,384231.879,3338
-7.04600608000688,54.538919524614,BM 157.15,261797.737,366036.967,3339
-7.36533204754241,54.7663771861594,BM 157.23,240900.095,391123.764,3340
-7.25672351062846,54.3293977342717,BM 157.35,248405.127,342549.635,3341
-7.36943339370831,54.8345055969289,BM 157.43,240567.858,398705.541,3342
-5.95329920268033,54.9526076519695,BM 157.55,331174.474,413589.219,3343
-7.00767299788834,54.9083669931625,BM 157.70,263697.093,407197.026,3344
-7.36567456973235,54.8274193835107,BM 157.71,240816.537,397918.87,3345
-7.36567456973235,54.8274193835107,BM 157.71,240816.537,397918.87,3346
-6.01568414764705,54.7880491005906,BM 157.78,327697.291,395158.276,3347
-7.39937314307426,54.4214688742587,BM 157.83,239037.259,352709.966,3348
-6.06258700187876,54.9298419722069,BM 157.89,324243.825,410855.903,3349
-6.97655176281718,54.4498727311377,BM 157.90,266437.369,356188.174,3350
-6.08178628932561,54.2038017258066,BM 157.90,325218.788,330014.414,3351
-5.79839004845033,54.778599876989,BM 158.03,341706.448,394523.996,3352
-7.24059800173497,54.3322407510529,BM 158.06,249450.803,342877.279,3353
-7.31718018136931,54.8332475445038,BM 158.10,243926.916,398596.972,3354
-7.31718018136931,54.8332475445038,BM 158.10,243926.916,398596.972,3355
-6.15626952452988,54.7975604234913,BM 158.13,318626.81,395969.982,3356
-7.46280802559524,54.4337092266002,BM 158.17,234909.121,354039.228,3357
-7.01247398844909,54.8762313121827,BM 158.19,263439.627,403615.33,3358
-6.62620550929348,54.2500952365057,BM 158.19,289595.807,334338.869,3359
-7.21394559700908,54.8719946991381,BM 158.25,250512.332,402979.906,3360
-6.85380188817144,54.8274704377721,BM 158.40,273713.533,398342.592,3361
-6.35245681606965,55.2174176248057,BM 158.43,304908.876,442390.817,3362
-6.05468944867196,54.34041668194,BM 158.43,326567.43,345267.163,3363
-7.39141489592886,54.4298595751414,BM 158.55,239545.776,353648.412,3364
-5.99846803867044,54.1327700693308,BM 158.55,330878.936,322260.161,3365
-7.42892190816195,54.4445430708047,BM 158.56,237098.327,355262.513,3366
-6.07200518211599,54.377227726708,BM 158.62,325329.287,349333.121,3367
-7.31234364885039,54.3030148830603,BM 158.68,244815.256,339576.171,3368
-6.24067148111304,54.9295876553679,BM 158.70,312829.913,410526.046,3369
-6.05675661138313,54.9324733957432,BM 158.71,324609.392,411159.156,3370
-6.42903655326576,54.9042660890139,BM 158.72,300819.131,407420.12,3371
-5.78087932134854,54.6204032295532,BM 158.72,343389.856,376953.151,3372
-6.054303885406,55.1720882398708,BM 158.75,324023.78,437834.187,3373
-6.054303885406,55.1720882398708,BM 158.75,324023.78,437834.187,3374
-6.87061605314143,54.7837244317461,BM 159.00,272711.424,393455.385,3375
-7.05498157224171,54.9301558979753,BM 159.08,260630.011,409580.59,3376
-7.43332308701079,54.8203004499681,BM 159.09,236475.205,397089.101,3377
-7.43332308701079,54.8203004499681,BM 159.09,236475.205,397089.101,3378
-6.91119800254799,54.5892760069672,BM 159.13,270436.335,371769.044,3379
