FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Shape_Area,Acres
8748,39508.875,1612.44439316,8130,207,310,1612.44439183,39508.8740829,0.907002573896
8749,18856.099565,764.752208163,8055,174,310,764.752186974,18856.1018296,0.432878265708
8750,1168768.31776,8403.68251999,7738,5451,310,8403.68259145,1168768.31523,26.8313358658
8751,52854.068605,1225.28151713,7685,160,310,1225.28149682,52854.062061,1.21336715973
8752,765329.008011,6352.34458379,8131,268,310,6352.34432559,765329.026945,17.5696071687
8753,10861.651104,566.406784541,8604,600,310,566.406749156,10861.6545248,0.24935027483
8754,46234.9307035,953.096372766,7739,128,310,953.096453046,46234.9306847,1.06141220443
8755,144719.745672,2858.02020693,7854,2346,310,2858.02024934,144719.756274,3.32232174369
8756,87708.5,1450.11739017,8056,1782,310,1450.11724695,87708.4991974,2.01351813665
8757,43821.3585565,994.191515393,8235,110,310,994.191529845,43821.3562117,1.00600393704
8758,2938313.18894,13395.5186967,8605,403,310,13395.5186398,2938313.16697,67.4546584082
8759,29386.735778,814.97957244,7740,2348,310,814.979548925,29386.7367681,0.674629346083
8760,1744599.74249,17525.3767571,7855,1536,310,17525.3765932,1744599.73721,40.0506592202
8761,135800.372176,1483.53775081,7741,2084,310,1483.53770675,135800.380323,3.11756022788
8762,133440.09375,2550.09006288,8236,209,310,2550.09026229,133440.088266,3.06337516134
8763,263279.843706,4170.33361096,8606,1230,310,4170.33347412,263279.847865,6.04409781881
8764,256779.796319,3296.32018991,8057,2308,310,3296.32016874,256779.788849,5.8948763997
8765,1733.1581145,164.36246487,8132,2285,310,164.362459243,1733.15938826,0.0397880238961
8766,19749.8891025,746.568179529,7856,1493,310,746.568136075,19749.8905727,0.453396913969
8767,58874.114251,1309.02161274,8058,2643,310,1309.02155148,58874.0978236,1.35156871719
8768,158989.835461,2825.93895089,7742,0,0,2825.93892165,158989.846673,3.64991925241
8769,12666.748766,1140.98225248,8237,2268,310,1140.98226746,12666.7533718,0.290789808058
8770,11213,416.745208244,8607,2026,310,416.745224918,11213.0008756,0.257416109452
8771,480725.202442,4397.21938996,7857,3673,310,4397.21941815,480725.217917,11.0359766029
8772,6233837.12934,37948.7676313,8133,0,0,37948.7679415,6233837.17996,143.109782263
8773,146045.232681,3093.16169965,7743,2490,310,3093.16144154,146045.24003,3.35275078542
8774,768830.988,7293.9771764,8059,2089,310,7293.97706738,768830.98573,17.6500014018
8775,788436.338062,9266.37043298,8238,213,310,9266.3702873,788436.30538,18.1000794108
8776,35300.519041,1916.71013235,8239,2678,310,1916.71021428,35300.5210911,0.810391696364
8777,129934.193628,2767.00992438,7858,1189,310,2767.01002853,129934.1881,2.98289044623
8778,197661.731228,3592.16352839,8608,422,310,3592.16353682,197661.714871,4.5377067383
8779,447405.044643,3563.50668602,8134,0,0,3563.50675519,447405.04803,10.2710476964
8780,9698692.50879,36957.8476827,7744,2082,310,36957.8474966,9698692.4935,222.652233434
8781,20295.3991155,1087.28735628,7859,1558,310,1087.28745041,20295.3952778,0.465920028916
8782,6416.85582601,428.806991727,8135,2319,310,428.806935384,6416.851845,0.14731123766
8783,87873.654528,2198.92524301,8060,2516,310,2198.92509711,87873.6597103,2.01730971547
8784,82725.064375,3934.93703502,8240,1294,310,3934.93719612,82725.0686928,1.89911385661
8785,102680.671875,2266.51089439,8609,1418,310,2266.51095319,102680.667559,2.35723320209
8786,26932.7241225,989.311757574,7745,272,310,989.311651759,26932.7218487,0.61829269008
8787,16511.750003,505.603088617,7860,3683,310,505.603135309,16511.7441213,0.37905900295
8788,350494.841363,3814.86825317,8136,1273,310,3814.86831451,350494.852243,8.04628682798
8789,304400.763532,6482.07261224,8241,820,310,6482.07255475,304400.767468,6.98810801366
8790,76.0972920032,64.88880085,8061,1275,310,64.8889534599,76.0975157528,0.00174696556804
8791,59664.59166,1917.66401193,7861,2472,310,1917.66381529,59664.5879364,1.36971594572
8792,153586.09375,3224.45201919,7746,490,310,3224.45192638,153586.087148,3.52586550722
8793,75144.277375,1101.10036491,7862,166,310,1101.1003056,75144.2855025,1.72508232508
8794,7318.08338652,913.373331636,8242,2322,310,913.373382118,7318.08726136,0.168000838701
8795,68933.170474,1517.13555165,8610,1356,310,1517.13551283,68933.170946,1.58249418456
8796,556.663011499,129.460187617,8137,1775,310,129.460197085,556.663941608,0.0127792967922
8797,18216,1159.36827949,8062,1288,310,1159.36814543,18216.0065577,0.418183641459
8798,11053.000019,414.813443507,7747,135,310,414.813377669,11053.0010695,0.253743004629
8799,22285.367304,582.845642975,7863,1168,310,582.845667263,22285.3686086,0.511603713276
8800,97662.84375,2158.4541133,8138,1313,310,2158.45390543,97662.8288337,2.24203901483
8801,34494.4086925,1278.1470471,8243,179,310,1278.14704381,34494.4106166,0.791885872238
8802,377100.382077,5944.20897344,8063,2517,310,5944.20930731,377100.387656,8.65706832099
8803,7954.53932601,618.026816441,8611,1226,310,618.026742042,7954.53634377,0.182611757622
8804,67695.1559435,1847.14847316,7748,1211,310,1847.14864652,67695.154725,1.55407312917
8805,181162.9705,2660.72014826,8064,2090,310,2660.72000748,181162.95829,4.15894588945
8806,53122.7875945,965.006465473,7749,0,0,965.006500229,53122.7905976,1.21953634273
8807,35491.538932,1106.85971063,8612,397,310,1106.85964466,35491.5474946,0.814777076705
8808,63869.5244105,1494.87054589,8139,1294,310,1494.87051116,63869.5247253,1.46624839771
8809,16348.9242475,763.660431717,7864,2331,310,763.660417279,16348.9252231,0.375321180417
8810,11451.632327,773.713072809,8244,2679,310,773.713002406,11451.6406995,0.262894547894
8811,4371.62670902,478.252342699,8613,1758,310,478.252372112,4371.62175315,0.100359027541
8812,3906632.9812,20744.9455441,8245,1293,310,20744.9455805,3906633.02386,89.6843124526
8813,70838.5350534,2256.46325419,8140,2659,310,2256.46338841,70838.5298099,1.62623538028
8814,8061.537179,412.006010932,8065,173,310,412.006062593,8061.53808038,0.185068189317
8815,51194.1445305,2104.34948633,7865,948,310,2104.34955596,51194.1608296,1.17526091843
8816,8354.21484198,486.374189749,8246,2646,310,486.374194775,8354.21747263,0.191787210505
8817,203315.070568,3142.65801085,7750,3531,310,3142.65810214,203315.062178,4.66749025347
8818,22573.8649216,1713.73824305,8614,1379,310,1713.73811863,22573.8694964,0.51822680882
8819,6184.797717,328.179613366,8066,0,0,328.179600841,6184.79952953,0.141984028209
8820,473814.717978,4064.72324111,8247,422,310,4064.72366491,473814.711382,10.8773325676
8821,14340,503.748570481,8615,2025,310,503.748562695,14339.9994057,0.329202405094
8822,224293.242918,2504.64793495,7751,672,310,2504.64792294,224293.245129,5.14908499321
8823,17445.2623815,625.739239705,7866,2407,310,625.73924262,17445.2606023,0.400489678227
8824,46329.253484,923.148452047,8141,433,310,923.14835374,46329.2553684,1.06357760987
8825,8793.86593499,995.602030172,8067,1539,310,995.602077878,8793.86433452,0.201880154042
8826,105082.156098,2118.99541453,8248,555,310,2118.99541564,105082.154161,2.41236396904
8827,8516.22212799,649.584738468,8142,1195,310,649.584780515,8516.2165959,0.195506213518
8828,438012.507421,4504.46940589,8616,640,310,4504.46942056,438012.514682,10.055423938
8829,207057.908421,4309.32074155,7867,1170,310,4309.32062148,207057.888622,4.75341406925
8830,69343.65625,3341.88195504,7752,192,310,3341.88201278,69343.6540495,1.59191761765
8831,123333.408264,1662.42321894,8068,986,310,1662.42331115,123333.416549,2.83135697623
8832,27869.5,628.528012113,8249,1762,310,628.527974087,27869.4980494,0.639798198524
8833,21971.3920615,749.438126434,8143,1356,310,749.438049684,21971.3835986,0.504395580451
8834,4507202.0125,23782.967127,7753,1051,310,23782.9668058,4507202.00291,103.471534246
8835,721178.060662,7395.50051335,8617,227,310,7395.50039082,721178.052634,16.5560362111
8836,3221371.4379,17641.0895293,8250,974,310,17641.0897336,3221371.4558,73.9528085704
8837,415395.419727,9056.19330949,7868,0,0,9056.19325688,415395.40572,9.53620448362
8838,8061.5697475,578.17351305,8069,2281,310,578.17350567,8061.56425234,0.185068790144
8839,45075.6211775,1337.36690726,8070,2313,310,1337.36691591,45075.6155048,1.03479788356
8840,25904.9657715,761.770549059,8251,2732,310,761.770511829,25904.9649013,0.594698542733
8841,133332.502125,3629.0879014,8144,1283,310,3629.08791226,133332.488031,3.06090498997
8842,154000.168171,2390.67435381,7754,2343,310,2390.6743597,154000.17632,3.53537172457
8843,43770.7380305,884.967902428,7869,2416,310,884.968016261,43770.7372053,1.00484187991
8844,15560.4431025,809.510835391,8618,1753,310,809.510870563,15560.4430565,0.357220048174
8845,18418.0446505,807.05662144,8071,1351,310,807.056653234,18418.0531525,0.422822011592
8846,17155.697493,534.605612473,8145,172,310,534.605567148,17155.6964715,0.393842173885
8847,11961.6358395,564.366063588,7755,2423,310,564.365933589,11961.638302,0.274602528666
8848,50364.621441,1502.66560024,8619,1229,310,1502.66573941,50364.6131489,1.15621704793
8849,86526.625,1732.2078891,7870,196,310,1732.20787424,86526.6108499,1.98638560508
8850,17814.40625,609.451822459,8252,1432,310,609.451848043,17814.4072929,0.408964154057
8851,5159.634989,286.345183335,8253,2310,310,286.345185197,5159.63531668,0.118449402096
8852,70199.4080546,2782.09016405,7871,1541,310,2782.08998096,70199.4053314,1.61156304247
8853,778012.755313,6315.60337463,8620,1293,310,6315.60343641,778012.761409,17.8607868106
8854,5903.38023148,503.464780693,8146,1051,310,503.464717854,5903.38192213,0.135523543061
8855,9875.74899051,711.526377228,7756,0,0,711.526415752,9875.74866876,0.226716900181
8856,21351.148152,799.352021891,8072,1178,310,799.351986329,21351.14597,0.490156826787
8857,169615.939094,3999.68581471,8254,1770,310,3999.68606092,169615.939027,3.89386174225
8858,13472.449299,1165.81487713,8073,0,0,1165.81481897,13472.4325928,0.309285731925
8859,323234.048269,4544.03351927,7872,2414,310,4544.03344892,323234.012047,7.42046154699
8860,17814.970825,812.434899346,7757,1164,310,812.434743621,17814.9645424,0.408976946798
8861,243054.201129,4622.17266902,8621,1158,310,4622.17292801,243054.201415,5.57977900906
8862,13625.2706195,637.638796088,8147,2312,310,637.638878272,13625.26879,0.312794382261
8863,642205.5035,3400.81431206,8074,1788,310,3400.81438223,642205.50322,14.743068688
8864,62283.1745064,1190.87317503,7758,2340,310,1190.87316332,62283.1676888,1.42983050556
8865,2251.83661201,252.368831293,8255,2734,310,252.368888068,2251.83427875,0.0516952085885
8866,236107.726104,3771.81893973,8148,550,310,3771.81893797,236107.707442,5.42030881257
8867,49692.3728554,1843.94754534,8622,1250,310,1843.94760964,49692.3747907,1.14078451701
8868,140945.003284,1497.85192871,7873,1187,310,1497.85185248,140944.999157,3.23566489757
8869,407160,2963.92664142,8256,2049,310,2963.92666223,407160.009685,9.3471450489
8870,91207.125,1722.65245844,8149,0,0,1722.65246429,91207.1358688,2.09383610419
8871,91317.3523705,1779.10055911,7874,1219,310,1779.10053441,91317.3552228,2.09636640251
8872,146961.378906,1447.18426412,8623,1419,310,1447.18431499,146961.378811,3.37378252201
8873,14873.4691295,779.261080446,8624,1762,310,779.261107816,14873.4741454,0.341449348933
8874,18412.963902,898.499123309,7759,5435,310,898.49919591,18412.9735099,0.422705398577
8875,25318.6485355,681.475499263,8150,552,310,681.475565402,25318.6470319,0.581238482709
8876,23412.606297,1184.4518121,7875,142,310,1184.45193533,23412.6138228,0.537481806095
8877,38984.5,863.982945155,8075,0,0,863.982957688,38984.5006476,0.894964568092
8878,1399100.54615,12118.0012854,8257,2302,310,12118.0014809,1399100.52397,32.1190569418
8879,502898.074626,3269.10207712,8625,1052,310,3269.10212676,502898.123748,11.5449985158
8880,107436.884691,2147.06605914,8151,2301,310,2147.06603504,107436.87339,2.46642110052
8881,38749.1798605,1162.63276854,8258,2721,310,1162.63268841,38749.1765487,0.889562248527
8882,4517.90711301,432.412571573,8076,170,310,432.412472736,4517.90554172,0.103717254669
8883,878969.854573,8788.51922503,7876,1216,310,8788.51905046,878969.904249,20.1784531712
8884,51571.109797,1470.85862901,7760,147,310,1470.85864687,51571.1027708,1.18391434931
8885,11024.8806445,655.791192307,8626,1744,310,655.791135257,11024.881304,0.253097461058
8886,60109.8899145,1414.01197594,7761,1212,310,1414.01196921,60109.8865002,1.379938635
8887,46085.712463,1355.67852375,8152,1299,310,1355.67856053,46085.7138367,1.05798664325
8888,44042.120571,1258.23862982,8077,425,310,1258.23858234,44042.1363805,1.01107237258
8889,66824.111913,1748.49802754,7877,1554,310,1748.49793789,66824.117426,1.53407678428
8890,110157,2448.96782496,8259,2055,310,2448.96776905,110156.991048,2.52886665927
8891,96223.7393145,1362.80787612,8627,6146,0,1362.80792708,96223.7366784,2.20900187269
8892,171377.6875,3316.13748739,8153,221,310,3316.13745314,171377.697184,3.93430630617
8893,950.2887275,170.97208445,7878,1504,310,170.97201971,950.287097028,0.0218156771852
8894,102873.0115,1525.35171063,8260,2063,310,1525.35174249,102872.99655,2.36164848585
8895,76247.8312715,1569.23427865,8628,210,310,1569.23424317,76247.823583,1.75041617482
8896,811359.813749,5842.77917553,8078,1298,310,5842.77930802,811359.81659,18.626332921
8897,165710.680411,1940.64584552,7762,678,310,1940.64586063,165710.683778,3.80420905929
8898,18434.50091,1028.4199691,8261,1735,310,1028.42007499,18434.502943,0.423199648329
8899,218754.474045,2391.30671463,7879,1222,310,2391.30679966,218754.473748,5.02193178992
8900,308592.281278,4276.09278506,8629,1257,310,4276.09259569,308592.263356,7.08433190378
8901,7800.45039501,677.855659521,8154,1306,310,677.855617352,7800.45392195,0.179074497793
8902,683187.127539,5747.25164951,8079,187,310,5747.25164126,683187.132301,15.6838811997
8903,1007143.09824,4576.81615485,7763,463,310,4576.81603995,1007143.09054,23.120916417
8904,1190083.6978,17244.6282782,7764,167,310,17244.6281359,1190083.67046,27.3206710471
8905,989480.110408,14004.4599535,8630,682,310,14004.4598548,989480.112747,22.7154286198
8906,10885.5887235,464.868787709,8262,2509,310,464.868746823,10885.5845963,0.249899635877
8907,85368.5625,1528.38652547,7880,180,310,1528.38629423,85368.5627462,1.95980037239
8908,68802.6972656,1578.11280288,8155,1864,310,1578.11275945,68802.7087615,1.57949917294
8909,19188.8734335,707.76822253,8263,2513,310,707.768261753,19188.8696887,0.440517595143
8910,194940.698956,4230.57497618,8080,5444,310,4230.57502084,194940.69715,4.47524051687
8911,17879.3035615,575.524034876,7881,0,0,575.524095564,17879.3064179,0.41045403892
8912,177135.520168,3036.80516105,8156,171,310,3036.80498229,177135.51136,4.06648806025
8913,42035.5542995,1281.7887228,8631,1404,310,1281.78875178,42035.558053,0.965007488424
8914,89279.2561975,3157.96881062,8632,676,310,3157.96890744,89279.247235,2.04957769406
8915,134096.456225,2675.7276809,7765,1269,310,2675.72783792,134096.48118,3.07844392947
8916,11551.944846,685.28618081,8157,1347,310,685.286263201,11551.937064,0.265197044808
8917,40616.2426469,1484.63464926,7882,139,310,1484.63466189,40616.2400337,0.932424299797
8918,15524.2448495,661.209381348,8264,426,310,661.20934608,15524.2503867,0.356389175479
8919,24942.9389605,1082.97920943,7766,2491,310,1082.97923685,24942.9426263,0.572613461854
8920,630520.027587,5304.40430895,8081,1787,310,5304.40442106,630520.025249,14.4748059535
8921,160935.617466,2492.91682012,8633,1403,310,2492.91671421,160935.629464,3.69458845749
8922,1921324.91279,9494.39694631,8265,1447,310,9494.3968126,1921324.94524,44.1077279744
8923,21091.2585085,624.640536159,8158,2717,310,624.640616349,21091.260541,0.484190654415
8924,14697.551826,959.103051309,8159,1354,310,959.103211813,14697.5485806,0.337410637534
8925,39710.859375,918.936937823,8082,1863,310,918.936909713,39710.8604127,0.911639560528
8926,58056.192915,1160.02456077,7883,2493,310,1160.02457158,58056.1925566,1.3327921208
8927,22941.682534,586.228520849,8266,551,310,586.228565168,22941.6863878,0.526670756538
8928,56909.062212,1474.8325469,7767,2424,310,1474.83254461,56909.0674749,1.3064576472
8929,6315.75688647,715.791184376,8634,1214,310,715.791184393,6315.75159727,0.14499028605
8930,15.0698969998,20.9851661997,8267,2311,310,20.9852426669,15.0700230963,0.000345961510023
8931,52081.28125,1258.93436616,7768,183,310,1258.93445322,52081.2762562,1.19562636781
8932,14754988.8445,44244.2371599,8083,1197,310,44244.2376451,14754988.8931,338.729290937
8933,31075.6467075,700.108021465,8160,183,310,700.107915277,31075.6398766,0.713401381532
8934,282809.756432,2218.06937551,8635,1152,310,2218.06931002,282809.754996,6.49244458765
8935,113784.337595,2022.23630435,7884,471,310,2022.23629999,113784.341324,2.6121394964
8936,52958.1525775,1245.14041636,8268,2680,310,1245.14044538,52958.1615682,1.21575696514
8937,289091.546019,3872.49384306,7769,1720,310,3872.49375004,289091.534925,6.6366549884
8938,401078.103157,4659.6221731,7885,1202,310,4659.62215734,401078.106351,9.20752320174
8939,35074.5170995,1301.79043771,8161,2651,310,1301.79038083,35074.5028284,0.805203010257
8940,28527.8914795,695.035095519,8636,2024,310,695.035084588,28527.8917205,0.654912897896
8941,34779.756158,927.468598887,8269,2719,310,927.468626142,34779.7556176,0.798436518298
8942,570246.327512,7131.79806976,8084,1692,310,7131.79789619,570246.307978,13.0911062665
8943,19739.8111415,1078.00681524,8637,423,310,1078.00690372,19739.8097495,0.453165489188
8944,6852.1996455,397.949579852,7770,5433,310,397.949567504,6852.19304618,0.157305336433
8945,54592.0480285,2127.3257784,8162,1609,310,2127.3258271,54592.0522756,1.25326608458
8946,1101662.0762,6537.745973,7771,0,0,6537.74613435,1101662.05995,25.2907820619
8947,52599.4935,1048.61242753,8270,2056,310,1048.61257612,52599.5020949,1.20752324365
8948,414745,4477.4233886,8163,2053,310,4477.42335349,414745.001002,9.52127318612
8949,2149516.10985,17369.1269217,8085,1311,310,17369.1267771,2149516.0721,49.3462963772
8950,25558.6116645,805.55806625,7772,1568,310,805.558041306,25558.6144474,0.58674739858
8951,99944.2714844,2574.81048282,8271,1862,310,2574.81057447,99944.2551762,2.29441356645
8952,159867.017917,1974.89264388,8164,436,310,1974.89256365,159867.000694,3.67005601844
8953,2716.19155251,201.713704665,7773,2422,310,201.713704708,2716.19025335,0.0623553975698
8954,8672.41288699,865.774091217,8165,2658,310,865.77400725,8672.41351479,0.199092015715
8955,152409.346921,2972.91918408,8272,1434,310,2972.91919584,152409.340476,3.49885101274
8956,474423.679636,5835.91360039,7774,831,310,5835.91386709,474423.679878,10.8913126166
8957,110909.53125,2238.20951902,7775,0,0,2238.2096053,110909.525546,2.54614254328
8958,2553.4148335,188.771297959,8273,1751,310,188.771290636,2553.41533208,0.0586185846138
8959,195234.445083,5229.98147163,8166,2727,310,5229.98131223,195234.413272,4.4819833382
8960,209149.573634,2835.18165631,8274,0,0,2835.18156752,209149.569974,4.80143265781
8961,111470.66572,2387.56418703,7776,1724,310,2387.56418269,111470.650358,2.55902424799
8962,1085806.96019,13049.8935897,8167,1251,310,13049.8935847,1085806.9718,24.9267978661
8963,40414.43078,1262.06391117,7777,2440,310,1262.06391538,40414.4272127,0.927791296392
8964,39242.5302285,909.294251114,7778,0,0,909.294178819,39242.5260968,0.900888041032
8965,27817.5112545,932.252302467,8168,424,310,932.252361462,27817.5153283,0.63860483468
8966,880.494932005,131.629448821,8275,2294,310,131.629392932,880.494323689,0.0202134491661
8967,118917.49952,1864.57980956,8169,1183,310,1864.57979092,118917.510471,2.7299813164
8968,97082.958491,4603.48075905,7779,3674,310,4603.48063583,97082.9374822,2.22872648795
8969,36918.0239535,1218.69256293,8276,2317,310,1218.6925421,36918.0188933,0.847524484981
8970,18634.9041905,652.026509553,8277,2512,310,652.026621248,18634.9084398,0.427800343885
8971,114758.158435,2200.43735897,7780,1235,310,2200.43737863,114758.162595,2.63449544603
8972,1461906.01951,7552.35248224,8278,112,310,7552.3527326,1461906.06313,33.5608794943
8973,161862.44651,1929.32758399,8170,1308,310,1929.3276016,161862.451802,3.71586545578
8974,22879.105732,666.021009645,8279,113,310,666.021127515,22879.1156163,0.525234323531
8975,141882.3708,1815.27558864,8171,2518,310,1815.27562931,141882.374731,3.25718416579
8976,43911.9586795,1350.09602049,8280,0,0,1350.09594282,43911.9659668,1.00808405912
8977,17771.114088,922.148909492,7781,2426,310,922.148943748,17771.1234424,0.407970489603
8978,299968.03025,2141.87326246,8172,417,310,2141.87336661,299968.035387,6.88634608041
8979,563112.934448,4801.41518053,8281,261,310,4801.41509635,563112.959165,12.927346456
8980,112048.520464,2677.59761267,7782,1495,310,2677.59759695,112048.534241,2.57229068955
8981,44802.2550625,1063.72909528,8173,1533,310,1063.7291762,44802.2557373,1.0285223817
8982,13984.55769,947.949300704,7783,2427,310,947.949369499,13984.5482579,0.321042336921
8983,23456.322218,1226.70749999,8282,1357,310,1226.70734656,23456.3224895,0.538485223027
8984,160725.5625,4815.89065243,8174,223,310,4815.8907074,160725.569849,3.689766133
8985,333304.982625,5333.22742009,7784,186,310,5333.22751943,333305.004379,7.65166064286
8986,8809.26269799,774.681146833,8283,2319,310,774.680915287,8809.26794067,0.202233773596
8987,133239.40625,2543.6131475,8175,224,310,2543.61349587,133239.411818,3.05876824558
8988,114273.522707,2620.86776743,8284,1734,310,2620.86765696,114273.522239,2.62336958987
8989,42797.7843475,1301.55280208,7785,0,0,1301.55279326,42797.7904453,0.982506006359
8990,1358085.04921,5117.32586271,8176,111,310,5117.32595315,1358085.04169,31.1774672647
8991,32317,762.483969241,8285,2046,310,762.483996148,32317.0039788,0.741899294013
8992,89193.2607455,1612.6087925,8177,560,310,1612.60875433,89193.2651622,2.04760380937
8993,107419.676994,2631.65896724,8178,1307,310,2631.65892444,107419.681193,2.46602642042
8994,679851.65625,9092.3295022,8179,1305,310,9092.32947002,679851.641024,15.60730855
8995,5265.70420549,338.248991258,8180,2662,310,338.249007962,5265.70254841,0.120884380424
8996,38603.3930365,971.812874067,8181,2307,310,971.812900745,38603.3888885,0.886215410985
8997,53042.8824975,1084.87000017,8182,561,310,1084.87003017,53042.8867889,1.21770199635
8998,1363996.68816,6244.69072648,8183,109,310,6244.69084261,1363996.65497,31.3131797745
8999,107957.994384,1564.10310918,8184,109,310,1564.10308051,107957.993293,2.47838441521
9000,82756.207608,1760.07050296,8185,1610,310,1760.07051721,82756.2084134,1.89982872909
6001,126036.298448,2344.3635636,5782,903,310,2344.36354032,126036.306166,2.89340703197
6002,245168.990288,2090.3532324,5783,2395,310,2090.3531779,245168.968697,5.6283275798
6003,16244.5055245,619.679931268,5682,6024,0,619.679933299,16244.5070166,0.37292405865
6004,22499.835408,754.035432574,5784,94,310,754.035464452,22499.8348307,0.516527199961
6005,97272.1256339,2225.98130082,5785,688,310,2225.98130441,97272.1473321,2.23307016579
6006,2450298.44411,21562.2453252,5683,0,0,21562.2451601,2450298.43375,56.2513368911
6007,6947.13503349,432.223317068,5786,692,310,432.22344609,6947.13358824,0.159484880093
6008,86458.9641925,1906.39427214,5787,0,0,1906.39430258,86458.9723082,1.98483283161
6009,15579.560554,687.704519058,5684,1710,310,687.704569598,15579.5561068,0.357658825188
6010,242099.283537,2440.07678524,5788,3180,310,2440.07694719,242099.287363,5.55785711119
6011,87241.974816,1176.99635552,5685,3174,310,1176.99631766,87241.9780461,2.00280824185
6012,95052.9074375,1761.02532809,5789,86,310,1761.02530312,95052.9044489,2.18212315569
6013,104873.865135,1329.21324805,5686,679,310,1329.21323878,104873.866394,2.40758232071
6014,7787.14941604,379.924334557,5790,1223,310,379.924378529,7787.15269057,0.178769142316
6015,65210.391071,1584.42418082,5687,0,0,1584.42411442,65210.3792406,1.49703030493
6016,13737.6947805,685.528061604,5791,0,0,685.528148763,13737.6995952,0.315375448719
6017,161895.1428,2213.67884243,5688,1273,310,2213.67865069,161895.135961,3.71661578384
6018,72493.1662502,3057.42982489,5792,1735,310,3057.42980393,72493.1500066,1.66422038522
6019,8564.45592,544.289888074,5689,1097,310,544.289950564,8564.45688874,0.196613662688
6020,32919.94531,1104.69969409,5793,671,310,1104.6998259,32919.9614536,0.755741348344
6021,89413.736602,2517.84572058,5690,1246,310,2517.84571098,89413.7522632,2.05266551697
6022,109623.8228,2273.25527555,5794,1269,310,2273.25541055,109623.818482,2.51662665241
6023,3481.20097201,236.99211411,5691,1742,310,236.992260141,3481.20512058,0.0799177925951
6024,19165.3616665,527.405331066,5795,6029,0,527.405435962,19165.360436,0.439977894805
6025,723040.184623,9497.28105143,5692,1247,310,9497.28092413,723040.182778,16.598785008
6026,83441.4042775,1920.37995703,5796,712,310,1920.37997972,83441.3993069,1.9155586105
6027,23874.287917,716.330232076,5693,1466,310,716.330174079,23874.2901052,0.548080477563
6028,268381.056266,4171.55178083,5694,1245,310,4171.55167818,268381.04712,6.16120570815
6029,94332.993628,1374.40209478,5797,74,310,1374.40201832,94332.9895193,2.1655961169
6030,67408.985562,1251.60768696,5798,0,0,1251.60780877,67408.9863167,1.5475035802
6031,2201997.94315,14101.3686272,5695,57,310,14101.3684937,2201997.94925,50.5511193128
6032,40994.4851815,1947.84147931,5799,2541,310,1947.84154255,40994.4885015,0.941107724516
6033,3613.18974901,483.061858239,5696,1494,310,483.061956369,3613.19555027,0.0829478880417
6034,1062082.2768,6071.40530577,5800,2385,310,6071.4056582,1062082.23942,24.3821507751
6035,107011.310922,2013.99529161,5697,2517,310,2013.9954424,107011.318312,2.45665166113
6036,1705454.33049,5645.54889393,5698,262,310,5645.54888876,1705454.3398,39.1520009559
6037,2624283.55003,11796.7297919,5801,1729,310,11796.729867,2624283.53508,60.2455011993
6038,524350.500227,2998.61763682,5699,2531,310,2998.61758995,524350.488,12.0374790039
6039,269370.777731,4044.09763956,5802,169,310,4044.09759506,269370.761807,6.18392652189
6040,78544.225783,1251.96203732,5700,45,310,1251.96202129,78544.2189391,1.80313436907
6041,272817.458214,2473.11127065,5803,5728,310,2473.11124125,272817.434468,6.26305155512
6042,18313.9732296,1427.95444902,5701,1115,310,1427.95445352,18313.9757591,0.420432713847
6043,273864.068259,2699.36571523,5702,721,310,2699.36569447,273864.064992,6.28707898191
6044,1176496.36218,6536.91645875,5804,3148,310,6536.91634031,1176496.36201,27.0087481178
6045,1028297.83773,7452.37192415,5703,2535,310,7452.37188775,1028297.84152,23.6065646172
6046,28685.8357575,842.726622777,5805,1249,310,842.726618868,28685.83085,0.658538695907
6047,140109.370681,2083.77700329,5704,1018,310,2083.77690827,140109.366023,3.21648132374
6048,28348.019074,627.825106726,5806,6030,0,627.825171335,28348.022222,0.650783645879
6049,652643.718347,3658.19720366,5705,3144,310,3658.19730627,652643.680732,14.9826972294
6050,5973.03642399,401.701534554,5807,95,310,401.701555681,5973.03588292,0.137122584369
6051,446829.849712,2664.76586635,5808,0,0,2664.76596125,446829.846332,10.2578428296
6052,22941.168839,724.090373239,5706,2532,310,724.090393214,22941.178495,0.526659096878
6053,74.0600739997,50.0747863703,5809,966,310,50.074854574,74.0606539705,0.00170020546864
6054,2363261.5809,7457.92251505,5810,1220,310,7457.9224257,2363261.55997,54.2532372141
6055,55945.803463,2479.23829473,5707,1474,310,2479.23821123,55945.7825129,1.2843435789
6056,421752.786246,6416.56353478,5708,97,310,6416.56349248,421752.760979,9.68214986215
6057,41873.4805785,1203.49565601,5811,2529,310,1203.49557087,41873.4699455,0.961286442605
6058,125658.096034,3102.68806633,5812,1140,310,3102.68800875,125658.087536,2.88472429223
6059,9238.50165051,692.578641114,5709,89,310,692.578676268,9238.50266406,0.212087686368
6060,17699.902657,790.188630747,5813,5736,310,790.188578081,17699.8954935,0.406335314355
6061,115084.505205,3096.61869771,5710,0,0,3096.61857619,115084.520807,2.64198762961
6062,268670.539562,3193.07027264,5814,0,0,3193.07022889,268670.539131,6.16785155684
6063,1135977.65368,6702.96446098,5711,0,0,6702.9643006,1135977.66757,26.0785631655
6064,42864.281251,1400.22018523,5712,2376,310,1400.22026896,42864.2842407,0.984032499963
