X,Y,TEMA,SURVEY,TEXTSTRING,OBJECTID
-6.17713406599271,54.6571267521385,A_CLASS,20060309,A 26,125
-6.2549369301343,54.7954991462458,A_CLASS,20060309,A 26,126
-6.41263368968936,54.7441799048407,A_CLASS,20060309,A 6,127
-6.20678059200926,54.5268206951375,A_CLASS,20050114,A 26,128
-6.19876070643154,54.6296734927972,A_CLASS,20050114,A 52,129
-6.20824041029009,54.6020165087845,A_CLASS,20050114,A 26,130
-6.183176592193,54.5799585662007,A_CLASS,20050114,A 30,131
-6.28173831302142,54.373248031876,A_CLASS,20050114,A 26,132
-6.27589843037969,54.340369491227,A_CLASS,20060306,A 26,133
-6.25708937157387,54.4692343369561,A_CLASS,20050114,A 3,134
-6.28383631246938,54.4188646438889,A_CLASS,20050114,A 26,135
-6.38790418907144,54.3988819536904,A_CLASS,20050114,A 50,136
-6.44582476686355,54.3851852054977,A_CLASS,20050114,A 27,137
-6.44515479993056,54.3535003527047,A_CLASS,20060306,A 51,138
-6.1988556903601,54.338231524161,A_CLASS,20060306,A 50,139
-6.29344092392722,54.3284207246052,A_CLASS,20060306,A 1,140
-6.37702785737478,54.3259289360587,A_CLASS,20060306,A 27,141
-6.1979455945862,54.3748276684349,A_CLASS,20050114,A 1,142
-6.25956977350704,54.3543645566065,A_CLASS,20060306,A 26,143
-6.32809206135521,54.3816982233326,A_CLASS,20050114,A 50,144
-6.40047479936715,54.3573291268398,A_CLASS,20060306,A 51,145
-6.40666202693897,54.4402880580515,A_CLASS,20050114,A 27,146
-6.40587976658639,54.4488252375195,A_CLASS,20050114,A 3,147
-6.43721081252762,54.4305235638218,A_CLASS,20050114,A 3,148
-6.454552692044,54.4123474861685,A_CLASS,20050114,A 27,149
-6.37803996229024,54.4517101473066,A_CLASS,20050114,A 3,150
-6.30551525935084,54.1335870691382,A_CLASS,20040906,A 2,151
-6.34554075576124,54.1332489069883,A_CLASS,20040906,A 1,152
-6.38398326059014,54.1844587750158,A_CLASS,20040906,A 25,153
-6.35429270197885,54.1875252042057,A_CLASS,20040906,A 1,154
-6.21670820726435,54.1010548620516,A_CLASS,20040906,A 2,155
-6.54638806956455,55.2095493086073,A_CLASS,20050121,A 2,156
-6.49614587364435,55.2228601460965,A_CLASS,20050121,A 2,157
-6.59238196717089,55.2061979904619,A_CLASS,20050121,A 2,158
-6.68261383218008,55.0700771815947,A_CLASS,20050131,A 29,159
-6.60322084044576,55.034315456631,A_CLASS,20050131,A 54,160
